GENESIS-Tabelle: 12411-0012
Bevölkerung: Bundesländer, Stichtag, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
;;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.1969;54-Jährige;79958;98161;23601;-;7858;19549;51578;-;68629;168268;34650;10297;-;-;24441;-
31.12.1969;55-Jährige;103754;127562;29633;-;9904;24559;65914;-;87721;210398;44259;13414;-;-;30686;-
31.12.1969;56-Jährige;105703;130756;32037;-;10394;24923;67586;-;88548;212761;44920;13499;-;-;31440;-
31.12.1969;57-Jährige;107925;134621;34095;-;10244;25631;68875;-;92230;214464;45515;14044;-;-;32666;-
31.12.1969;58-Jährige;102111;127444;33703;-;9929;24769;65616;-;87060;203946;43072;13225;-;-;31417;-
31.12.1969;59-Jährige;104334;129114;34907;-;10008;25603;67293;-;88385;208514;45286;13865;-;-;31863;-
31.12.1969;60-Jährige;104736;129602;37059;-;10219;26666;69226;-;90002;214468;45717;13896;-;-;32174;-
31.12.1969;61-Jährige;103211;126387;37012;-;10176;26521;67842;-;87383;211496;45298;13933;-;-;31389;-
31.12.1969;62-Jährige;100065;122488;37648;-;9926;25963;65951;-;85542;204766;44350;13532;-;-;31097;-
31.12.1969;63-Jährige;96182;119999;37543;-;9487;25510;65091;-;83391;200579;42805;13008;-;-;29992;-
31.12.1969;64-Jährige;93601;116901;35562;-;8980;24494;63475;-;80431;194410;43025;13016;-;-;29305;-
31.12.1969;65-Jährige;90654;115437;34899;-;8850;24099;62041;-;80205;189757;41420;12348;-;-;29179;-
31.12.1969;66-Jährige;84806;108939;32747;-;8286;22854;57637;-;74921;176113;39041;11603;-;-;27221;-
31.12.1969;67-Jährige;83834;108850;33443;-;8324;22741;57350;-;75681;173480;38597;11204;-;-;27434;-
31.12.1969;68-Jährige;80615;103833;30969;-;7563;21429;54279;-;71941;163486;36836;10679;-;-;25420;-
31.12.1969;69-Jährige;73934;96337;29294;-;7013;20385;51376;-;67744;151434;34238;9767;-;-;24989;-
31.12.1969;70-Jährige;69216;90229;27870;-;6656;18810;46955;-;62749;137747;31769;8757;-;-;22516;-
31.12.1969;71-Jährige;63671;83511;27356;-;6281;18352;44042;-;60170;127598;29223;8133;-;-;22324;-
31.12.1969;72-Jährige;57296;76588;25391;-;5723;16842;39739;-;53962;114045;26256;7340;-;-;19943;-
31.12.1969;73-Jährige;54278;72846;24260;-;5495;16399;37577;-;51008;108236;24224;6538;-;-;19662;-
31.12.1969;74-Jährige;48879;64260;22062;-;4861;14665;33895;-;46093;95423;21963;5795;-;-;17358;-
31.12.1969;75-Jährige;43911;58580;21201;-;4395;13948;30406;-;41696;86913;19941;5161;-;-;16381;-
31.12.1969;76-Jährige;39807;53054;19649;-;4327;12759;28266;-;39235;79136;18560;4819;-;-;15003;-
31.12.1969;77-Jährige;35834;48301;18012;-;3900;11394;24886;-;34590;69960;16000;4143;-;-;13382;-
31.12.1969;78-Jährige;32863;43564;16826;-;3439;10226;23530;-;31854;64798;15034;3646;-;-;12735;-
31.12.1969;79-Jährige;28175;36819;15095;-;3062;9398;19812;-;28158;55623;12461;3133;-;-;11285;-
31.12.1969;80-Jährige;25540;33504;13419;-;2813;8490;18734;-;25567;50899;11677;2932;-;-;10187;-
31.12.1969;81-Jährige;21801;28940;11710;-;2510;7179;15456;-;22525;43575;9746;2418;-;-;9170;-
31.12.1969;82-Jährige;19377;24621;10212;-;2109;6115;13444;-;19279;36969;8462;2174;-;-;7855;-
31.12.1969;83-Jährige;16153;20651;8518;-;1700;5035;11348;-;16088;30913;6966;1707;-;-;6479;-
31.12.1969;84-Jährige;13419;17538;7162;-;1441;4291;9597;-;13279;25500;5941;1392;-;-;5709;-
31.12.1969;85-Jährige;10999;14436;5767;-;1217;3536;7894;-;10721;20438;4816;1066;-;-;4557;-
31.12.1969;86-Jährige;8739;10459;4439;-;982;2637;6103;-;8627;15588;3754;915;-;-;3671;-
31.12.1969;87-Jährige;7101;8947;3632;-;755;2165;5083;-;6893;13211;3084;680;-;-;3061;-
31.12.1969;88-Jährige;5548;6956;2694;-;536;1744;4093;-;5599;10706;2497;643;-;-;2357;-
31.12.1969;89-Jährige;4127;5387;2122;-;444;1371;3017;-;4459;7896;1891;440;-;-;1809;-
31.12.1969;90 Jahre und mehr;9089;13345;4742;-;983;2947;8080;-;10075;18083;4051;958;-;-;4868;-
31.12.1969;Insgesamt;8909699;10568917;2134256;-;755977;1817122;5422567;-;7100417;17129764;3671275;1127352;-;-;2557245;-
31.12.1970;unter 1 Jahr;124500;138950;19809;-;8659;17490;67410;-;100213;213445;47016;12820;-;-;34301;-
31.12.1970;1-Jährige;136320;154090;20146;-;9951;19796;74339;-;111176;243580;52455;15056;-;-;39345;-
31.12.1970;2-Jährige;145870;164397;22509;-;11029;23054;80300;-;118382;262382;56720;16404;-;-;42768;-
31.12.1970;3-Jährige;151625;171214;23737;-;11364;24379;83704;-;123674;274418;58892;17401;-;-;44374;-
31.12.1970;4-Jährige;156880;176593;24436;-;11837;25040;85744;-;126160;280675;62163;18219;-;-;45188;-
31.12.1970;5-Jährige;156629;176756;24671;-;11838;24390;86172;-;125770;282909;62601;18971;-;-;44471;-
31.12.1970;6-Jährige;159496;181715;25139;-;11636;24794;87973;-;127346;287517;65478;19747;-;-;45084;-
31.12.1970;7-Jährige;157086;179668;24710;-;11371;24730;86789;-;124965;284913;65522;20163;-;-;43572;-
31.12.1970;8-Jährige;151917;175068;23059;-;10929;23125;83699;-;120186;272936;63817;20035;-;-;40923;-
31.12.1970;9-Jährige;151164;175121;21965;-;10816;22598;83073;-;119313;272527;64259;20416;-;-;39910;-
31.12.1970;10-Jährige;145927;168919;20706;-;10292;21639;79934;-;114219;266369;62506;19740;-;-;37991;-
31.12.1970;11-Jährige;140963;164064;20021;-;9793;20799;77844;-;110878;262256;61046;20104;-;-;36705;-
31.12.1970;12-Jährige;134619;157851;17925;-;9696;19532;74897;-;104959;250977;58589;19316;-;-;34738;-
31.12.1970;13-Jährige;131301;154148;16972;-;9339;19057;73050;-;103891;247881;58124;19000;-;-;33862;-
31.12.1970;14-Jährige;128166;148311;16483;-;8972;17904;70432;-;100787;238987;56383;18124;-;-;32180;-
31.12.1970;15-Jährige;121906;141265;16396;-;8625;17604;68091;-;96832;232936;54528;17159;-;-;31450;-
31.12.1970;16-Jährige;122822;141386;17120;-;8656;17859;69519;-;96745;236318;55382;17818;-;-;31421;-
31.12.1970;17-Jährige;119631;136905;17555;-;8397;17248;67361;-;93914;227188;53948;17423;-;-;30387;-
31.12.1970;18-Jährige;122862;140040;19671;-;8734;18072;70308;-;96209;229005;53883;17325;-;-;30766;-
31.12.1970;19-Jährige;122278;139440;23555;-;8587;19704;71347;-;95449;222131;52267;16375;-;-;31752;-
31.12.1970;20-Jährige;125286;144520;27477;-;8920;20645;75240;-;97760;221643;53208;16593;-;-;34426;-
31.12.1970;21-Jährige;127652;145927;28265;-;9229;21940;77376;-;96576;225479;51817;16846;-;-;34727;-
31.12.1970;22-Jährige;124958;144338;27513;-;9038;22989;75266;-;90424;212527;44602;14901;-;-;33495;-
31.12.1970;23-Jährige;119492;144660;26884;-;8981;22755;73281;-;83255;201204;39465;12248;-;-;31324;-
31.12.1970;24-Jährige;109552;133774;22372;-;9296;22664;65708;-;80562;193805;36718;10110;-;-;29871;-
31.12.1970;25-Jährige;97338;109421;26295;-;7988;20754;56932;-;64923;168003;31469;9652;-;-;25047;-
31.12.1970;26-Jährige;126358;141711;34780;-;10339;27197;76543;-;87629;219823;41580;12970;-;-;33444;-
31.12.1970;27-Jährige;128778;143893;36906;-;10781;28087;77048;-;92356;223602;42195;12980;-;-;35346;-
31.12.1970;28-Jährige;128153;141718;35658;-;10968;27236;74023;-;90687;222493;41639;12832;-;-;34673;-
31.12.1970;29-Jährige;153195;173439;40092;-;12361;31752;89910;-;111630;268845;53140;16433;-;-;42732;-
31.12.1970;30-Jährige;165599;190759;38599;-;13278;32662;98927;-;120493;297349;59558;17910;-;-;44384;-
31.12.1970;31-Jährige;164170;188558;35852;-;12869;31639;95980;-;119641;294617;59337;18320;-;-;44507;-
31.12.1970;32-Jährige;155118;172296;33547;-;12453;30357;89891;-;114956;282737;56268;17296;-;-;43075;-
31.12.1970;33-Jährige;146016;159782;31709;-;11777;28795;85065;-;108139;269829;53418;17444;-;-;40104;-
31.12.1970;34-Jährige;145040;157536;31127;-;11625;28462;84491;-;105991;268987;54126;18239;-;-;38886;-
31.12.1970;35-Jährige;140808;152397;30649;-;11068;28529;82595;-;103927;267282;53402;16551;-;-;37408;-
31.12.1970;36-Jährige;131309;143790;28746;-;10399;25559;78412;-;97948;259376;50320;15020;-;-;34401;-
31.12.1970;37-Jährige;113880;124390;20815;-;8040;19663;64490;-;78971;209498;42644;13247;-;-;26735;-
31.12.1970;38-Jährige;112785;127341;19948;-;8124;19308;65053;-;80566;213509;43051;13953;-;-;26607;-
31.12.1970;39-Jährige;115352;128527;21236;-;8389;20381;67170;-;83422;222777;44811;14667;-;-;27320;-
31.12.1970;40-Jährige;121989;137419;22568;-;9101;22243;72399;-;89072;242592;48604;15345;-;-;28882;-
31.12.1970;41-Jährige;118168;133920;22410;-;9065;22597;72163;-;87837;238970;48507;15019;-;-;28621;-
31.12.1970;42-Jährige;119113;137038;22609;-;9487;23206;73774;-;90368;242797;49649;15405;-;-;29493;-
31.12.1970;43-Jährige;111254;129617;21620;-;8935;21624;69216;-;86954;228391;47153;14651;-;-;27488;-
31.12.1970;44-Jährige;110601;130974;22141;-;8853;21785;70600;-;85566;224400;47002;14375;-;-;27280;-
31.12.1970;45-Jährige;110296;130880;22635;-;9191;22948;71308;-;87795;226190;47422;14535;-;-;28924;-
31.12.1970;46-Jährige;101823;124627;20274;-;8540;21567;67614;-;82050;213773;44728;14682;-;-;26959;-
31.12.1970;47-Jährige;103636;127161;19402;-;8733;21209;67352;-;81398;207974;44921;15563;-;-;27453;-
31.12.1970;48-Jährige;107109;133643;21599;-;9615;22883;70686;-;87120;221799;47331;14970;-;-;29155;-
31.12.1970;49-Jährige;113100;139992;24917;-;10280;25053;73745;-;91246;229315;48187;15118;-;-;31622;-
31.12.1970;50-Jährige;113193;139614;28268;-;10529;26560;74774;-;90473;223211;46729;14228;-;-;32194;-
31.12.1970;51-Jährige;87508;108231;22497;-;7968;19961;56126;-;69744;172615;36413;10850;-;-;24335;-
31.12.1970;52-Jährige;57214;71531;15187;-;5353;12945;36775;-;46001;121814;24264;8291;-;-;16522;-
31.12.1970;53-Jährige;54615;70490;14647;-;5270;12562;35142;-;45303;116536;23806;7853;-;-;16133;-
31.12.1970;54-Jährige;58928;75214;16860;-;5834;14440;38293;-;51512;129477;26275;8374;-;-;18068;-
31.12.1970;55-Jährige;79003;97479;23084;-;7737;19340;51455;-;68051;166504;34423;10154;-;-;24063;-
31.12.1970;56-Jährige;102494;126575;28960;-;9735;24299;65486;-;86890;207652;43792;13232;-;-;29971;-
31.12.1970;57-Jährige;104727;130148;31486;-;10219;24892;67216;-;88235;210219;44406;13375;-;-;30859;-
31.12.1970;58-Jährige;106859;133382;33330;-;10101;25394;68260;-;90950;211680;45026;13815;-;-;31952;-
31.12.1970;59-Jährige;100834;126461;32969;-;9791;24575;65204;-;86179;201120;43099;12916;-;-;30679;-
31.12.1970;60-Jährige;102852;128001;33933;-;9804;25202;66588;-;86995;204465;44519;13505;-;-;31131;-
31.12.1970;61-Jährige;103037;128031;36054;-;9949;26276;68001;-;88328;208610;44683;13518;-;-;31378;-
31.12.1970;62-Jährige;101660;124944;35970;-;9920;26115;66707;-;85557;205911;44199;13500;-;-;30602;-
31.12.1970;63-Jährige;98359;121088;36722;-;9598;25522;65086;-;84487;200007;43396;13150;-;-;30332;-
31.12.1970;64-Jährige;94049;118476;36239;-;9167;24908;63836;-;81745;194617;41940;12671;-;-;29244;-
31.12.1970;65-Jährige;91853;115662;34257;-;8885;23910;62073;-;79116;188878;41964;12643;-;-;28422;-
31.12.1970;66-Jährige;88762;114120;33754;-;8645;23652;60655;-;78663;183621;40421;11988;-;-;28436;-
31.12.1970;67-Jährige;83201;107830;31805;-;8081;22253;56528;-;73683;171625;38059;11302;-;-;26774;-
31.12.1970;68-Jährige;81496;106278;32108;-;8030;22069;55706;-;73630;166880;37352;10772;-;-;26364;-
31.12.1970;69-Jährige;77967;101332;29550;-;7218;20698;52566;-;69342;156843;35384;10261;-;-;24575;-
31.12.1970;70-Jährige;70749;92887;27824;-;6613;19233;48977;-;64677;144132;32543;9304;-;-;23725;-
31.12.1970;71-Jährige;66190;86529;26459;-;6425;18038;44764;-;60126;130731;30389;8249;-;-;21345;-
31.12.1970;72-Jährige;60560;79790;25751;-;6007;17410;41751;-;57025;120589;27722;7658;-;-;20973;-
31.12.1970;73-Jährige;54197;72794;23953;-;5385;16057;37828;-;51302;107959;24748;6932;-;-;18878;-
31.12.1970;74-Jährige;50890;68529;22685;-;5128;15425;35177;-;47692;100716;22569;6107;-;-;18239;-
31.12.1970;75-Jährige;45640;60367;20507;-;4532;13752;31582;-;43003;89198;20330;5314;-;-;16215;-
31.12.1970;76-Jährige;40858;54612;19550;-;4176;13009;28449;-;39225;80428;18684;4766;-;-;15302;-
31.12.1970;77-Jährige;36973;49551;18095;-;3989;11917;26258;-;36628;73188;17096;4419;-;-;13914;-
31.12.1970;78-Jährige;32778;43891;16539;-;3516;10531;22882;-;31924;64396;14672;3746;-;-;12285;-
31.12.1970;79-Jährige;29757;39566;15244;-;3106;9342;21363;-;29162;58271;13661;3326;-;-;11414;-
31.12.1970;80-Jährige;25244;33414;13460;-;2718;8497;18052;-;25208;50381;11300;2827;-;-;10244;-
31.12.1970;81-Jährige;22433;29078;11680;-;2544;7507;16438;-;22257;44259;9998;2438;-;-;8775;-
31.12.1970;82-Jährige;19457;25529;10225;-;2242;6448;13787;-;19763;38437;8565;2131;-;-;8098;-
31.12.1970;83-Jährige;16920;21341;8812;-;1830;5358;11738;-;16871;32236;7235;1868;-;-;6819;-
31.12.1970;84-Jährige;13827;17448;7192;-;1508;4366;9716;-;13671;26480;6039;1479;-;-;5546;-
31.12.1970;85-Jährige;11645;14658;6002;-;1278;3684;8158;-;11223;21975;4993;1169;-;-;4843;-
31.12.1970;86-Jährige;9359;11922;4719;-;1079;3009;6659;-;9032;17451;4008;940;-;-;3823;-
31.12.1970;87-Jährige;7474;8953;3705;-;902;2339;5241;-;7212;13573;3241;734;-;-;3145;-
31.12.1970;88-Jährige;5792;6909;2857;-;669;1864;4142;-;5666;10820;2486;560;-;-;2537;-
31.12.1970;89-Jährige;4386;5374;2102;-;515;1405;3233;-;4240;8661;1917;471;-;-;1891;-
31.12.1970;90 Jahre und mehr;9977;13132;5040;-;1212;3573;7613;-;10703;19749;4735;973;-;-;4986;-
31.12.1970;Insgesamt;8953607;10561110;2115311;-;735452;1793640;5424529;-;7121824;17004851;3658932;1121300;-;-;2510608;-
31.12.1971;unter 1 Jahr;121623;134544;19806;-;8307;17169;65679;-;96031;208931;45142;12535;-;-;33060;-
31.12.1971;1-Jährige;123976;138836;19478;-;8644;17184;67511;-;100570;213889;47210;12789;-;-;34573;-
31.12.1971;2-Jährige;137176;154731;20207;-;9988;19557;74752;-;111961;245607;52751;15083;-;-;39749;-
31.12.1971;3-Jährige;147133;165492;22560;-;11027;22777;80891;-;119298;265088;57048;16401;-;-;43173;-
31.12.1971;4-Jährige;152886;172263;23652;-;11349;24126;84413;-;124538;276791;59191;17440;-;-;44735;-
31.12.1971;5-Jährige;158192;177547;24344;-;11808;24852;86423;-;127079;282818;62475;18224;-;-;45583;-
31.12.1971;6-Jährige;157337;177685;24629;-;11755;24147;86807;-;126633;284704;62891;18972;-;-;44868;-
31.12.1971;7-Jährige;160153;182672;25078;-;11597;24564;88494;-;128074;289246;65686;19741;-;-;45432;-
31.12.1971;8-Jährige;157965;180549;24490;-;11341;24464;87412;-;125789;286505;65692;20155;-;-;43955;-
31.12.1971;9-Jährige;152942;175990;22914;-;10877;22954;84365;-;120968;274540;64003;20026;-;-;41256;-
31.12.1971;10-Jährige;152218;175981;21848;-;10774;22477;83767;-;120012;274055;64510;20413;-;-;40196;-
31.12.1971;11-Jährige;147098;169879;20649;-;10313;21514;80617;-;114938;268196;62740;19728;-;-;38342;-
31.12.1971;12-Jährige;142131;165013;19899;-;9780;20705;78414;-;111650;263940;61277;20067;-;-;37044;-
31.12.1971;13-Jährige;135643;158704;17853;-;9703;19431;75450;-;105624;252502;58823;19288;-;-;35046;-
31.12.1971;14-Jährige;132620;155065;16954;-;9361;18979;73732;-;104533;250017;58302;18977;-;-;34152;-
31.12.1971;15-Jährige;131239;150118;16712;-;9020;17962;71518;-;101429;242058;56498;18022;-;-;32377;-
31.12.1971;16-Jährige;124645;143482;16810;-;8752;17914;69397;-;97198;235684;54744;17128;-;-;31558;-
31.12.1971;17-Jährige;125279;142895;17656;-;8833;18237;71119;-;97098;238870;55519;17825;-;-;31696;-
31.12.1971;18-Jährige;122920;139698;19226;-;8569;17900;69448;-;94455;230649;53942;17492;-;-;30773;-
31.12.1971;19-Jährige;126047;144188;21813;-;8814;18926;72542;-;96986;231837;53609;17172;-;-;31866;-
31.12.1971;20-Jährige;123164;142994;25543;-;8933;20234;72779;-;95869;222337;52011;16029;-;-;33989;-
31.12.1971;21-Jährige;128819;149049;29655;-;9322;21371;77381;-;97750;224866;53265;16439;-;-;35506;-
31.12.1971;22-Jährige;131341;150583;30175;-;9664;22749;80068;-;96606;230426;51685;16909;-;-;35286;-
31.12.1971;23-Jährige;127933;149541;29128;-;9524;23518;78507;-;90635;218320;44937;14984;-;-;34223;-
31.12.1971;24-Jährige;122273;149170;27869;-;9362;23216;76385;-;84147;206689;39813;12375;-;-;31866;-
31.12.1971;25-Jährige;111451;137611;22954;-;9583;22956;67918;-;81497;198543;37122;10208;-;-;30587;-
31.12.1971;26-Jährige;99248;112459;26421;-;8325;20959;59111;-;65794;172467;31922;9832;-;-;25684;-
31.12.1971;27-Jährige;127701;144752;34563;-;10529;27333;78395;-;88581;223727;41884;13055;-;-;34058;-
31.12.1971;28-Jährige;129788;146777;36341;-;11072;27955;78634;-;93075;226958;42637;13040;-;-;35915;-
31.12.1971;29-Jährige;129458;144726;35037;-;11098;27136;75618;-;91652;225878;42097;12843;-;-;35459;-
31.12.1971;30-Jährige;154242;176143;39211;-;12368;31465;91182;-;112625;271798;53455;16521;-;-;43570;-
31.12.1971;31-Jährige;166570;193495;37969;-;13342;32456;100099;-;121385;300262;59885;17908;-;-;45062;-
31.12.1971;32-Jährige;165014;190875;35344;-;12933;31392;97210;-;120668;297030;59726;18350;-;-;45164;-
31.12.1971;33-Jährige;155652;174835;33053;-;12509;29999;90877;-;115998;285172;56556;17321;-;-;43690;-
31.12.1971;34-Jährige;146872;161648;31233;-;11882;28529;86076;-;108974;271871;53737;17370;-;-;40663;-
31.12.1971;35-Jährige;145803;159457;30664;-;11637;28241;85450;-;106875;270844;54420;18211;-;-;39354;-
31.12.1971;36-Jährige;141027;153931;30192;-;11075;28255;83415;-;104574;268610;53599;16504;-;-;37805;-
31.12.1971;37-Jährige;131740;145405;28227;-;10424;25364;79184;-;98484;260391;50551;14993;-;-;34798;-
31.12.1971;38-Jährige;114303;125892;20566;-;8013;19621;65523;-;79506;210463;42918;13289;-;-;27061;-
31.12.1971;39-Jährige;113249;128654;19684;-;8163;19206;65849;-;81044;214325;43224;13918;-;-;26892;-
31.12.1971;40-Jährige;115645;129686;20850;-;8386;20198;67810;-;83906;223273;44932;14615;-;-;27572;-
31.12.1971;41-Jährige;122123;138486;22153;-;9077;21962;72985;-;89514;243088;48730;15319;-;-;29179;-
31.12.1971;42-Jährige;118233;134872;21915;-;9002;22341;72514;-;88181;239066;48565;14960;-;-;28853;-
31.12.1971;43-Jährige;119075;137799;22152;-;9459;22937;74075;-;90559;242608;49760;15381;-;-;29810;-
31.12.1971;44-Jährige;111196;130215;21159;-;8896;21397;69573;-;87145;228144;47178;14586;-;-;27732;-
31.12.1971;45-Jährige;110411;131439;21597;-;8817;21548;70766;-;85741;224145;47042;14335;-;-;27495;-
31.12.1971;46-Jährige;110122;131175;22036;-;9147;22646;71494;-;87833;225614;47369;14478;-;-;29158;-
31.12.1971;47-Jährige;101655;124889;19696;-;8484;21262;67583;-;82182;213209;44690;14614;-;-;27135;-
31.12.1971;48-Jährige;103350;127357;18828;-;8676;20930;67291;-;81458;207070;44897;15483;-;-;27666;-
31.12.1971;49-Jährige;106760;133676;20925;-;9554;22577;70611;-;87070;220872;47259;14886;-;-;29234;-
31.12.1971;50-Jährige;112545;140000;24230;-;10247;24691;73550;-;91079;228063;48083;15035;-;-;31672;-
31.12.1971;51-Jährige;112669;139419;27397;-;10456;26185;74588;-;90340;221899;46625;14144;-;-;32270;-
31.12.1971;52-Jährige;87115;108150;21761;-;7918;19658;55951;-;69682;171426;36281;10763;-;-;24407;-
31.12.1971;53-Jährige;56877;71431;14694;-;5324;12772;36611;-;45861;120893;24181;8227;-;-;16502;-
31.12.1971;54-Jährige;54288;70271;14170;-;5208;12372;34998;-;45153;115644;23712;7800;-;-;16119;-
31.12.1971;55-Jährige;58596;74965;16329;-;5800;14180;38113;-;51317;128434;26171;8303;-;-;18077;-
31.12.1971;56-Jährige;78460;97068;22335;-;7658;19068;51115;-;67810;164955;34239;10038;-;-;24002;-
31.12.1971;57-Jährige;101768;126012;27900;-;9626;23872;65084;-;86435;205551;43481;13078;-;-;29863;-
31.12.1971;58-Jährige;103829;129459;30362;-;10108;24454;66613;-;87720;207752;44047;13221;-;-;30735;-
31.12.1971;59-Jährige;105741;132456;32147;-;9968;24872;67649;-;90276;209181;44620;13624;-;-;31822;-
31.12.1971;60-Jährige;99831;125317;31830;-;9624;24004;64613;-;85440;198550;42745;12726;-;-;30566;-
31.12.1971;61-Jährige;101779;126902;32707;-;9700;24664;65945;-;86198;201409;44043;13287;-;-;30984;-
31.12.1971;62-Jährige;101786;126796;34690;-;9792;25705;67217;-;87440;205015;44163;13269;-;-;31138;-
31.12.1971;63-Jährige;100194;123452;34485;-;9732;25492;65741;-;84457;201976;43588;13212;-;-;30348;-
31.12.1971;64-Jährige;96765;119330;35241;-;9409;24882;64166;-;83244;195766;42630;12828;-;-;29971;-
31.12.1971;65-Jährige;92468;116668;34552;-;8962;24212;62720;-;80434;189699;41316;12341;-;-;28847;-
31.12.1971;66-Jährige;90142;113463;32660;-;8662;23135;60930;-;77547;183875;41158;12257;-;-;28005;-
31.12.1971;67-Jährige;86688;111565;32120;-;8402;22900;59260;-;76872;178291;39448;11615;-;-;27881;-
31.12.1971;68-Jährige;81213;105040;30182;-;7846;21506;55067;-;71866;165998;36940;10895;-;-;26125;-
31.12.1971;69-Jährige;79046;103199;30396;-;7790;21235;53962;-;71442;160859;36115;10361;-;-;25626;-
31.12.1971;70-Jährige;75408;97934;27959;-;6966;19836;50768;-;67128;150566;34115;9804;-;-;23864;-
31.12.1971;71-Jährige;68263;89405;26254;-;6369;18290;47077;-;62337;137714;31203;8904;-;-;22941;-
31.12.1971;72-Jährige;63446;82966;24856;-;6134;17190;42784;-;57635;124483;29016;7828;-;-;20569;-
31.12.1971;73-Jährige;57871;76096;24143;-;5717;16522;39862;-;54372;114227;26346;7186;-;-;20063;-
31.12.1971;74-Jährige;51448;69070;22315;-;5085;15123;35922;-;48741;101694;23431;6528;-;-;17953;-
31.12.1971;75-Jährige;47890;64593;21059;-;4815;14507;33115;-;45116;94438;21251;5674;-;-;17281;-
31.12.1971;76-Jährige;42704;56454;18955;-;4228;12898;29595;-;40331;83117;18937;4969;-;-;15334;-
31.12.1971;77-Jährige;38039;50724;17916;-;3899;12141;26446;-;36569;74449;17291;4381;-;-;14286;-
