GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
2019;14626020;      Beiersdorf;13,2
2019;14626030;      Bernstadt a. d. Eigen, Stadt;17,0
2019;14626050;      Bertsdorf-Hörnitz;11,9
2019;14626060;      Boxberg/O.L.;17,0
2019;14626070;      Dürrhennersdorf;16,2
2019;14626085;      Ebersbach-Neugersdorf, Stadt;17,4
2019;14626100;      Gablenz;16,9
2019;14626110;      Görlitz, Stadt;15,8
2019;14626120;      Groß Düben;11,2
2019;14626140;      Großschönau;22,7
2019;14626150;      Großschweidnitz;14,9
2019;14626160;      Hähnichen;7,2
2019;14626170;      Hainewalde;9,3
2019;14626180;      Herrnhut, Stadt;15,6
2019;14626190;      Hohendubrau;10,1
2019;14626200;      Horka;7,6
2019;14626210;      Jonsdorf, Kurort;12,9
2019;14626230;      Kodersdorf;9,9
2019;14626240;      Königshain;6,8
2019;14626245;      Kottmar;20,0
2019;14626250;      Krauschwitz i.d. O.L.;16,8
2019;14626260;      Kreba-Neudorf;11,6
2019;14626270;      Lawalde;16,3
2019;14626280;      Leutersdorf;11,8
2019;14626290;      Löbau, Stadt;15,6
2019;14626300;      Markersdorf;8,2
2019;14626310;      Mittelherwigsdorf;14,0
2019;14626320;      Mücka;18,7
2019;14626330;      Neißeaue;11,1
2019;14626350;      Neusalza-Spremberg, Stadt;17,8
2019;14626370;      Niesky, Stadt;17,0
2019;14626390;      Oderwitz;25,6
2019;14626400;      Olbersdorf;16,0
2019;14626410;      Oppach;21,8
2019;14626420;      Ostritz, Stadt;12,4
2019;14626430;      Oybin;20,5
2019;14626440;      Quitzdorf am See;17,6
2019;14626450;      Reichenbach/O.L., Stadt;15,8
2019;14626460;      Rietschen;22,5
2019;14626470;      Rosenbach;5,1
2019;14626480;      Rothenburg/O.L., Stadt;21,2
2019;14626490;      Schleife;11,6
2019;14626500;      Schönau-Berzdorf a. d. Eigen;5,4
2019;14626510;      Schönbach;15,5
2019;14626520;      Schöpstal;5,8
2019;14626530;      Seifhennersdorf, Stadt;19,9
2019;14626560;      Trebendorf;10,3
2019;14626570;      Vierkirchen;8,4
2019;14626580;      Waldhufen;11,4
2019;14626590;      Weißkeißel;11,7
2019;14626600;      Weißwasser/O.L., Stadt;16,5
2019;14626610;      Zittau, Stadt;15,8
2019;14627;    Meißen, Landkreis;13,8
2019;14627010;      Coswig, Stadt;13,3
2019;14627020;      Diera-Zehren;12,3
2019;14627030;      Ebersbach (Landkreis Meißen);11,9
2019;14627040;      Glaubitz;12,7
2019;14627050;      Gröditz, Stadt;14,6
2019;14627060;      Großenhain, Stadt;13,7
2019;14627070;      Hirschstein;10,7
2019;14627080;      Käbschütztal;5,9
2019;14627100;      Klipphausen;10,4
2019;14627110;      Lampertswalde;12,1
2019;14627130;      Lommatzsch, Stadt;16,7
2019;14627140;      Meißen, Stadt;18,0
2019;14627150;      Moritzburg;11,9
2019;14627170;      Niederau;6,7
2019;14627180;      Nossen, Stadt;12,9
2019;14627190;      Nünchritz;12,9
2019;14627200;      Priestewitz;6,0
2019;14627210;      Radebeul, Stadt;12,7
2019;14627220;      Radeburg, Stadt;13,9
2019;14627230;      Riesa, Stadt;18,8
2019;14627240;      Röderaue;13,3
2019;14627250;      Schönfeld;16,8
2019;14627260;      Stauchitz;9,7
2019;14627270;      Strehla, Stadt;13,0
2019;14627290;      Thiendorf;10,4
2019;14627310;      Weinböhla;12,5
2019;14627340;      Wülknitz;9,3
2019;14627360;      Zeithain;9,1
2019;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;13,7
2019;14628010;      Altenberg, Stadt;13,9
2019;14628020;      Bad Gottleuba-Berggießhübel, Stadt;13,5
2019;14628030;      Bad Schandau, Stadt;16,3
2019;14628040;      Bahretal;8,3
2019;14628050;      Bannewitz;11,1
2019;14628060;      Dippoldiswalde, Stadt;14,4
2019;14628070;      Dohma;11,8
2019;14628080;      Dohna, Stadt;15,6
2019;14628090;      Dorfhain;10,1
2019;14628100;      Dürrröhrsdorf-Dittersbach;10,0
2019;14628110;      Freital, Stadt;15,4
2019;14628130;      Glashütte, Stadt;10,5
2019;14628140;      Gohrisch;10,5
2019;14628150;      Hartmannsdorf-Reichenau;14,7
2019;14628160;      Heidenau, Stadt;13,0
2019;14628170;      Hermsdorf/Erzgeb.;28,5
2019;14628190;      Hohnstein, Stadt;19,2
2019;14628205;      Klingenberg;9,7
2019;14628210;      Königstein/Sächs. Schw., Stadt;13,9
2019;14628220;      Kreischa;14,6
2019;14628230;      Liebstadt, Stadt;7,0
2019;14628240;      Lohmen;8,8
2019;14628250;      Müglitztal;8,4
2019;14628260;      Neustadt in Sachsen, Stadt;13,6
2019;14628270;      Pirna, Stadt;15,3
2019;14628300;      Rabenau, Stadt;10,4
2019;14628310;      Rathen, Kurort;8,6
2019;14628320;      Rathmannsdorf;23,9
2019;14628330;      Reinhardtsdorf-Schöna;18,0
2019;14628340;      Rosenthal-Bielatal;24,5
2019;14628360;      Sebnitz, Stadt;16,7
2019;14628370;      Stadt Wehlen, Stadt;11,4
2019;14628380;      Stolpen, Stadt;10,4
2019;14628390;      Struppen;7,2
2019;14628400;      Tharandt, Stadt;16,4
2019;14628410;      Wilsdruff, Stadt;10,4
2019;147;  Leipzig, NUTS 2-Region;11,9
2019;14713;    Leipzig, Stadt;10,6
2019;14713000;      Leipzig, Stadt;10,6
2019;14729;    Leipzig, Landkreis;13,6
2019;14729010;      Bad Lausick, Stadt;15,6
2019;14729020;      Belgershain;5,4
2019;14729030;      Bennewitz;13,5
2019;14729040;      Böhlen, Stadt;17,7
2019;14729050;      Borna, Stadt;18,6
2019;14729060;      Borsdorf;8,9
2019;14729070;      Brandis, Stadt;11,5
2019;14729080;      Colditz, Stadt;13,6
2019;14729100;      Elstertrebnitz;7,0
2019;14729140;      Frohburg, Stadt;15,1
2019;14729150;      Geithain, Stadt;16,9
2019;14729160;      Grimma, Stadt;12,5
2019;14729170;      Groitzsch, Stadt;17,6
2019;14729190;      Großpösna;9,4
2019;14729220;      Kitzscher, Stadt;20,9
2019;14729245;      Lossatal;16,3
2019;14729250;      Machern;7,0
2019;14729260;      Markkleeberg, Stadt;10,5
2019;14729270;      Markranstädt, Stadt;12,9
2019;14729300;      Naunhof, Stadt;12,1
2019;14729320;      Neukieritzsch;10,0
2019;14729330;      Otterwisch;9,4
2019;14729340;      Parthenstein;8,3
2019;14729350;      Pegau, Stadt;18,4
2019;14729360;      Regis-Breitingen, Stadt;12,6
2019;14729370;      Rötha, Stadt;8,3
2019;14729380;      Thallwitz;11,8
2019;14729400;      Trebsen/Mulde, Stadt;19,1
2019;14729410;      Wurzen, Stadt;15,8
2019;14729430;      Zwenkau, Stadt;16,6
2019;14730;    Nordsachsen, Landkreis;13,9
2019;14730010;      Arzberg;6,4
2019;14730020;      Bad Düben, Stadt;18,6
2019;14730030;      Beilrode;10,6
2019;14730045;      Belgern-Schildau, Stadt;15,6
2019;14730050;      Cavertitz;6,7
2019;14730060;      Dahlen, Stadt;13,8
2019;14730070;      Delitzsch, Stadt;14,9
2019;14730080;      Doberschütz;10,1
2019;14730090;      Dommitzsch, Stadt;18,3
2019;14730100;      Dreiheide;6,2
2019;14730110;      Eilenburg, Stadt;18,0
2019;14730120;      Elsnig;12,3
2019;14730140;      Jesewitz;7,4
2019;14730150;      Krostitz;7,5
2019;14730160;      Laußig;10,4
2019;14730170;      Liebschützberg;7,4
2019;14730180;      Löbnitz;10,7
2019;14730190;      Mockrehna;9,3
2019;14730200;      Mügeln, Stadt;15,3
2019;14730210;      Naundorf;10,2
2019;14730230;      Oschatz, Stadt;17,3
2019;14730250;      Rackwitz;12,4
2019;14730270;      Schkeuditz, Stadt;16,1
2019;14730280;      Schönwölkau;11,8
2019;14730300;      Taucha, Stadt;11,8
2019;14730310;      Torgau, Stadt;15,4
2019;14730320;      Trossin;12,0
2019;14730330;      Wermsdorf;14,6
2019;14730340;      Wiedemar;7,6
2019;14730360;      Zschepplin;8,8
2020;14;Freistaat Sachsen;15,2
2020;145;  Chemnitz, NUTS 2-Region;17,5
2020;14511;    Chemnitz, Stadt;16,0
2020;14511000;      Chemnitz, Stadt;16,0
2020;14521;    Erzgebirgskreis;17,7
2020;14521010;      Amtsberg;8,4
2020;14521020;      Annaberg-Buchholz, Stadt;22,2
2020;14521035;      Aue-Bad Schlema, Stadt;20,6
2020;14521040;      Auerbach (Erzgebirgskreis);9,0
2020;14521060;      Bärenstein;26,2
2020;14521080;      Bockau;14,0
2020;14521090;      Börnichen/Erzgeb.;12,2
2020;14521110;      Breitenbrunn/Erzgeb.;27,3
2020;14521120;      Burkhardtsdorf;17,3
2020;14521130;      Crottendorf;12,9
2020;14521140;      Deutschneudorf;40,7
2020;14521150;      Drebach;14,9
2020;14521160;      Ehrenfriedersdorf, Stadt;16,7
2020;14521170;      Eibenstock, Stadt;19,3
2020;14521180;      Elterlein, Stadt;12,7
2020;14521200;      Gelenau/Erzgeb.;10,9
2020;14521210;      Geyer, Stadt;17,6
2020;14521220;      Gornau/Erzgeb.;21,2
2020;14521230;      Gornsdorf;12,6
2020;14521240;      Großolbersdorf;8,6
2020;14521250;      Großrückerswalde;5,9
2020;14521260;      Grünhain-Beierfeld, Stadt;13,9
2020;14521270;      Grünhainichen;18,5
2020;14521280;      Heidersdorf;7,7
2020;14521290;      Hohndorf;12,3
2020;14521310;      Jahnsdorf/Erzgeb.;16,4
2020;14521320;      Johanngeorgenstadt, Stadt;16,2
2020;14521330;      Jöhstadt, Stadt;15,4
2020;14521340;      Königswalde;10,8
2020;14521355;      Lauter-Bernsbach, Stadt;19,2
2020;14521370;      Lößnitz, Stadt;16,4
2020;14521380;      Lugau/Erzgeb., Stadt;18,6
2020;14521390;      Marienberg, Stadt;15,9
2020;14521400;      Mildenau;12,6
2020;14521410;      Neukirchen/Erzgeb.;8,0
2020;14521420;      Niederdorf;5,4
2020;14521430;      Niederwürschnitz;8,5
2020;14521440;      Oberwiesenthal, Kurort, Stadt;12,5
2020;14521450;      Oelsnitz/Erzgeb., Stadt;19,3
2020;14521460;      Olbernhau, Stadt;20,4
2020;14521495;      Pockau-Lengefeld, Stadt;19,0
2020;14521500;      Raschau-Markersbach;25,3
2020;14521510;      Scheibenberg, Stadt;12,1
2020;14521520;      Schlettau, Stadt;11,8
2020;14521530;      Schneeberg, Stadt;18,5
2020;14521540;      Schönheide;20,7
2020;14521550;      Schwarzenberg/Erzgeb., Stadt;17,4
2020;14521560;      Sehmatal;19,2
2020;14521570;      Seiffen/Erzgeb., Kurort;18,6
2020;14521590;      Stollberg/Erzgeb., Stadt;25,3
2020;14521600;      Stützengrün;13,1
2020;14521610;      Tannenberg;10,1
2020;14521620;      Thalheim/Erzgeb., Stadt;16,9
2020;14521630;      Thermalbad Wiesenbad;17,6
2020;14521640;      Thum, Stadt;14,9
2020;14521670;      Wolkenstein, Stadt;23,1
2020;14521690;      Zschopau, Stadt, Motorradstadt;18,1
2020;14521700;      Zschorlau;22,2
2020;14521710;      Zwönitz, Stadt;17,0
2020;14522;    Mittelsachsen, Landkreis;17,0
2020;14522010;      Altmittweida;7,4
2020;14522020;      Augustusburg, Stadt;17,0
2020;14522035;      Bobritzsch-Hilbersdorf;15,5
2020;14522050;      Brand-Erbisdorf, Stadt;14,7
2020;14522060;      Burgstädt, Stadt;18,9
2020;14522070;      Claußnitz;14,2
2020;14522080;      Döbeln, Stadt;15,9
2020;14522090;      Dorfchemnitz;17,5
2020;14522110;      Eppendorf;17,5
2020;14522120;      Erlau;18,6
2020;14522140;      Flöha, Stadt;18,5
2020;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;18,2
2020;14522170;      Frauenstein, Stadt;10,5
2020;14522180;      Freiberg, Stadt, Universitätsstadt;18,5
2020;14522190;      Geringswalde, Stadt;15,7
2020;14522200;      Großhartmannsdorf;16,6
2020;14522210;      Großschirma, Stadt;12,7
2020;14522220;      Großweitzschen;14,9
2020;14522230;      Hainichen, Stadt;22,2
2020;14522240;      Halsbrücke;8,2
2020;14522250;      Hartha, Stadt;18,6
2020;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);21,9
2020;14522275;      Jahnatal;13,0
2020;14522280;      Königsfeld;14,4
2020;14522290;      Königshain-Wiederau;15,7
2020;14522300;      Kriebstein;14,0
2020;14522310;      Leisnig, Stadt;17,3
2020;14522320;      Leubsdorf;14,0
2020;14522330;      Lichtenau;10,0
2020;14522340;      Lichtenberg/Erzgeb.;34,6
2020;14522350;      Lunzenau, Stadt;24,6
2020;14522360;      Mittweida, Stadt, Hochschulstadt;18,5
2020;14522380;      Mühlau;11,7
2020;14522390;      Mulda/Sa.;14,6
2020;14522400;      Neuhausen/Erzgeb.;19,8
2020;14522420;      Niederwiesa;15,4
2020;14522430;      Oberschöna;10,6
2020;14522440;      Oederan, Stadt;14,9
2020;14522460;      Penig, Stadt;15,9
2020;14522470;      Rechenberg-Bienenmühle;7,6
2020;14522480;      Reinsberg;8,1
2020;14522490;      Rochlitz, Stadt;20,2
2020;14522500;      Rossau;10,6
2020;14522510;      Roßwein, Stadt;17,3
2020;14522520;      Sayda, Stadt;56,4
2020;14522530;      Seelitz;9,0
2020;14522540;      Striegistal;11,9
2020;14522550;      Taura;19,5
2020;14522570;      Waldheim, Stadt;21,3
2020;14522580;      Wechselburg;19,1
2020;14522590;      Weißenborn/Erzgeb.;11,3
2020;14522600;      Zettlitz;25,1
2020;14523;    Vogtlandkreis;18,0
2020;14523010;      Adorf/Vogtl., Stadt;20,8
2020;14523020;      Auerbach/Vogtl., Stadt;17,9
2020;14523030;      Bad Brambach;15,3
2020;14523040;      Bad Elster, Stadt;27,8
2020;14523050;      Bergen;13,5
2020;14523060;      Bösenbrunn;11,4
2020;14523080;      Eichigt;18,6
2020;14523090;      Ellefeld;20,4
2020;14523100;      Elsterberg, Stadt;22,6
2020;14523120;      Falkenstein/Vogtl., Stadt;19,5
2020;14523130;      Grünbach;28,5
2020;14523150;      Heinsdorfergrund;13,8
2020;14523160;      Klingenthal, Stadt;24,5
2020;14523170;      Lengenfeld, Stadt;17,6
2020;14523190;      Limbach;10,5
2020;14523200;      Markneukirchen, Stadt;18,0
2020;14523230;      Mühlental;7,8
2020;14523245;      Muldenhammer;14,2
2020;14523260;      Netzschkau, Stadt;34,5
2020;14523270;      Neuensalz;6,2
2020;14523280;      Neumark;17,8
2020;14523290;      Neustadt/Vogtl.;9,3
2020;14523300;      Oelsnitz/Vogtl., Stadt;17,6
2020;14523310;      Pausa-Mühltroff, Stadt;15,9
2020;14523320;      Plauen, Stadt;16,3
2020;14523330;      Pöhl;13,7
2020;14523340;      Reichenbach im Vogtland, Stadt;22,1
2020;14523360;      Rodewisch, Stadt;15,0
2020;14523365;      Rosenbach/Vogtl.;11,9
2020;14523370;      Schöneck/Vogtl., Stadt;21,7
2020;14523380;      Steinberg;32,6
2020;14523410;      Theuma;4,9
2020;14523420;      Tirpersdorf;8,1
2020;14523430;      Treuen, Stadt;14,7
2020;14523440;      Triebel/Vogtl.;12,3
2020;14523450;      Weischlitz;16,4
2020;14523460;      Werda;16,1
2020;14524;    Zwickau, Landkreis;18,7
2020;14524010;      Bernsdorf (Landkreis Zwickau);10,5
2020;14524020;      Callenberg;11,1
2020;14524030;      Crimmitschau, Stadt;23,1
2020;14524040;      Crinitzberg;25,2
2020;14524050;      Dennheritz;10,0
2020;14524060;      Fraureuth;11,6
2020;14524070;      Gersdorf;19,0
2020;14524080;      Glauchau, Stadt;19,9
2020;14524090;      Hartenstein, Stadt;22,9
2020;14524100;      Hartmannsdorf b. Kirchberg;9,4
2020;14524110;      Hirschfeld;13,8
2020;14524120;      Hohenstein-Ernstthal, Stadt;25,2
2020;14524130;      Kirchberg, Stadt;25,5
2020;14524140;      Langenbernsdorf;17,6
2020;14524150;      Langenweißbach;14,9
2020;14524160;      Lichtenstein/Sa., Stadt;19,0
2020;14524170;      Lichtentanne;17,7
2020;14524180;      Limbach-Oberfrohna, Stadt;18,6
2020;14524190;      Meerane, Stadt;22,9
2020;14524200;      Mülsen;15,3
2020;14524210;      Neukirchen/Pleiße;9,3
2020;14524220;      Niederfrohna;7,1
2020;14524230;      Oberlungwitz, Stadt;21,5
2020;14524240;      Oberwiera;14,8
2020;14524250;      Reinsdorf;14,9
2020;14524260;      Remse;11,7
2020;14524270;      Schönberg;8,9
2020;14524280;      St. Egidien;11,9
2020;14524290;      Waldenburg, Stadt;17,4
2020;14524300;      Werdau, Stadt;19,3
2020;14524310;      Wildenfels, Stadt;13,7
2020;14524320;      Wilkau-Haßlau, Stadt;16,9
2020;14524330;      Zwickau, Stadt;18,4
2020;146;  Dresden, NUTS 2-Region;15,0
2020;14612;    Dresden, Stadt;11,0
2020;14612000;      Dresden, Stadt;11,0
2020;14625;    Bautzen, Landkreis;16,4
2020;14625010;      Arnsdorf;11,6
2020;14625020;      Bautzen, Stadt;18,3
2020;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);20,3
2020;14625040;      Bischofswerda, Stadt;22,2
2020;14625060;      Burkau;9,5
2020;14625080;      Crostwitz;37,0
2020;14625090;      Cunewalde;13,3
2020;14625100;      Demitz-Thumitz;10,2
2020;14625110;      Doberschau-Gaußig;9,6
2020;14625120;      Elsterheide;14,7
2020;14625130;      Elstra, Stadt;16,5
2020;14625140;      Frankenthal;10,9
2020;14625150;      Göda;10,5
2020;14625160;      Großdubrau;11,7
2020;14625170;      Großharthau;18,8
2020;14625180;      Großnaundorf;8,3
2020;14625190;      Großpostwitz/O.L.;10,9
2020;14625200;      Großröhrsdorf, Stadt;19,8
2020;14625220;      Haselbachtal;16,2
2020;14625230;      Hochkirch;20,4
2020;14625240;      Hoyerswerda, Stadt;20,8
2020;14625250;      Kamenz, Stadt;17,9
2020;14625270;      Königsbrück, Stadt;16,4
2020;14625280;      Königswartha;23,9
2020;14625290;      Kubschütz;7,9
2020;14625300;      Laußnitz;9,2
2020;14625310;      Lauta, Stadt;20,9
2020;14625320;      Lichtenberg (Landkreis Bautzen);9,8
2020;14625330;      Lohsa;17,4
2020;14625340;      Malschwitz;9,2
2020;14625350;      Nebelschütz;9,8
2020;14625360;      Neschwitz;10,4
2020;14625370;      Neukirch;13,5
2020;14625380;      Neukirch/Lausitz;18,0
2020;14625390;      Obergurig;9,6
2020;14625410;      Ohorn;22,8
2020;14625420;      Oßling;13,2
2020;14625430;      Ottendorf-Okrilla;8,8
2020;14625440;      Panschwitz-Kuckau;9,6
2020;14625450;      Pulsnitz, Stadt;21,1
2020;14625460;      Puschwitz;11,0
2020;14625470;      Räckelwitz;23,1
2020;14625480;      Radeberg, Stadt;13,8
2020;14625490;      Radibor;9,5
2020;14625500;      Ralbitz-Rosenthal;7,0
2020;14625510;      Rammenau;11,2
2020;14625525;      Schirgiswalde-Kirschau, Stadt;16,5
2020;14625530;      Schmölln-Putzkau;11,4
2020;14625550;      Schwepnitz;16,1
2020;14625560;      Sohland a. d. Spree;17,8
2020;14625570;      Spreetal;15,2
2020;14625580;      Steina;9,7
2020;14625590;      Steinigtwolmsdorf;12,1
2020;14625600;      Wachau;6,1
2020;14625610;      Weißenberg, Stadt;17,8
2020;14625630;      Wilthen, Stadt;21,5
2020;14625640;      Wittichenau, Stadt;16,0
2020;14626;    Görlitz, Landkreis;19,0
2020;14626010;      Bad Muskau, Stadt;22,5
2020;14626020;      Beiersdorf;16,7
2020;14626030;      Bernstadt a. d. Eigen, Stadt;23,7
2020;14626050;      Bertsdorf-Hörnitz;21,2
2020;14626060;      Boxberg/O.L.;29,0
2020;14626070;      Dürrhennersdorf;15,4
2020;14626085;      Ebersbach-Neugersdorf, Stadt;18,8
2020;14626100;      Gablenz;14,3
2020;14626110;      Görlitz, Stadt;17,9
2020;14626120;      Groß Düben;8,4
2020;14626140;      Großschönau;20,9
2020;14626150;      Großschweidnitz;8,7
2020;14626160;      Hähnichen;14,5
2020;14626170;      Hainewalde;17,8
2020;14626180;      Herrnhut, Stadt;14,6
2020;14626190;      Hohendubrau;9,5
2020;14626200;      Horka;16,6
2020;14626210;      Jonsdorf, Kurort;22,3
2020;14626230;      Kodersdorf;15,8
2020;14626240;      Königshain;15,3
2020;14626245;      Kottmar;20,0
2020;14626250;      Krauschwitz i.d. O.L.;22,9
2020;14626260;      Kreba-Neudorf;18,6
2020;14626270;      Lawalde;13,1
2020;14626280;      Leutersdorf;17,7
2020;14626290;      Löbau, Stadt;18,0
2020;14626300;      Markersdorf;9,7
2020;14626310;      Mittelherwigsdorf;22,1
2020;14626320;      Mücka;15,5
2020;14626330;      Neißeaue;6,4
2020;14626350;      Neusalza-Spremberg, Stadt;21,9
2020;14626370;      Niesky, Stadt;20,5
2020;14626390;      Oderwitz;19,4
2020;14626400;      Olbersdorf;22,5
2020;14626410;      Oppach;16,7
2020;14626420;      Ostritz, Stadt;32,7
2020;14626430;      Oybin;30,5
2020;14626440;      Quitzdorf am See;10,4
2020;14626450;      Reichenbach/O.L., Stadt;19,7
2020;14626460;      Rietschen;21,8
2020;14626470;      Rosenbach;12,1
2020;14626480;      Rothenburg/O.L., Stadt;24,8
2020;14626490;      Schleife;17,9
2020;14626500;      Schönau-Berzdorf a. d. Eigen;6,8
2020;14626510;      Schönbach;8,3
2020;14626520;      Schöpstal;10,8
2020;14626530;      Seifhennersdorf, Stadt;24,9
2020;14626560;      Trebendorf;11,8
2020;14626570;      Vierkirchen;9,0
2020;14626580;      Waldhufen;11,7
2020;14626590;      Weißkeißel;17,2
2020;14626600;      Weißwasser/O.L., Stadt;19,7
2020;14626610;      Zittau, Stadt;23,4
2020;14627;    Meißen, Landkreis;16,2
2020;14627010;      Coswig, Stadt;15,1
2020;14627020;      Diera-Zehren;13,3
2020;14627030;      Ebersbach (Landkreis Meißen);14,2
2020;14627040;      Glaubitz;25,0
2020;14627050;      Gröditz, Stadt;16,3
2020;14627060;      Großenhain, Stadt;15,8
2020;14627070;      Hirschstein;12,7
2020;14627080;      Käbschütztal;8,0
2020;14627100;      Klipphausen;11,7
2020;14627110;      Lampertswalde;15,0
2020;14627130;      Lommatzsch, Stadt;18,6
2020;14627140;      Meißen, Stadt;19,6
2020;14627150;      Moritzburg;12,8
2020;14627170;      Niederau;7,1
2020;14627180;      Nossen, Stadt;15,2
2020;14627190;      Nünchritz;18,9
2020;14627200;      Priestewitz;9,1
2020;14627210;      Radebeul, Stadt;15,5
2020;14627220;      Radeburg, Stadt;19,0
2020;14627230;      Riesa, Stadt;21,2
2020;14627240;      Röderaue;14,6
2020;14627250;      Schönfeld;25,9
2020;14627260;      Stauchitz;10,3
2020;14627270;      Strehla, Stadt;21,5
2020;14627290;      Thiendorf;7,1
2020;14627310;      Weinböhla;14,5
2020;14627340;      Wülknitz;8,2
2020;14627360;      Zeithain;14,6
2020;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;16,8
2020;14628010;      Altenberg, Stadt;16,3
2020;14628020;      Bad Gottleuba-Berggießhübel, Stadt;22,5
2020;14628030;      Bad Schandau, Stadt;18,5
2020;14628040;      Bahretal;8,8
2020;14628050;      Bannewitz;15,2
2020;14628060;      Dippoldiswalde, Stadt;20,4
2020;14628070;      Dohma;16,8
2020;14628080;      Dohna, Stadt;15,2
2020;14628090;      Dorfhain;7,3
2020;14628100;      Dürrröhrsdorf-Dittersbach;9,6
2020;14628110;      Freital, Stadt;20,1
2020;14628130;      Glashütte, Stadt;11,9
2020;14628140;      Gohrisch;12,7
2020;14628150;      Hartmannsdorf-Reichenau;9,8
2020;14628160;      Heidenau, Stadt;12,1
2020;14628170;      Hermsdorf/Erzgeb.;13,0
2020;14628190;      Hohnstein, Stadt;20,1
2020;14628205;      Klingenberg;11,6
2020;14628210;      Königstein/Sächs. Schw., Stadt;10,9
2020;14628220;      Kreischa;16,5
2020;14628230;      Liebstadt, Stadt;13,3
2020;14628240;      Lohmen;11,9
2020;14628250;      Müglitztal;9,4
2020;14628260;      Neustadt in Sachsen, Stadt;21,0
2020;14628270;      Pirna, Stadt;19,2
2020;14628300;      Rabenau, Stadt;15,2
2020;14628310;      Rathen, Kurort;17,4
2020;14628320;      Rathmannsdorf;35,2
2020;14628330;      Reinhardtsdorf-Schöna;20,5
2020;14628340;      Rosenthal-Bielatal;28,9
2020;14628360;      Sebnitz, Stadt;17,9
2020;14628370;      Stadt Wehlen, Stadt;9,5
2020;14628380;      Stolpen, Stadt;14,5
2020;14628390;      Struppen;8,4
2020;14628400;      Tharandt, Stadt;17,3
2020;14628410;      Wilsdruff, Stadt;11,5
2020;147;  Leipzig, NUTS 2-Region;12,6
2020;14713;    Leipzig, Stadt;11,1
2020;14713000;      Leipzig, Stadt;11,1
2020;14729;    Leipzig, Landkreis;14,1
2020;14729010;      Bad Lausick, Stadt;15,8
2020;14729020;      Belgershain;6,8
2020;14729030;      Bennewitz;10,2
2020;14729040;      Böhlen, Stadt;15,7
2020;14729050;      Borna, Stadt;19,2
2020;14729060;      Borsdorf;10,4
2020;14729070;      Brandis, Stadt;15,3
2020;14729080;      Colditz, Stadt;15,4
2020;14729100;      Elstertrebnitz;10,8
2020;14729140;      Frohburg, Stadt;13,8
2020;14729150;      Geithain, Stadt;20,3
2020;14729160;      Grimma, Stadt;13,2
2020;14729170;      Groitzsch, Stadt;16,3
2020;14729190;      Großpösna;6,6
2020;14729220;      Kitzscher, Stadt;17,4
2020;14729245;      Lossatal;15,0
2020;14729250;      Machern;7,4
2020;14729260;      Markkleeberg, Stadt;11,7
2020;14729270;      Markranstädt, Stadt;12,2
2020;14729300;      Naunhof, Stadt;14,9
2020;14729320;      Neukieritzsch;11,7
2020;14729330;      Otterwisch;5,8
2020;14729340;      Parthenstein;10,1
2020;14729350;      Pegau, Stadt;15,5
2020;14729360;      Regis-Breitingen, Stadt;17,6
2020;14729370;      Rötha, Stadt;10,5
2020;14729380;      Thallwitz;13,5
2020;14729400;      Trebsen/Mulde, Stadt;18,1
2020;14729410;      Wurzen, Stadt;17,1
2020;14729430;      Zwenkau, Stadt;16,9
2020;14730;    Nordsachsen, Landkreis;15,1
2020;14730010;      Arzberg;10,6
2020;14730020;      Bad Düben, Stadt;16,6
2020;14730030;      Beilrode;12,1
2020;14730045;      Belgern-Schildau, Stadt;17,8
2020;14730050;      Cavertitz;13,1
2020;14730060;      Dahlen, Stadt;23,9
2020;14730070;      Delitzsch, Stadt;16,5
2020;14730080;      Doberschütz;9,8
2020;14730090;      Dommitzsch, Stadt;22,9
2020;14730100;      Dreiheide;7,1
2020;14730110;      Eilenburg, Stadt;18,8
2020;14730120;      Elsnig;11,5
2020;14730140;      Jesewitz;11,6
2020;14730150;      Krostitz;10,8
2020;14730160;      Laußig;14,0
2020;14730170;      Liebschützberg;10,1
2020;14730180;      Löbnitz;14,8
2020;14730190;      Mockrehna;11,9
2020;14730200;      Mügeln, Stadt;20,4
2020;14730210;      Naundorf;11,2
2020;14730230;      Oschatz, Stadt;20,1
2020;14730250;      Rackwitz;5,9
2020;14730270;      Schkeuditz, Stadt;15,3
2020;14730280;      Schönwölkau;15,5
2020;14730300;      Taucha, Stadt;13,2
2020;14730310;      Torgau, Stadt;16,4
2020;14730320;      Trossin;16,0
2020;14730330;      Wermsdorf;10,3
2020;14730340;      Wiedemar;7,0
2020;14730360;      Zschepplin;7,7
2021;14;Freistaat Sachsen;15,9
2021;145;  Chemnitz, NUTS 2-Region;18,5
2021;14511;    Chemnitz, Stadt;16,5
2021;14511000;      Chemnitz, Stadt;16,5
2021;14521;    Erzgebirgskreis;18,6
2021;14521010;      Amtsberg;9,3
