GENESIS-Tabelle: 12613-020Z
Gestorbene (je 1000 EW);;;
auf Gemeinden (Gebietsstand 01.01.23);;;
Sterbefälle;;;
;;;Gestorbene je 1000 Einwohner
;;;je 1000 Ew
2002;14626210;      Jonsdorf, Kurort;5,6
2002;14626230;      Kodersdorf;10,3
2002;14626240;      Königshain;10,1
2002;14626245;      Kottmar;13,3
2002;14626250;      Krauschwitz i.d. O.L.;9,6
2002;14626260;      Kreba-Neudorf;9,9
2002;14626270;      Lawalde;9,7
2002;14626280;      Leutersdorf;8,6
2002;14626290;      Löbau, Stadt;9,9
2002;14626300;      Markersdorf;7,0
2002;14626310;      Mittelherwigsdorf;8,8
2002;14626320;      Mücka;14,8
2002;14626330;      Neißeaue;6,4
2002;14626350;      Neusalza-Spremberg, Stadt;13,6
2002;14626370;      Niesky, Stadt;9,6
2002;14626390;      Oderwitz;16,1
2002;14626400;      Olbersdorf;16,2
2002;14626410;      Oppach;17,2
2002;14626420;      Ostritz, Stadt;13,8
2002;14626430;      Oybin;13,3
2002;14626440;      Quitzdorf am See;5,2
2002;14626450;      Reichenbach/O.L., Stadt;12,4
2002;14626460;      Rietschen;13,9
2002;14626470;      Rosenbach;13,2
2002;14626480;      Rothenburg/O.L., Stadt;14,9
2002;14626490;      Schleife;8,7
2002;14626500;      Schönau-Berzdorf a. d. Eigen;7,8
2002;14626510;      Schönbach;7,7
2002;14626520;      Schöpstal;4,6
2002;14626530;      Seifhennersdorf, Stadt;10,0
2002;14626560;      Trebendorf;21,7
2002;14626570;      Vierkirchen;7,8
2002;14626580;      Waldhufen;5,1
2002;14626590;      Weißkeißel;7,9
2002;14626600;      Weißwasser/O.L., Stadt;11,3
2002;14626610;      Zittau, Stadt;13,1
2002;14627;    Meißen, Landkreis;10,7
2002;14627010;      Coswig, Stadt;10,7
2002;14627020;      Diera-Zehren;6,9
2002;14627030;      Ebersbach (Landkreis Meißen);7,9
2002;14627040;      Glaubitz;19,4
2002;14627050;      Gröditz, Stadt;12,5
2002;14627060;      Großenhain, Stadt;10,6
2002;14627070;      Hirschstein;6,7
2002;14627080;      Käbschütztal;9,5
2002;14627100;      Klipphausen;10,1
2002;14627110;      Lampertswalde;10,5
2002;14627130;      Lommatzsch, Stadt;16,5
2002;14627140;      Meißen, Stadt;13,4
2002;14627150;      Moritzburg;9,3
2002;14627170;      Niederau;7,4
2002;14627180;      Nossen, Stadt;10,6
2002;14627190;      Nünchritz;11,3
2002;14627200;      Priestewitz;6,1
2002;14627210;      Radebeul, Stadt;9,7
2002;14627220;      Radeburg, Stadt;9,4
2002;14627230;      Riesa, Stadt;11,7
2002;14627240;      Röderaue;9,1
2002;14627250;      Schönfeld;9,4
2002;14627260;      Stauchitz;6,9
2002;14627270;      Strehla, Stadt;16,7
2002;14627290;      Thiendorf;9,4
2002;14627310;      Weinböhla;9,3
2002;14627340;      Wülknitz;10,8
2002;14627360;      Zeithain;7,9
2002;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;11,4
2002;14628010;      Altenberg, Stadt;10,3
2002;14628020;      Bad Gottleuba-Berggießhübel, Stadt;17,5
2002;14628030;      Bad Schandau, Stadt;13,9
2002;14628040;      Bahretal;5,4
2002;14628050;      Bannewitz;7,9
2002;14628060;      Dippoldiswalde, Stadt;13,0
2002;14628070;      Dohma;9,9
2002;14628080;      Dohna, Stadt;9,8
2002;14628090;      Dorfhain;10,9
2002;14628100;      Dürrröhrsdorf-Dittersbach;9,1
2002;14628110;      Freital, Stadt;12,1
2002;14628130;      Glashütte, Stadt;9,0
2002;14628140;      Gohrisch;9,7
2002;14628150;      Hartmannsdorf-Reichenau;14,5
2002;14628160;      Heidenau, Stadt;9,8
2002;14628170;      Hermsdorf/Erzgeb.;7,4
2002;14628190;      Hohnstein, Stadt;10,6
2002;14628205;      Klingenberg;9,7
2002;14628210;      Königstein/Sächs. Schw., Stadt;11,5
2002;14628220;      Kreischa;6,1
2002;14628230;      Liebstadt, Stadt;10,4
2002;14628240;      Lohmen;8,6
2002;14628250;      Müglitztal;17,1
2002;14628260;      Neustadt in Sachsen, Stadt;11,3
2002;14628270;      Pirna, Stadt;13,6
2002;14628300;      Rabenau, Stadt;9,7
2002;14628310;      Rathen, Kurort;14,8
2002;14628320;      Rathmannsdorf;11,7
2002;14628330;      Reinhardtsdorf-Schöna;11,8
2002;14628340;      Rosenthal-Bielatal;19,7
2002;14628360;      Sebnitz, Stadt;12,0
2002;14628370;      Stadt Wehlen, Stadt;10,9
2002;14628380;      Stolpen, Stadt;9,9
2002;14628390;      Struppen;8,7
2002;14628400;      Tharandt, Stadt;11,7
2002;14628410;      Wilsdruff, Stadt;9,6
2002;147;  Leipzig, NUTS 2-Region;11,0
2002;14713;    Leipzig, Stadt;11,0
2002;14713000;      Leipzig, Stadt;11,0
2002;14729;    Leipzig, Landkreis;11,1
2002;14729010;      Bad Lausick, Stadt;11,4
2002;14729020;      Belgershain;7,0
2002;14729030;      Bennewitz;7,3
2002;14729040;      Böhlen, Stadt;10,5
2002;14729050;      Borna, Stadt;11,8
2002;14729060;      Borsdorf;6,7
2002;14729070;      Brandis, Stadt;15,1
2002;14729080;      Colditz, Stadt;10,7
2002;14729100;      Elstertrebnitz;3,2
2002;14729140;      Frohburg, Stadt;9,6
2002;14729150;      Geithain, Stadt;14,0
2002;14729160;      Grimma, Stadt;11,4
2002;14729170;      Groitzsch, Stadt;12,1
2002;14729190;      Großpösna;5,5
2002;14729220;      Kitzscher, Stadt;11,6
2002;14729245;      Lossatal;10,6
2002;14729250;      Machern;7,8
2002;14729260;      Markkleeberg, Stadt;9,7
2002;14729270;      Markranstädt, Stadt;14,2
2002;14729300;      Naunhof, Stadt;12,5
2002;14729320;      Neukieritzsch;10,5
2002;14729330;      Otterwisch;7,7
2002;14729340;      Parthenstein;6,9
2002;14729350;      Pegau, Stadt;12,9
2002;14729360;      Regis-Breitingen, Stadt;13,1
2002;14729370;      Rötha, Stadt;13,0
2002;14729380;      Thallwitz;8,9
2002;14729400;      Trebsen/Mulde, Stadt;13,0
2002;14729410;      Wurzen, Stadt;12,3
2002;14729430;      Zwenkau, Stadt;13,0
2002;14730;    Nordsachsen, Landkreis;10,9
2002;14730010;      Arzberg;12,2
2002;14730020;      Bad Düben, Stadt;9,7
2002;14730030;      Beilrode;9,1
2002;14730045;      Belgern-Schildau, Stadt;12,0
2002;14730050;      Cavertitz;6,8
2002;14730060;      Dahlen, Stadt;14,2
2002;14730070;      Delitzsch, Stadt;11,0
2002;14730080;      Doberschütz;7,8
2002;14730090;      Dommitzsch, Stadt;20,9
2002;14730100;      Dreiheide;6,5
2002;14730110;      Eilenburg, Stadt;12,5
2002;14730120;      Elsnig;9,1
2002;14730140;      Jesewitz;5,4
2002;14730150;      Krostitz;10,0
2002;14730160;      Laußig;10,1
2002;14730170;      Liebschützberg;7,8
2002;14730180;      Löbnitz;12,6
2002;14730190;      Mockrehna;8,8
2002;14730200;      Mügeln, Stadt;13,4
2002;14730210;      Naundorf;10,6
2002;14730230;      Oschatz, Stadt;11,8
2002;14730250;      Rackwitz;8,2
2002;14730270;      Schkeuditz, Stadt;11,7
2002;14730280;      Schönwölkau;10,8
2002;14730300;      Taucha, Stadt;10,6
2002;14730310;      Torgau, Stadt;10,6
2002;14730320;      Trossin;12,6
2002;14730330;      Wermsdorf;10,2
2002;14730340;      Wiedemar;9,4
2002;14730360;      Zschepplin;8,9
2003;14;Freistaat Sachsen;11,7
2003;145;  Chemnitz, NUTS 2-Region;12,7
2003;14511;    Chemnitz, Stadt;12,4
2003;14511000;      Chemnitz, Stadt;12,4
2003;14521;    Erzgebirgskreis;12,7
2003;14521010;      Amtsberg;8,3
2003;14521020;      Annaberg-Buchholz, Stadt;19,0
2003;14521035;      Aue-Bad Schlema, Stadt;14,0
2003;14521040;      Auerbach (Erzgebirgskreis);9,7
2003;14521060;      Bärenstein;13,4
2003;14521080;      Bockau;13,1
2003;14521090;      Börnichen/Erzgeb.;7,3
2003;14521110;      Breitenbrunn/Erzgeb.;20,1
2003;14521120;      Burkhardtsdorf;14,6
2003;14521130;      Crottendorf;12,9
2003;14521140;      Deutschneudorf;12,4
2003;14521150;      Drebach;7,8
2003;14521160;      Ehrenfriedersdorf, Stadt;13,5
2003;14521170;      Eibenstock, Stadt;11,3
2003;14521180;      Elterlein, Stadt;11,0
2003;14521200;      Gelenau/Erzgeb.;10,0
2003;14521210;      Geyer, Stadt;14,4
2003;14521220;      Gornau/Erzgeb.;7,8
2003;14521230;      Gornsdorf;10,8
2003;14521240;      Großolbersdorf;7,6
2003;14521250;      Großrückerswalde;6,7
2003;14521260;      Grünhain-Beierfeld, Stadt;11,2
2003;14521270;      Grünhainichen;9,7
2003;14521280;      Heidersdorf;11,3
2003;14521290;      Hohndorf;10,0
2003;14521310;      Jahnsdorf/Erzgeb.;11,4
2003;14521320;      Johanngeorgenstadt, Stadt;12,0
2003;14521330;      Jöhstadt, Stadt;10,1
2003;14521340;      Königswalde;6,2
2003;14521355;      Lauter-Bernsbach, Stadt;11,5
2003;14521370;      Lößnitz, Stadt;13,9
2003;14521380;      Lugau/Erzgeb., Stadt;11,9
2003;14521390;      Marienberg, Stadt;12,5
2003;14521400;      Mildenau;7,6
2003;14521410;      Neukirchen/Erzgeb.;8,1
2003;14521420;      Niederdorf;11,6
2003;14521430;      Niederwürschnitz;8,4
2003;14521440;      Oberwiesenthal, Kurort, Stadt;11,8
2003;14521450;      Oelsnitz/Erzgeb., Stadt;14,2
2003;14521460;      Olbernhau, Stadt;14,8
2003;14521495;      Pockau-Lengefeld, Stadt;14,0
2003;14521500;      Raschau-Markersbach;19,7
2003;14521510;      Scheibenberg, Stadt;12,4
2003;14521520;      Schlettau, Stadt;8,3
2003;14521530;      Schneeberg, Stadt;9,9
2003;14521540;      Schönheide;16,2
2003;14521550;      Schwarzenberg/Erzgeb., Stadt;13,7
2003;14521560;      Sehmatal;9,4
2003;14521570;      Seiffen/Erzgeb., Kurort;11,7
2003;14521590;      Stollberg/Erzgeb., Stadt;16,1
2003;14521600;      Stützengrün;10,4
2003;14521610;      Tannenberg;11,0
2003;14521620;      Thalheim/Erzgeb., Stadt;10,2
2003;14521630;      Thermalbad Wiesenbad;6,7
2003;14521640;      Thum, Stadt;10,0
2003;14521670;      Wolkenstein, Stadt;10,4
2003;14521690;      Zschopau, Stadt, Motorradstadt;16,3
2003;14521700;      Zschorlau;13,1
2003;14521710;      Zwönitz, Stadt;12,8
2003;14522;    Mittelsachsen, Landkreis;11,9
2003;14522010;      Altmittweida;11,1
2003;14522020;      Augustusburg, Stadt;14,0
2003;14522035;      Bobritzsch-Hilbersdorf;13,4
2003;14522050;      Brand-Erbisdorf, Stadt;10,5
2003;14522060;      Burgstädt, Stadt;11,7
2003;14522070;      Claußnitz;8,2
2003;14522080;      Döbeln, Stadt;13,5
2003;14522090;      Dorfchemnitz;9,2
2003;14522110;      Eppendorf;9,3
2003;14522120;      Erlau;12,0
2003;14522140;      Flöha, Stadt;14,4
2003;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;12,4
2003;14522170;      Frauenstein, Stadt;7,6
2003;14522180;      Freiberg, Stadt, Universitätsstadt;10,9
2003;14522190;      Geringswalde, Stadt;14,4
2003;14522200;      Großhartmannsdorf;5,8
2003;14522210;      Großschirma, Stadt;9,4
2003;14522220;      Großweitzschen;10,1
2003;14522230;      Hainichen, Stadt;11,3
2003;14522240;      Halsbrücke;8,2
2003;14522250;      Hartha, Stadt;9,9
2003;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);11,4
2003;14522275;      Jahnatal;9,2
2003;14522280;      Königsfeld;11,2
2003;14522290;      Königshain-Wiederau;15,3
2003;14522300;      Kriebstein;14,2
2003;14522310;      Leisnig, Stadt;12,7
2003;14522320;      Leubsdorf;9,4
2003;14522330;      Lichtenau;9,3
2003;14522340;      Lichtenberg/Erzgeb.;23,0
2003;14522350;      Lunzenau, Stadt;19,2
2003;14522360;      Mittweida, Stadt, Hochschulstadt;14,5
2003;14522380;      Mühlau;12,2
2003;14522390;      Mulda/Sa.;11,2
2003;14522400;      Neuhausen/Erzgeb.;11,9
2003;14522420;      Niederwiesa;9,6
2003;14522430;      Oberschöna;8,4
2003;14522440;      Oederan, Stadt;10,2
2003;14522460;      Penig, Stadt;10,1
2003;14522470;      Rechenberg-Bienenmühle;25,9
2003;14522480;      Reinsberg;9,5
2003;14522490;      Rochlitz, Stadt;12,3
2003;14522500;      Rossau;11,0
2003;14522510;      Roßwein, Stadt;12,5
2003;14522520;      Sayda, Stadt;26,7
2003;14522530;      Seelitz;8,0
2003;14522540;      Striegistal;10,2
2003;14522550;      Taura;16,3
2003;14522570;      Waldheim, Stadt;12,2
2003;14522580;      Wechselburg;13,7
2003;14522590;      Weißenborn/Erzgeb.;7,3
2003;14522600;      Zettlitz;11,2
2003;14523;    Vogtlandkreis;13,7
2003;14523010;      Adorf/Vogtl., Stadt;19,6
2003;14523020;      Auerbach/Vogtl., Stadt;15,5
2003;14523030;      Bad Brambach;32,4
2003;14523040;      Bad Elster, Stadt;10,9
2003;14523050;      Bergen;12,5
2003;14523060;      Bösenbrunn;8,9
2003;14523080;      Eichigt;12,1
2003;14523090;      Ellefeld;15,7
2003;14523100;      Elsterberg, Stadt;13,5
2003;14523120;      Falkenstein/Vogtl., Stadt;15,8
2003;14523130;      Grünbach;25,1
2003;14523150;      Heinsdorfergrund;8,4
2003;14523160;      Klingenthal, Stadt;16,9
2003;14523170;      Lengenfeld, Stadt;13,9
2003;14523190;      Limbach;14,3
2003;14523200;      Markneukirchen, Stadt;13,6
2003;14523230;      Mühlental;7,0
2003;14523245;      Muldenhammer;11,5
2003;14523260;      Netzschkau, Stadt;16,1
2003;14523270;      Neuensalz;6,2
2003;14523280;      Neumark;8,2
2003;14523290;      Neustadt/Vogtl.;8,6
2003;14523300;      Oelsnitz/Vogtl., Stadt;12,3
2003;14523310;      Pausa-Mühltroff, Stadt;14,0
2003;14523320;      Plauen, Stadt;13,3
2003;14523330;      Pöhl;9,7
2003;14523340;      Reichenbach im Vogtland, Stadt;14,6
2003;14523360;      Rodewisch, Stadt;11,4
2003;14523365;      Rosenbach/Vogtl.;8,8
2003;14523370;      Schöneck/Vogtl., Stadt;12,0
2003;14523380;      Steinberg;20,0
2003;14523410;      Theuma;10,5
2003;14523420;      Tirpersdorf;8,9
2003;14523430;      Treuen, Stadt;13,8
2003;14523440;      Triebel/Vogtl.;4,7
2003;14523450;      Weischlitz;11,2
2003;14523460;      Werda;8,0
2003;14524;    Zwickau, Landkreis;13,1
2003;14524010;      Bernsdorf (Landkreis Zwickau);11,2
2003;14524020;      Callenberg;9,0
2003;14524030;      Crimmitschau, Stadt;13,4
2003;14524040;      Crinitzberg;16,6
2003;14524050;      Dennheritz;6,8
2003;14524060;      Fraureuth;9,6
2003;14524070;      Gersdorf;12,5
2003;14524080;      Glauchau, Stadt;12,5
2003;14524090;      Hartenstein, Stadt;17,8
2003;14524100;      Hartmannsdorf b. Kirchberg;9,4
2003;14524110;      Hirschfeld;6,2
2003;14524120;      Hohenstein-Ernstthal, Stadt;14,8
2003;14524130;      Kirchberg, Stadt;18,8
2003;14524140;      Langenbernsdorf;11,0
2003;14524150;      Langenweißbach;12,7
2003;14524160;      Lichtenstein/Sa., Stadt;14,1
2003;14524170;      Lichtentanne;21,0
2003;14524180;      Limbach-Oberfrohna, Stadt;14,1
2003;14524190;      Meerane, Stadt;15,5
2003;14524200;      Mülsen;12,0
2003;14524210;      Neukirchen/Pleiße;9,9
2003;14524220;      Niederfrohna;7,7
2003;14524230;      Oberlungwitz, Stadt;13,1
2003;14524240;      Oberwiera;10,3
2003;14524250;      Reinsdorf;9,4
2003;14524260;      Remse;8,9
2003;14524270;      Schönberg;6,0
2003;14524280;      St. Egidien;7,0
2003;14524290;      Waldenburg, Stadt;11,5
2003;14524300;      Werdau, Stadt;12,4
2003;14524310;      Wildenfels, Stadt;11,0
2003;14524320;      Wilkau-Haßlau, Stadt;14,6
2003;14524330;      Zwickau, Stadt;12,9
2003;146;  Dresden, NUTS 2-Region;11,1
2003;14612;    Dresden, Stadt;10,0
2003;14612000;      Dresden, Stadt;10,0
2003;14625;    Bautzen, Landkreis;11,1
2003;14625010;      Arnsdorf;9,9
2003;14625020;      Bautzen, Stadt;10,7
2003;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);11,1
2003;14625040;      Bischofswerda, Stadt;20,6
2003;14625060;      Burkau;7,7
2003;14625080;      Crostwitz;21,1
2003;14625090;      Cunewalde;13,1
2003;14625100;      Demitz-Thumitz;11,2
2003;14625110;      Doberschau-Gaußig;8,8
2003;14625120;      Elsterheide;8,7
2003;14625130;      Elstra, Stadt;7,5
2003;14625140;      Frankenthal;9,3
2003;14625150;      Göda;6,8
2003;14625160;      Großdubrau;8,0
2003;14625170;      Großharthau;8,5
2003;14625180;      Großnaundorf;8,2
2003;14625190;      Großpostwitz/O.L.;9,2
2003;14625200;      Großröhrsdorf, Stadt;14,1
2003;14625220;      Haselbachtal;10,1
2003;14625230;      Hochkirch;12,0
2003;14625240;      Hoyerswerda, Stadt;12,3
2003;14625250;      Kamenz, Stadt;11,2
2003;14625270;      Königsbrück, Stadt;11,1
2003;14625280;      Königswartha;12,7
2003;14625290;      Kubschütz;8,2
2003;14625300;      Laußnitz;6,1
2003;14625310;      Lauta, Stadt;11,3
2003;14625320;      Lichtenberg (Landkreis Bautzen);7,4
2003;14625330;      Lohsa;11,1
2003;14625340;      Malschwitz;9,7
2003;14625350;      Nebelschütz;7,2
2003;14625360;      Neschwitz;9,0
2003;14625370;      Neukirch;7,2
2003;14625380;      Neukirch/Lausitz;8,8
2003;14625390;      Obergurig;9,0
2003;14625410;      Ohorn;13,8
2003;14625420;      Oßling;5,3
2003;14625430;      Ottendorf-Okrilla;9,2
2003;14625440;      Panschwitz-Kuckau;7,5
2003;14625450;      Pulsnitz, Stadt;16,7
2003;14625460;      Puschwitz;10,4
2003;14625470;      Räckelwitz;18,9
2003;14625480;      Radeberg, Stadt;9,4
2003;14625490;      Radibor;6,8
2003;14625500;      Ralbitz-Rosenthal;3,8
2003;14625510;      Rammenau;6,5
2003;14625525;      Schirgiswalde-Kirschau, Stadt;13,1
2003;14625530;      Schmölln-Putzkau;10,5
2003;14625550;      Schwepnitz;10,4
2003;14625560;      Sohland a. d. Spree;13,9
2003;14625570;      Spreetal;9,2
2003;14625580;      Steina;11,9
2003;14625590;      Steinigtwolmsdorf;8,3
2003;14625600;      Wachau;7,8
2003;14625610;      Weißenberg, Stadt;11,2
2003;14625630;      Wilthen, Stadt;10,4
2003;14625640;      Wittichenau, Stadt;11,3
2003;14626;    Görlitz, Landkreis;12,6
2003;14626010;      Bad Muskau, Stadt;8,9
2003;14626020;      Beiersdorf;10,3
2003;14626030;      Bernstadt a. d. Eigen, Stadt;8,2
2003;14626050;      Bertsdorf-Hörnitz;7,1
2003;14626060;      Boxberg/O.L.;12,5
2003;14626070;      Dürrhennersdorf;8,8
2003;14626085;      Ebersbach-Neugersdorf, Stadt;13,4
2003;14626100;      Gablenz;6,6
2003;14626110;      Görlitz, Stadt;14,0
2003;14626120;      Groß Düben;10,9
2003;14626140;      Großschönau;13,6
2003;14626150;      Großschweidnitz;11,8
2003;14626160;      Hähnichen;8,3
2003;14626170;      Hainewalde;10,9
2003;14626180;      Herrnhut, Stadt;13,6
2003;14626190;      Hohendubrau;8,7
2003;14626200;      Horka;12,2
2003;14626210;      Jonsdorf, Kurort;8,7
2003;14626230;      Kodersdorf;12,5
2003;14626240;      Königshain;10,7
2003;14626245;      Kottmar;16,0
2003;14626250;      Krauschwitz i.d. O.L.;9,7
2003;14626260;      Kreba-Neudorf;8,3
2003;14626270;      Lawalde;10,2
2003;14626280;      Leutersdorf;12,6
2003;14626290;      Löbau, Stadt;11,4
2003;14626300;      Markersdorf;6,0
2003;14626310;      Mittelherwigsdorf;12,8
2003;14626320;      Mücka;11,8
2003;14626330;      Neißeaue;11,0
2003;14626350;      Neusalza-Spremberg, Stadt;14,8
2003;14626370;      Niesky, Stadt;12,5
2003;14626390;      Oderwitz;18,4
2003;14626400;      Olbersdorf;16,4
2003;14626410;      Oppach;16,7
2003;14626420;      Ostritz, Stadt;16,9
2003;14626430;      Oybin;12,8
2003;14626440;      Quitzdorf am See;12,6
2003;14626450;      Reichenbach/O.L., Stadt;13,6
2003;14626460;      Rietschen;12,5
2003;14626470;      Rosenbach;13,4
2003;14626480;      Rothenburg/O.L., Stadt;14,6
2003;14626490;      Schleife;9,7
2003;14626500;      Schönau-Berzdorf a. d. Eigen;5,4
2003;14626510;      Schönbach;7,1
2003;14626520;      Schöpstal;7,5
2003;14626530;      Seifhennersdorf, Stadt;12,6
2003;14626560;      Trebendorf;8,2
2003;14626570;      Vierkirchen;9,9
2003;14626580;      Waldhufen;7,2
2003;14626590;      Weißkeißel;8,6
2003;14626600;      Weißwasser/O.L., Stadt;12,7
2003;14626610;      Zittau, Stadt;13,0
2003;14627;    Meißen, Landkreis;11,2
2003;14627010;      Coswig, Stadt;10,4
2003;14627020;      Diera-Zehren;8,3
2003;14627030;      Ebersbach (Landkreis Meißen);8,9
2003;14627040;      Glaubitz;15,5
2003;14627050;      Gröditz, Stadt;11,2
2003;14627060;      Großenhain, Stadt;11,7
2003;14627070;      Hirschstein;7,9
2003;14627080;      Käbschütztal;7,3
2003;14627100;      Klipphausen;9,9
2003;14627110;      Lampertswalde;6,8
2003;14627130;      Lommatzsch, Stadt;12,9
2003;14627140;      Meißen, Stadt;15,3
2003;14627150;      Moritzburg;9,4
2003;14627170;      Niederau;7,4
2003;14627180;      Nossen, Stadt;10,9
2003;14627190;      Nünchritz;9,7
2003;14627200;      Priestewitz;10,0
2003;14627210;      Radebeul, Stadt;11,1
2003;14627220;      Radeburg, Stadt;11,7
2003;14627230;      Riesa, Stadt;12,4
2003;14627240;      Röderaue;10,2
2003;14627250;      Schönfeld;8,0
2003;14627260;      Stauchitz;9,3
2003;14627270;      Strehla, Stadt;19,2
2003;14627290;      Thiendorf;7,7
2003;14627310;      Weinböhla;6,6
2003;14627340;      Wülknitz;9,5
2003;14627360;      Zeithain;8,8
2003;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;11,0
2003;14628010;      Altenberg, Stadt;9,1
2003;14628020;      Bad Gottleuba-Berggießhübel, Stadt;11,7
2003;14628030;      Bad Schandau, Stadt;12,0
2003;14628040;      Bahretal;8,0
2003;14628050;      Bannewitz;9,5
2003;14628060;      Dippoldiswalde, Stadt;13,7
2003;14628070;      Dohma;8,4
2003;14628080;      Dohna, Stadt;9,2
2003;14628090;      Dorfhain;9,4
2003;14628100;      Dürrröhrsdorf-Dittersbach;7,1
