GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2019;14729400;      Trebsen/Mulde, Stadt;3810;1898;1912
30.06.2019;14729410;      Wurzen, Stadt;16189;7800;8389
30.06.2019;14729430;      Zwenkau, Stadt;9258;4558;4700
30.06.2019;14730;    Nordsachsen, Landkreis;197826;98190;99636
30.06.2019;14730010;      Arzberg;1885;993;892
30.06.2019;14730020;      Bad Düben, Stadt;7858;3762;4096
30.06.2019;14730030;      Beilrode;4122;2065;2057
30.06.2019;14730045;      Belgern-Schildau, Stadt;7706;3834;3872
30.06.2019;14730050;      Cavertitz;2226;1124;1102
30.06.2019;14730060;      Dahlen, Stadt;4274;2098;2176
30.06.2019;14730070;      Delitzsch, Stadt;24874;12237;12637
30.06.2019;14730080;      Doberschütz;4043;2029;2014
30.06.2019;14730090;      Dommitzsch, Stadt;2473;1221;1252
30.06.2019;14730100;      Dreiheide;2096;1059;1037
30.06.2019;14730110;      Eilenburg, Stadt;15588;7496;8092
30.06.2019;14730120;      Elsnig;1380;690;690
30.06.2019;14730140;      Jesewitz;3060;1528;1532
30.06.2019;14730150;      Krostitz;3980;2033;1947
30.06.2019;14730160;      Laußig;3664;1887;1777
30.06.2019;14730170;      Liebschützberg;2954;1487;1467
30.06.2019;14730180;      Löbnitz;2041;989;1052
30.06.2019;14730190;      Mockrehna;5023;2552;2471
30.06.2019;14730200;      Mügeln, Stadt;5939;2953;2986
30.06.2019;14730210;      Naundorf;2268;1180;1088
30.06.2019;14730230;      Oschatz, Stadt;14202;6932;7270
30.06.2019;14730250;      Rackwitz;5135;2611;2524
30.06.2019;14730270;      Schkeuditz, Stadt;18163;9312;8851
30.06.2019;14730280;      Schönwölkau;2551;1285;1266
30.06.2019;14730300;      Taucha, Stadt;15697;7607;8090
30.06.2019;14730310;      Torgau, Stadt;20029;9925;10104
30.06.2019;14730320;      Trossin;1254;639;615
30.06.2019;14730330;      Wermsdorf;5232;2537;2695
30.06.2019;14730340;      Wiedemar;5255;2691;2564
30.06.2019;14730360;      Zschepplin;2854;1434;1420
30.06.2020;14;Freistaat Sachsen;4063400;2002467;2060933
30.06.2020;145;  Chemnitz, NUTS 2-Region;1420850;698127;722723
30.06.2020;14511;    Chemnitz, Stadt;245166;121237;123929
30.06.2020;14511000;      Chemnitz, Stadt;245166;121237;123929
30.06.2020;14521;    Erzgebirgskreis;333595;163223;170372
30.06.2020;14521010;      Amtsberg;3688;1835;1853
30.06.2020;14521020;      Annaberg-Buchholz, Stadt;19551;9368;10183
30.06.2020;14521035;      Aue-Bad Schlema, Stadt;20233;9653;10580
30.06.2020;14521040;      Auerbach (Erzgebirgskreis);2443;1191;1252
30.06.2020;14521060;      Bärenstein;2291;1143;1148
30.06.2020;14521080;      Bockau;2213;1078;1135
30.06.2020;14521090;      Börnichen/Erzgeb.;990;495;495
30.06.2020;14521110;      Breitenbrunn/Erzgeb.;5202;2526;2676
30.06.2020;14521120;      Burkhardtsdorf;6095;3006;3089
30.06.2020;14521130;      Crottendorf;4010;2004;2006
30.06.2020;14521140;      Deutschneudorf;976;501;475
30.06.2020;14521150;      Drebach;5110;2574;2536
30.06.2020;14521160;      Ehrenfriedersdorf, Stadt;4656;2229;2427
30.06.2020;14521170;      Eibenstock, Stadt;7229;3527;3702
30.06.2020;14521180;      Elterlein, Stadt;2841;1422;1419
30.06.2020;14521200;      Gelenau/Erzgeb.;4134;2055;2079
30.06.2020;14521210;      Geyer, Stadt;3398;1656;1742
30.06.2020;14521220;      Gornau/Erzgeb.;3760;1825;1935
30.06.2020;14521230;      Gornsdorf;1903;964;939
30.06.2020;14521240;      Großolbersdorf;2790;1393;1397
30.06.2020;14521250;      Großrückerswalde;3344;1687;1657
30.06.2020;14521260;      Grünhain-Beierfeld, Stadt;5836;2892;2944
30.06.2020;14521270;      Grünhainichen;3366;1685;1681
30.06.2020;14521280;      Heidersdorf;784;401;383
30.06.2020;14521290;      Hohndorf;3477;1675;1802
30.06.2020;14521310;      Jahnsdorf/Erzgeb.;5484;2772;2712
30.06.2020;14521320;      Johanngeorgenstadt, Stadt;3886;1892;1994
30.06.2020;14521330;      Jöhstadt, Stadt;2594;1319;1275
30.06.2020;14521340;      Königswalde;2214;1082;1132
30.06.2020;14521355;      Lauter-Bernsbach, Stadt;8631;4199;4432
30.06.2020;14521370;      Lößnitz, Stadt;8121;4004;4117
30.06.2020;14521380;      Lugau/Erzgeb., Stadt;7942;3875;4067
30.06.2020;14521390;      Marienberg, Stadt;16815;8315;8500
30.06.2020;14521400;      Mildenau;3400;1709;1691
30.06.2020;14521410;      Neukirchen/Erzgeb.;6964;3442;3522
30.06.2020;14521420;      Niederdorf;1302;674;628
30.06.2020;14521430;      Niederwürschnitz;2562;1274;1288
30.06.2020;14521440;      Oberwiesenthal, Kurort, Stadt;2071;1010;1061
30.06.2020;14521450;      Oelsnitz/Erzgeb., Stadt;10977;5335;5642
30.06.2020;14521460;      Olbernhau, Stadt;10795;5285;5510
30.06.2020;14521495;      Pockau-Lengefeld, Stadt;7541;3757;3784
30.06.2020;14521500;      Raschau-Markersbach;4975;2441;2534
30.06.2020;14521510;      Scheibenberg, Stadt;2068;1024;1044
30.06.2020;14521520;      Schlettau, Stadt;2366;1159;1207
30.06.2020;14521530;      Schneeberg, Stadt;13557;6621;6936
30.06.2020;14521540;      Schönheide;4331;2134;2197
30.06.2020;14521550;      Schwarzenberg/Erzgeb., Stadt;16344;7849;8495
30.06.2020;14521560;      Sehmatal;6371;3170;3201
30.06.2020;14521570;      Seiffen/Erzgeb., Kurort;2083;1040;1043
30.06.2020;14521590;      Stollberg/Erzgeb., Stadt;11267;5409;5858
30.06.2020;14521600;      Stützengrün;3126;1555;1571
30.06.2020;14521610;      Tannenberg;1098;555;543
30.06.2020;14521620;      Thalheim/Erzgeb., Stadt;5976;2863;3113
30.06.2020;14521630;      Thermalbad Wiesenbad;3228;1594;1634
30.06.2020;14521640;      Thum, Stadt;5106;2499;2607
30.06.2020;14521670;      Wolkenstein, Stadt;3907;1926;1981
30.06.2020;14521690;      Zschopau, Stadt, Motorradstadt;9057;4339;4718
30.06.2020;14521700;      Zschorlau;5230;2543;2687
30.06.2020;14521710;      Zwönitz, Stadt;11886;5773;6113
30.06.2020;14522;    Mittelsachsen, Landkreis;303239;150884;152355
30.06.2020;14522010;      Altmittweida;1905;947;958
30.06.2020;14522020;      Augustusburg, Stadt;4513;2227;2286
30.06.2020;14522035;      Bobritzsch-Hilbersdorf;5702;2863;2839
30.06.2020;14522050;      Brand-Erbisdorf, Stadt;9265;4525;4740
30.06.2020;14522060;      Burgstädt, Stadt;10615;5174;5441
30.06.2020;14522070;      Claußnitz;3023;1515;1508
30.06.2020;14522080;      Döbeln, Stadt;23609;11684;11925
30.06.2020;14522090;      Dorfchemnitz;1545;783;762
30.06.2020;14522110;      Eppendorf;4049;1968;2081
30.06.2020;14522120;      Erlau;3163;1616;1547
30.06.2020;14522140;      Flöha, Stadt;10639;5189;5450
30.06.2020;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;13900;6877;7023
30.06.2020;14522170;      Frauenstein, Stadt;2770;1393;1377
30.06.2020;14522180;      Freiberg, Stadt, Universitätsstadt;40308;20260;20048
30.06.2020;14522190;      Geringswalde, Stadt;4186;2041;2145
30.06.2020;14522200;      Großhartmannsdorf;2460;1256;1204
30.06.2020;14522210;      Großschirma, Stadt;5601;2819;2782
30.06.2020;14522220;      Großweitzschen;2739;1393;1346
30.06.2020;14522230;      Hainichen, Stadt;8555;4217;4338
30.06.2020;14522240;      Halsbrücke;5080;2514;2566
30.06.2020;14522250;      Hartha, Stadt;6931;3423;3508
30.06.2020;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);4457;2158;2299
30.06.2020;14522275;      Jahnatal;4857;2440;2417
30.06.2020;14522280;      Königsfeld;1388;702;686
30.06.2020;14522290;      Königshain-Wiederau;2608;1322;1286
30.06.2020;14522300;      Kriebstein;2075;1034;1041
30.06.2020;14522310;      Leisnig, Stadt;8237;4045;4192
30.06.2020;14522320;      Leubsdorf;3289;1657;1632
30.06.2020;14522330;      Lichtenau;7103;3552;3551
30.06.2020;14522340;      Lichtenberg/Erzgeb.;2689;1318;1371
30.06.2020;14522350;      Lunzenau, Stadt;4120;2029;2091
30.06.2020;14522360;      Mittweida, Stadt, Hochschulstadt;14385;7180;7205
30.06.2020;14522380;      Mühlau;2130;1068;1062
30.06.2020;14522390;      Mulda/Sa.;2470;1225;1245
30.06.2020;14522400;      Neuhausen/Erzgeb.;2572;1299;1273
30.06.2020;14522420;      Niederwiesa;4866;2396;2470
30.06.2020;14522430;      Oberschöna;3302;1665;1637
30.06.2020;14522440;      Oederan, Stadt;7917;3899;4018
30.06.2020;14522460;      Penig, Stadt;8692;4306;4386
30.06.2020;14522470;      Rechenberg-Bienenmühle;1829;933;896
30.06.2020;14522480;      Reinsberg;2821;1425;1396
30.06.2020;14522490;      Rochlitz, Stadt;5702;2722;2980
30.06.2020;14522500;      Rossau;3471;1768;1703
30.06.2020;14522510;      Roßwein, Stadt;7480;3783;3697
30.06.2020;14522520;      Sayda, Stadt;1756;873;883
30.06.2020;14522530;      Seelitz;1650;819;831
30.06.2020;14522540;      Striegistal;4619;2362;2257
30.06.2020;14522550;      Taura;2365;1159;1206
30.06.2020;14522570;      Waldheim, Stadt;8899;4551;4348
30.06.2020;14522580;      Wechselburg;1767;892;875
30.06.2020;14522590;      Weißenborn/Erzgeb.;2478;1272;1206
30.06.2020;14522600;      Zettlitz;687;346;341
30.06.2020;14523;    Vogtlandkreis;225170;109812;115358
30.06.2020;14523010;      Adorf/Vogtl., Stadt;4853;2330;2523
30.06.2020;14523020;      Auerbach/Vogtl., Stadt;18085;8779;9306
30.06.2020;14523030;      Bad Brambach;1818;863;955
30.06.2020;14523040;      Bad Elster, Stadt;3674;1763;1911
30.06.2020;14523050;      Bergen;955;474;481
30.06.2020;14523060;      Bösenbrunn;1132;554;578
30.06.2020;14523080;      Eichigt;1187;620;567
30.06.2020;14523090;      Ellefeld;2560;1234;1326
30.06.2020;14523100;      Elsterberg, Stadt;3877;1875;2002
30.06.2020;14523120;      Falkenstein/Vogtl., Stadt;7935;3793;4142
30.06.2020;14523130;      Grünbach;1661;836;825
30.06.2020;14523150;      Heinsdorfergrund;1958;956;1002
30.06.2020;14523160;      Klingenthal, Stadt;8126;3916;4210
30.06.2020;14523170;      Lengenfeld, Stadt;7050;3467;3583
30.06.2020;14523190;      Limbach;1425;686;739
30.06.2020;14523200;      Markneukirchen, Stadt;7421;3659;3762
30.06.2020;14523230;      Mühlental;1284;663;621
30.06.2020;14523245;      Muldenhammer;3037;1522;1515
30.06.2020;14523260;      Netzschkau, Stadt;3872;1891;1981
30.06.2020;14523270;      Neuensalz;2114;1054;1060
30.06.2020;14523280;      Neumark;3004;1530;1474
30.06.2020;14523290;      Neustadt/Vogtl.;969;480;489
30.06.2020;14523300;      Oelsnitz/Vogtl., Stadt;10123;4914;5209
30.06.2020;14523310;      Pausa-Mühltroff, Stadt;4885;2402;2483
30.06.2020;14523320;      Plauen, Stadt;64335;31336;32999
30.06.2020;14523330;      Pöhl;2499;1263;1236
30.06.2020;14523340;      Reichenbach im Vogtland, Stadt;20277;9717;10560
30.06.2020;14523360;      Rodewisch, Stadt;6341;3081;3260
30.06.2020;14523365;      Rosenbach/Vogtl.;4126;2037;2089
30.06.2020;14523370;      Schöneck/Vogtl., Stadt;3134;1521;1613
30.06.2020;14523380;      Steinberg;2735;1334;1401
30.06.2020;14523410;      Theuma;1027;521;506
30.06.2020;14523420;      Tirpersdorf;1366;666;700
30.06.2020;14523430;      Treuen, Stadt;7806;3814;3992
30.06.2020;14523440;      Triebel/Vogtl.;1213;611;602
30.06.2020;14523450;      Weischlitz;5818;2901;2917
30.06.2020;14523460;      Werda;1488;749;739
30.06.2020;14524;    Zwickau, Landkreis;313680;152971;160709
30.06.2020;14524010;      Bernsdorf (Landkreis Zwickau);2203;1116;1087
30.06.2020;14524020;      Callenberg;4928;2472;2456
30.06.2020;14524030;      Crimmitschau, Stadt;18233;8773;9460
30.06.2020;14524040;      Crinitzberg;1861;923;938
30.06.2020;14524050;      Dennheritz;1293;648;645
30.06.2020;14524060;      Fraureuth;5083;2460;2623
30.06.2020;14524070;      Gersdorf;3950;1919;2031
30.06.2020;14524080;      Glauchau, Stadt;22048;10776;11272
30.06.2020;14524090;      Hartenstein, Stadt;4550;2202;2348
30.06.2020;14524100;      Hartmannsdorf b. Kirchberg;1369;657;712
30.06.2020;14524110;      Hirschfeld;1162;587;575
30.06.2020;14524120;      Hohenstein-Ernstthal, Stadt;14515;6968;7547
30.06.2020;14524130;      Kirchberg, Stadt;8211;3990;4221
30.06.2020;14524140;      Langenbernsdorf;3574;1816;1758
30.06.2020;14524150;      Langenweißbach;2456;1211;1245
30.06.2020;14524160;      Lichtenstein/Sa., Stadt;11149;5368;5781
30.06.2020;14524170;      Lichtentanne;6301;3025;3276
30.06.2020;14524180;      Limbach-Oberfrohna, Stadt;23833;11646;12187
30.06.2020;14524190;      Meerane, Stadt;13969;6736;7233
30.06.2020;14524200;      Mülsen;11022;5403;5619
30.06.2020;14524210;      Neukirchen/Pleiße;3874;1896;1978
30.06.2020;14524220;      Niederfrohna;2241;1125;1116
30.06.2020;14524230;      Oberlungwitz, Stadt;5853;2842;3011
30.06.2020;14524240;      Oberwiera;1019;503;516
30.06.2020;14524250;      Reinsdorf;7384;3638;3746
30.06.2020;14524260;      Remse;1633;801;832
30.06.2020;14524270;      Schönberg;886;445;441
30.06.2020;14524280;      St. Egidien;3238;1625;1613
30.06.2020;14524290;      Waldenburg, Stadt;4065;1993;2072
30.06.2020;14524300;      Werdau, Stadt;20505;10171;10334
30.06.2020;14524310;      Wildenfels, Stadt;3545;1793;1752
30.06.2020;14524320;      Wilkau-Haßlau, Stadt;9636;4591;5045
30.06.2020;14524330;      Zwickau, Stadt;88091;42852;45239
30.06.2020;146;  Dresden, NUTS 2-Region;1593583;788065;805518
30.06.2020;14612;    Dresden, Stadt;555459;276707;278752
30.06.2020;14612000;      Dresden, Stadt;555459;276707;278752
30.06.2020;14625;    Bautzen, Landkreis;299110;147798;151312
30.06.2020;14625010;      Arnsdorf;4895;2566;2329
30.06.2020;14625020;      Bautzen, Stadt;38287;18520;19767
30.06.2020;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6384;3145;3239
30.06.2020;14625040;      Bischofswerda, Stadt;10898;5214;5684
30.06.2020;14625060;      Burkau;2604;1327;1277
30.06.2020;14625080;      Crostwitz;1026;494;532
30.06.2020;14625090;      Cunewalde;4593;2263;2330
30.06.2020;14625100;      Demitz-Thumitz;2636;1321;1315
30.06.2020;14625110;      Doberschau-Gaußig;4186;2141;2045
30.06.2020;14625120;      Elsterheide;3459;1751;1708
30.06.2020;14625130;      Elstra, Stadt;2728;1392;1336
30.06.2020;14625140;      Frankenthal;927;446;481
30.06.2020;14625150;      Göda;3052;1508;1544
30.06.2020;14625160;      Großdubrau;4232;2130;2102
30.06.2020;14625170;      Großharthau;2791;1367;1424
30.06.2020;14625180;      Großnaundorf;946;471;475
30.06.2020;14625190;      Großpostwitz/O.L.;2724;1351;1373
30.06.2020;14625200;      Großröhrsdorf, Stadt;9698;4801;4897
30.06.2020;14625220;      Haselbachtal;4011;2031;1980
30.06.2020;14625230;      Hochkirch;2251;1123;1128
30.06.2020;14625240;      Hoyerswerda, Stadt;32106;15476;16630
30.06.2020;14625250;      Kamenz, Stadt;17030;8470;8560
30.06.2020;14625270;      Königsbrück, Stadt;4553;2221;2332
30.06.2020;14625280;      Königswartha;3422;1709;1713
30.06.2020;14625290;      Kubschütz;2541;1300;1241
30.06.2020;14625300;      Laußnitz;1844;949;895
30.06.2020;14625310;      Lauta, Stadt;8287;4064;4223
30.06.2020;14625320;      Lichtenberg (Landkreis Bautzen);1627;811;816
30.06.2020;14625330;      Lohsa;5194;2544;2650
30.06.2020;14625340;      Malschwitz;4652;2352;2300
30.06.2020;14625350;      Nebelschütz;1245;661;584
30.06.2020;14625360;      Neschwitz;2411;1190;1221
30.06.2020;14625370;      Neukirch;1606;810;796
30.06.2020;14625380;      Neukirch/Lausitz;4817;2372;2445
30.06.2020;14625390;      Obergurig;2060;1023;1037
30.06.2020;14625410;      Ohorn;2457;1233;1224
30.06.2020;14625420;      Oßling;2253;1177;1076
30.06.2020;14625430;      Ottendorf-Okrilla;9956;5008;4948
30.06.2020;14625440;      Panschwitz-Kuckau;2083;990;1093
30.06.2020;14625450;      Pulsnitz, Stadt;7467;3660;3807
30.06.2020;14625460;      Puschwitz;819;418;401
30.06.2020;14625470;      Räckelwitz;1134;576;558
30.06.2020;14625480;      Radeberg, Stadt;18536;9065;9471
30.06.2020;14625490;      Radibor;3155;1594;1561
30.06.2020;14625500;      Ralbitz-Rosenthal;1705;907;798
30.06.2020;14625510;      Rammenau;1335;680;655
30.06.2020;14625525;      Schirgiswalde-Kirschau, Stadt;6174;3106;3068
30.06.2020;14625530;      Schmölln-Putzkau;2987;1492;1495
30.06.2020;14625550;      Schwepnitz;2455;1247;1208
30.06.2020;14625560;      Sohland a. d. Spree;6715;3335;3380
30.06.2020;14625570;      Spreetal;1846;927;919
30.06.2020;14625580;      Steina;1634;824;810
30.06.2020;14625590;      Steinigtwolmsdorf;2792;1405;1387
30.06.2020;14625600;      Wachau;4249;2155;2094
30.06.2020;14625610;      Weißenberg, Stadt;3079;1562;1517
30.06.2020;14625630;      Wilthen, Stadt;4818;2313;2505
30.06.2020;14625640;      Wittichenau, Stadt;5738;2810;2928
30.06.2020;14626;    Görlitz, Landkreis;252148;123600;128548
30.06.2020;14626010;      Bad Muskau, Stadt;3711;1829;1882
30.06.2020;14626020;      Beiersdorf;1134;555;579
30.06.2020;14626030;      Bernstadt a. d. Eigen, Stadt;3324;1695;1629
30.06.2020;14626050;      Bertsdorf-Hörnitz;2074;1035;1039
30.06.2020;14626060;      Boxberg/O.L.;4362;2166;2196
30.06.2020;14626070;      Dürrhennersdorf;967;486;481
30.06.2020;14626085;      Ebersbach-Neugersdorf, Stadt;11758;5668;6090
30.06.2020;14626100;      Gablenz;1618;787;831
30.06.2020;14626110;      Görlitz, Stadt;55872;27007;28865
30.06.2020;14626120;      Groß Düben;1063;550;513
30.06.2020;14626140;      Großschönau;5349;2614;2735
30.06.2020;14626150;      Großschweidnitz;1270;680;590
30.06.2020;14626160;      Hähnichen;1245;628;617
30.06.2020;14626170;      Hainewalde;1503;745;758
30.06.2020;14626180;      Herrnhut, Stadt;5803;2859;2944
30.06.2020;14626190;      Hohendubrau;1878;948;930
30.06.2020;14626200;      Horka;1688;858;830
30.06.2020;14626210;      Jonsdorf, Kurort;1525;730;795
30.06.2020;14626230;      Kodersdorf;2408;1196;1212
30.06.2020;14626240;      Königshain;1174;596;578
30.06.2020;14626245;      Kottmar;7254;3560;3694
30.06.2020;14626250;      Krauschwitz i.d. O.L.;3438;1702;1736
30.06.2020;14626260;      Kreba-Neudorf;853;430;423
30.06.2020;14626270;      Lawalde;1827;884;943
30.06.2020;14626280;      Leutersdorf;3495;1741;1754
30.06.2020;14626290;      Löbau, Stadt;14451;6985;7466
30.06.2020;14626300;      Markersdorf;3886;1960;1926
30.06.2020;14626310;      Mittelherwigsdorf;3634;1823;1811
30.06.2020;14626320;      Mücka;962;479;483
30.06.2020;14626330;      Neißeaue;1703;837;866
30.06.2020;14626350;      Neusalza-Spremberg, Stadt;3307;1645;1662
30.06.2020;14626370;      Niesky, Stadt;9300;4513;4787
30.06.2020;14626390;      Oderwitz;4980;2420;2560
30.06.2020;14626400;      Olbersdorf;4615;2234;2381
30.06.2020;14626410;      Oppach;2327;1126;1201
30.06.2020;14626420;      Ostritz, Stadt;2255;1109;1146
30.06.2020;14626430;      Oybin;1344;676;668
30.06.2020;14626440;      Quitzdorf am See;1240;627;613
30.06.2020;14626450;      Reichenbach/O.L., Stadt;4906;2425;2481
30.06.2020;14626460;      Rietschen;2519;1212;1307
30.06.2020;14626470;      Rosenbach;1578;815;763
30.06.2020;14626480;      Rothenburg/O.L., Stadt;4457;2244;2213
30.06.2020;14626490;      Schleife;2416;1177;1239
30.06.2020;14626500;      Schönau-Berzdorf a. d. Eigen;1467;732;735
30.06.2020;14626510;      Schönbach;1096;563;533
30.06.2020;14626520;      Schöpstal;2421;1227;1194
30.06.2020;14626530;      Seifhennersdorf, Stadt;3643;1793;1850
30.06.2020;14626560;      Trebendorf;850;421;429
30.06.2020;14626570;      Vierkirchen;1651;836;815
30.06.2020;14626580;      Waldhufen;2394;1203;1191
30.06.2020;14626590;      Weißkeißel;1287;654;633
30.06.2020;14626600;      Weißwasser/O.L., Stadt;15869;7620;8249
30.06.2020;14626610;      Zittau, Stadt;24997;12295;12702
30.06.2020;14627;    Meißen, Landkreis;241485;118806;122679
30.06.2020;14627010;      Coswig, Stadt;20777;9955;10822
30.06.2020;14627020;      Diera-Zehren;3225;1618;1607
30.06.2020;14627030;      Ebersbach (Landkreis Meißen);4364;2219;2145
30.06.2020;14627040;      Glaubitz;2189;1281;908
30.06.2020;14627050;      Gröditz, Stadt;6973;3464;3509
30.06.2020;14627060;      Großenhain, Stadt;18198;8974;9224
30.06.2020;14627070;      Hirschstein;1930;984;946
30.06.2020;14627080;      Käbschütztal;2732;1372;1360
30.06.2020;14627100;      Klipphausen;10301;5234;5067
30.06.2020;14627110;      Lampertswalde;2554;1307;1247
30.06.2020;14627130;      Lommatzsch, Stadt;4826;2340;2486
30.06.2020;14627140;      Meißen, Stadt;28261;13618;14643
30.06.2020;14627150;      Moritzburg;8351;4124;4227
30.06.2020;14627170;      Niederau;4073;2028;2045
30.06.2020;14627180;      Nossen, Stadt;10606;5309;5297
30.06.2020;14627190;      Nünchritz;5479;2701;2778
30.06.2020;14627200;      Priestewitz;3176;1657;1519
30.06.2020;14627210;      Radebeul, Stadt;33967;16412;17555
30.06.2020;14627220;      Radeburg, Stadt;7316;3630;3686
30.06.2020;14627230;      Riesa, Stadt;29605;14291;15314
30.06.2020;14627240;      Röderaue;2605;1299;1306
30.06.2020;14627250;      Schönfeld;1834;926;908
30.06.2020;14627260;      Stauchitz;3121;1597;1524
30.06.2020;14627270;      Strehla, Stadt;3706;1793;1913
30.06.2020;14627290;      Thiendorf;3793;1946;1847
30.06.2020;14627310;      Weinböhla;10331;5046;5285
30.06.2020;14627340;      Wülknitz;1673;864;809
30.06.2020;14627360;      Zeithain;5519;2817;2702
30.06.2020;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;245381;121154;124227
30.06.2020;14628010;      Altenberg, Stadt;7912;3934;3978
30.06.2020;14628020;      Bad Gottleuba-Berggießhübel, Stadt;5579;2769;2810
30.06.2020;14628030;      Bad Schandau, Stadt;3558;1751;1807
30.06.2020;14628040;      Bahretal;2182;1090;1092
30.06.2020;14628050;      Bannewitz;11097;5366;5731
30.06.2020;14628060;      Dippoldiswalde, Stadt;14279;7054;7225
30.06.2020;14628070;      Dohma;1969;983;986
30.06.2020;14628080;      Dohna, Stadt;6151;3092;3059
30.06.2020;14628090;      Dorfhain;1090;544;546
30.06.2020;14628100;      Dürrröhrsdorf-Dittersbach;4245;2145;2100
30.06.2020;14628110;      Freital, Stadt;39665;19358;20307
30.06.2020;14628130;      Glashütte, Stadt;6691;3375;3316
30.06.2020;14628140;      Gohrisch;1803;900;903
30.06.2020;14628150;      Hartmannsdorf-Reichenau;1009;514;495
30.06.2020;14628160;      Heidenau, Stadt;16606;8184;8422
30.06.2020;14628170;      Hermsdorf/Erzgeb.;767;389;378
30.06.2020;14628190;      Hohnstein, Stadt;3292;1654;1638
30.06.2020;14628205;      Klingenberg;6754;3475;3279
30.06.2020;14628210;      Königstein/Sächs. Schw., Stadt;2108;1062;1046
30.06.2020;14628220;      Kreischa;4536;2227;2309
30.06.2020;14628230;      Liebstadt, Stadt;1274;657;617
30.06.2020;14628240;      Lohmen;3086;1497;1589
30.06.2020;14628250;      Müglitztal;1921;985;936
30.06.2020;14628260;      Neustadt in Sachsen, Stadt;12008;5792;6216
30.06.2020;14628270;      Pirna, Stadt;38390;18723;19667
30.06.2020;14628300;      Rabenau, Stadt;4404;2204;2200
30.06.2020;14628310;      Rathen, Kurort;351;192;159
30.06.2020;14628320;      Rathmannsdorf;915;439;476
30.06.2020;14628330;      Reinhardtsdorf-Schöna;1311;672;639
30.06.2020;14628340;      Rosenthal-Bielatal;1597;792;805
30.06.2020;14628360;      Sebnitz, Stadt;9441;4652;4789
30.06.2020;14628370;      Stadt Wehlen, Stadt;1582;806;776
30.06.2020;14628380;      Stolpen, Stadt;5599;2818;2781
30.06.2020;14628390;      Struppen;2504;1280;1224
30.06.2020;14628400;      Tharandt, Stadt;5376;2715;2661
30.06.2020;14628410;      Wilsdruff, Stadt;14329;7064;7265
30.06.2020;147;  Leipzig, NUTS 2-Region;1048967;516275;532692
30.06.2020;14713;    Leipzig, Stadt;592796;291506;301290
30.06.2020;14713000;      Leipzig, Stadt;592796;291506;301290
30.06.2020;14729;    Leipzig, Landkreis;258325;126592;131733
30.06.2020;14729010;      Bad Lausick, Stadt;8034;3915;4119
30.06.2020;14729020;      Belgershain;3355;1695;1660
30.06.2020;14729030;      Bennewitz;4961;2457;2504
30.06.2020;14729040;      Böhlen, Stadt;6623;3254;3369
30.06.2020;14729050;      Borna, Stadt;19099;9188;9911
30.06.2020;14729060;      Borsdorf;8191;3996;4195
30.06.2020;14729070;      Brandis, Stadt;9623;4756;4867
30.06.2020;14729080;      Colditz, Stadt;8402;4120;4282
30.06.2020;14729100;      Elstertrebnitz;1295;656;639
30.06.2020;14729140;      Frohburg, Stadt;12408;6145;6263
30.06.2020;14729150;      Geithain, Stadt;6833;3347;3486
30.06.2020;14729160;      Grimma, Stadt;28224;13848;14376
30.06.2020;14729170;      Groitzsch, Stadt;7612;3656;3956
30.06.2020;14729190;      Großpösna;5418;2690;2728
30.06.2020;14729220;      Kitzscher, Stadt;5056;2485;2571
30.06.2020;14729245;      Lossatal;6039;3031;3008
30.06.2020;14729250;      Machern;6744;3325;3419
30.06.2020;14729260;      Markkleeberg, Stadt;24744;11797;12947
30.06.2020;14729270;      Markranstädt, Stadt;15862;7783;8079
30.06.2020;14729300;      Naunhof, Stadt;8719;4234;4485
30.06.2020;14729320;      Neukieritzsch;6844;3396;3448
30.06.2020;14729330;      Otterwisch;1367;688;679
30.06.2020;14729340;      Parthenstein;3567;1783;1784
30.06.2020;14729350;      Pegau, Stadt;6346;3111;3235
30.06.2020;14729360;      Regis-Breitingen, Stadt;3863;1936;1927
30.06.2020;14729370;      Rötha, Stadt;6187;3159;3028
30.06.2020;14729380;      Thallwitz;3559;1808;1751
30.06.2020;14729400;      Trebsen/Mulde, Stadt;3799;1909;1890
30.06.2020;14729410;      Wurzen, Stadt;16265;7867;8398
30.06.2020;14729430;      Zwenkau, Stadt;9286;4557;4729
30.06.2020;14730;    Nordsachsen, Landkreis;197846;98177;99669
30.06.2020;14730010;      Arzberg;1897;997;900
30.06.2020;14730020;      Bad Düben, Stadt;7812;3728;4084
30.06.2020;14730030;      Beilrode;4138;2077;2061
30.06.2020;14730045;      Belgern-Schildau, Stadt;7727;3839;3888
30.06.2020;14730050;      Cavertitz;2230;1113;1117
30.06.2020;14730060;      Dahlen, Stadt;4231;2062;2169
30.06.2020;14730070;      Delitzsch, Stadt;24734;12165;12569
30.06.2020;14730080;      Doberschütz;4088;2046;2042
