GENESIS-Tabelle: 12410-010Z
Fortschreibung zum 30.06. nach Geschlecht auf Gemeinden;;;;;
(Gebietsstand 01.01.2023);;;;;
Fortschreibung des Bev.standes (Basis 9.5.2011) ;;;;;
Bevölkerung am 30.06. (absolut);;;;;
;;;Insgesamt;männlich;weiblich
30.06.2017;14729260;      Markkleeberg, Stadt;24556;11752;12804
30.06.2017;14729270;      Markranstädt, Stadt;15525;7563;7962
30.06.2017;14729300;      Naunhof, Stadt;8675;4238;4437
30.06.2017;14729320;      Neukieritzsch;6891;3400;3491
30.06.2017;14729330;      Otterwisch;1413;712;701
30.06.2017;14729340;      Parthenstein;3480;1766;1714
30.06.2017;14729350;      Pegau, Stadt;6276;3063;3213
30.06.2017;14729360;      Regis-Breitingen, Stadt;3849;1939;1910
30.06.2017;14729370;      Rötha, Stadt;6058;3101;2957
30.06.2017;14729380;      Thallwitz;3563;1808;1755
30.06.2017;14729400;      Trebsen/Mulde, Stadt;3833;1910;1923
30.06.2017;14729410;      Wurzen, Stadt;16260;7795;8465
30.06.2017;14729430;      Zwenkau, Stadt;9140;4496;4644
30.06.2017;14730;    Nordsachsen, Landkreis;197760;98285;99475
30.06.2017;14730010;      Arzberg;1935;1021;914
30.06.2017;14730020;      Bad Düben, Stadt;7938;3813;4125
30.06.2017;14730030;      Beilrode;4244;2134;2110
30.06.2017;14730045;      Belgern-Schildau, Stadt;7802;3906;3896
30.06.2017;14730050;      Cavertitz;2253;1159;1094
30.06.2017;14730060;      Dahlen, Stadt;4310;2136;2174
30.06.2017;14730070;      Delitzsch, Stadt;24723;12108;12615
30.06.2017;14730080;      Doberschütz;4063;2025;2038
30.06.2017;14730090;      Dommitzsch, Stadt;2493;1230;1263
30.06.2017;14730100;      Dreiheide;2105;1063;1042
30.06.2017;14730110;      Eilenburg, Stadt;15613;7510;8103
30.06.2017;14730120;      Elsnig;1402;717;685
30.06.2017;14730140;      Jesewitz;3066;1533;1533
30.06.2017;14730150;      Krostitz;3837;1977;1860
30.06.2017;14730160;      Laußig;3689;1882;1807
30.06.2017;14730170;      Liebschützberg;2944;1500;1444
30.06.2017;14730180;      Löbnitz;2065;1028;1037
30.06.2017;14730190;      Mockrehna;5033;2564;2469
30.06.2017;14730200;      Mügeln, Stadt;6038;2987;3051
30.06.2017;14730210;      Naundorf;2312;1192;1120
30.06.2017;14730230;      Oschatz, Stadt;14510;7118;7392
30.06.2017;14730250;      Rackwitz;4998;2564;2434
30.06.2017;14730270;      Schkeuditz, Stadt;17743;9084;8659
30.06.2017;14730280;      Schönwölkau;2423;1218;1205
30.06.2017;14730300;      Taucha, Stadt;15418;7478;7940
30.06.2017;14730310;      Torgau, Stadt;20125;9996;10129
30.06.2017;14730320;      Trossin;1276;654;622
30.06.2017;14730330;      Wermsdorf;5303;2590;2713
30.06.2017;14730340;      Wiedemar;5219;2658;2561
30.06.2017;14730360;      Zschepplin;2880;1440;1440
30.06.2018;14;Freistaat Sachsen;4075262;2008176;2067086
30.06.2018;145;  Chemnitz, NUTS 2-Region;1439951;707303;732648
30.06.2018;14511;    Chemnitz, Stadt;246887;122010;124877
30.06.2018;14511000;      Chemnitz, Stadt;246887;122010;124877
30.06.2018;14521;    Erzgebirgskreis;338969;165849;173120
30.06.2018;14521010;      Amtsberg;3723;1836;1887
30.06.2018;14521020;      Annaberg-Buchholz, Stadt;19883;9565;10318
30.06.2018;14521035;      Aue-Bad Schlema, Stadt;20652;9900;10752
30.06.2018;14521040;      Auerbach (Erzgebirgskreis);2484;1208;1276
30.06.2018;14521060;      Bärenstein;2325;1145;1180
30.06.2018;14521080;      Bockau;2235;1083;1152
30.06.2018;14521090;      Börnichen/Erzgeb.;994;498;496
30.06.2018;14521110;      Breitenbrunn/Erzgeb.;5264;2569;2695
30.06.2018;14521120;      Burkhardtsdorf;6219;3078;3141
30.06.2018;14521130;      Crottendorf;4060;2010;2050
30.06.2018;14521140;      Deutschneudorf;1025;524;501
30.06.2018;14521150;      Drebach;5115;2591;2524
30.06.2018;14521160;      Ehrenfriedersdorf, Stadt;4777;2295;2482
30.06.2018;14521170;      Eibenstock, Stadt;7392;3625;3767
30.06.2018;14521180;      Elterlein, Stadt;2836;1413;1423
30.06.2018;14521200;      Gelenau/Erzgeb.;4190;2076;2114
30.06.2018;14521210;      Geyer, Stadt;3475;1696;1779
30.06.2018;14521220;      Gornau/Erzgeb.;3816;1861;1955
30.06.2018;14521230;      Gornsdorf;1914;969;945
30.06.2018;14521240;      Großolbersdorf;2831;1407;1424
30.06.2018;14521250;      Großrückerswalde;3412;1727;1685
30.06.2018;14521260;      Grünhain-Beierfeld, Stadt;5928;2934;2994
30.06.2018;14521270;      Grünhainichen;3422;1698;1724
30.06.2018;14521280;      Heidersdorf;810;415;395
30.06.2018;14521290;      Hohndorf;3581;1733;1848
30.06.2018;14521310;      Jahnsdorf/Erzgeb.;5534;2774;2760
30.06.2018;14521320;      Johanngeorgenstadt, Stadt;3974;1927;2047
30.06.2018;14521330;      Jöhstadt, Stadt;2676;1368;1308
30.06.2018;14521340;      Königswalde;2224;1095;1129
30.06.2018;14521355;      Lauter-Bernsbach, Stadt;8723;4230;4493
30.06.2018;14521370;      Lößnitz, Stadt;8337;4070;4267
30.06.2018;14521380;      Lugau/Erzgeb., Stadt;8017;3881;4136
30.06.2018;14521390;      Marienberg, Stadt;17130;8508;8622
30.06.2018;14521400;      Mildenau;3398;1691;1707
30.06.2018;14521410;      Neukirchen/Erzgeb.;6803;3345;3458
30.06.2018;14521420;      Niederdorf;1319;683;636
30.06.2018;14521430;      Niederwürschnitz;2617;1297;1320
30.06.2018;14521440;      Oberwiesenthal, Kurort, Stadt;2085;1018;1067
30.06.2018;14521450;      Oelsnitz/Erzgeb., Stadt;10990;5316;5674
30.06.2018;14521460;      Olbernhau, Stadt;11074;5456;5618
30.06.2018;14521495;      Pockau-Lengefeld, Stadt;7619;3791;3828
30.06.2018;14521500;      Raschau-Markersbach;5079;2495;2584
30.06.2018;14521510;      Scheibenberg, Stadt;2077;1039;1038
30.06.2018;14521520;      Schlettau, Stadt;2384;1165;1219
30.06.2018;14521530;      Schneeberg, Stadt;13972;6828;7144
30.06.2018;14521540;      Schönheide;4456;2197;2259
30.06.2018;14521550;      Schwarzenberg/Erzgeb., Stadt;16837;8065;8772
30.06.2018;14521560;      Sehmatal;6430;3173;3257
30.06.2018;14521570;      Seiffen/Erzgeb., Kurort;2162;1077;1085
30.06.2018;14521590;      Stollberg/Erzgeb., Stadt;11280;5459;5821
30.06.2018;14521600;      Stützengrün;3198;1583;1615
30.06.2018;14521610;      Tannenberg;1134;568;566
30.06.2018;14521620;      Thalheim/Erzgeb., Stadt;6117;2952;3165
30.06.2018;14521630;      Thermalbad Wiesenbad;3279;1621;1658
30.06.2018;14521640;      Thum, Stadt;5202;2549;2653
30.06.2018;14521670;      Wolkenstein, Stadt;3896;1929;1967
30.06.2018;14521690;      Zschopau, Stadt, Motorradstadt;9202;4393;4809
30.06.2018;14521700;      Zschorlau;5329;2587;2742
30.06.2018;14521710;      Zwönitz, Stadt;12052;5863;6189
30.06.2018;14522;    Mittelsachsen, Landkreis;306946;152623;154323
30.06.2018;14522010;      Altmittweida;1911;945;966
30.06.2018;14522020;      Augustusburg, Stadt;4541;2249;2292
30.06.2018;14522035;      Bobritzsch-Hilbersdorf;5715;2850;2865
30.06.2018;14522050;      Brand-Erbisdorf, Stadt;9500;4635;4865
30.06.2018;14522060;      Burgstädt, Stadt;10693;5200;5493
30.06.2018;14522070;      Claußnitz;3069;1521;1548
30.06.2018;14522080;      Döbeln, Stadt;23679;11639;12040
30.06.2018;14522090;      Dorfchemnitz;1551;786;765
30.06.2018;14522110;      Eppendorf;4120;1995;2125
30.06.2018;14522120;      Erlau;3199;1642;1557
30.06.2018;14522140;      Flöha, Stadt;10738;5207;5531
30.06.2018;14522150;      Frankenberg/Sa., Stadt, Garnisonsstadt;14152;7025;7127
30.06.2018;14522170;      Frauenstein, Stadt;2874;1460;1414
30.06.2018;14522180;      Freiberg, Stadt, Universitätsstadt;41136;20691;20445
30.06.2018;14522190;      Geringswalde, Stadt;4190;2047;2143
30.06.2018;14522200;      Großhartmannsdorf;2471;1268;1203
30.06.2018;14522210;      Großschirma, Stadt;5637;2831;2806
30.06.2018;14522220;      Großweitzschen;2760;1408;1352
30.06.2018;14522230;      Hainichen, Stadt;8572;4270;4302
30.06.2018;14522240;      Halsbrücke;5108;2510;2598
30.06.2018;14522250;      Hartha, Stadt;7058;3485;3573
30.06.2018;14522260;      Hartmannsdorf (Landkreis Mittelsachsen);4421;2147;2274
30.06.2018;14522275;      Jahnatal;4889;2457;2432
30.06.2018;14522280;      Königsfeld;1431;728;703
30.06.2018;14522290;      Königshain-Wiederau;2620;1331;1289
30.06.2018;14522300;      Kriebstein;2093;1041;1052
30.06.2018;14522310;      Leisnig, Stadt;8282;4031;4251
30.06.2018;14522320;      Leubsdorf;3340;1683;1657
30.06.2018;14522330;      Lichtenau;7119;3553;3566
30.06.2018;14522340;      Lichtenberg/Erzgeb.;2696;1312;1384
30.06.2018;14522350;      Lunzenau, Stadt;4250;2092;2158
30.06.2018;14522360;      Mittweida, Stadt, Hochschulstadt;14717;7326;7391
30.06.2018;14522380;      Mühlau;2131;1070;1061
30.06.2018;14522390;      Mulda/Sa.;2525;1261;1264
30.06.2018;14522400;      Neuhausen/Erzgeb.;2567;1308;1259
30.06.2018;14522420;      Niederwiesa;4875;2406;2469
30.06.2018;14522430;      Oberschöna;3313;1670;1643
30.06.2018;14522440;      Oederan, Stadt;8008;3976;4032
30.06.2018;14522460;      Penig, Stadt;8792;4322;4470
30.06.2018;14522470;      Rechenberg-Bienenmühle;1880;953;927
30.06.2018;14522480;      Reinsberg;2916;1466;1450
30.06.2018;14522490;      Rochlitz, Stadt;5758;2768;2990
30.06.2018;14522500;      Rossau;3542;1796;1746
30.06.2018;14522510;      Roßwein, Stadt;7550;3805;3745
30.06.2018;14522520;      Sayda, Stadt;1794;891;903
30.06.2018;14522530;      Seelitz;1734;865;869
30.06.2018;14522540;      Striegistal;4633;2369;2264
30.06.2018;14522550;      Taura;2384;1159;1225
30.06.2018;14522570;      Waldheim, Stadt;8986;4609;4377
30.06.2018;14522580;      Wechselburg;1818;919;899
30.06.2018;14522590;      Weißenborn/Erzgeb.;2509;1290;1219
30.06.2018;14522600;      Zettlitz;699;355;344
30.06.2018;14523;    Vogtlandkreis;228607;111438;117169
30.06.2018;14523010;      Adorf/Vogtl., Stadt;4983;2394;2589
30.06.2018;14523020;      Auerbach/Vogtl., Stadt;18460;8885;9575
30.06.2018;14523030;      Bad Brambach;1851;879;972
30.06.2018;14523040;      Bad Elster, Stadt;3649;1755;1894
30.06.2018;14523050;      Bergen;960;477;483
30.06.2018;14523060;      Bösenbrunn;1158;561;597
30.06.2018;14523080;      Eichigt;1196;628;568
30.06.2018;14523090;      Ellefeld;2556;1236;1320
30.06.2018;14523100;      Elsterberg, Stadt;3971;1932;2039
30.06.2018;14523120;      Falkenstein/Vogtl., Stadt;8108;3858;4250
30.06.2018;14523130;      Grünbach;1699;841;858
30.06.2018;14523150;      Heinsdorfergrund;1968;964;1004
30.06.2018;14523160;      Klingenthal, Stadt;8437;4070;4367
30.06.2018;14523170;      Lengenfeld, Stadt;7112;3488;3624
30.06.2018;14523190;      Limbach;1463;707;756
30.06.2018;14523200;      Markneukirchen, Stadt;7590;3723;3867
30.06.2018;14523230;      Mühlental;1294;664;630
30.06.2018;14523245;      Muldenhammer;3073;1538;1535
30.06.2018;14523260;      Netzschkau, Stadt;3916;1890;2026
30.06.2018;14523270;      Neuensalz;2104;1050;1054
30.06.2018;14523280;      Neumark;2986;1504;1482
30.06.2018;14523290;      Neustadt/Vogtl.;972;489;483
30.06.2018;14523300;      Oelsnitz/Vogtl., Stadt;10308;5029;5279
30.06.2018;14523310;      Pausa-Mühltroff, Stadt;4939;2442;2497
30.06.2018;14523320;      Plauen, Stadt;65107;31763;33344
30.06.2018;14523330;      Pöhl;2534;1271;1263
30.06.2018;14523340;      Reichenbach im Vogtland, Stadt;20748;9979;10769
30.06.2018;14523360;      Rodewisch, Stadt;6433;3154;3279
30.06.2018;14523365;      Rosenbach/Vogtl.;4208;2078;2130
30.06.2018;14523370;      Schöneck/Vogtl., Stadt;3168;1532;1636
30.06.2018;14523380;      Steinberg;2818;1378;1440
30.06.2018;14523410;      Theuma;1016;518;498
30.06.2018;14523420;      Tirpersdorf;1385;677;708
30.06.2018;14523430;      Treuen, Stadt;7881;3851;4030
30.06.2018;14523440;      Triebel/Vogtl.;1227;614;613
30.06.2018;14523450;      Weischlitz;5851;2885;2966
30.06.2018;14523460;      Werda;1478;734;744
30.06.2018;14524;    Zwickau, Landkreis;318542;155383;163159
30.06.2018;14524010;      Bernsdorf (Landkreis Zwickau);2200;1110;1090
30.06.2018;14524020;      Callenberg;4932;2457;2475
30.06.2018;14524030;      Crimmitschau, Stadt;18604;8963;9641
30.06.2018;14524040;      Crinitzberg;1921;949;972
30.06.2018;14524050;      Dennheritz;1319;660;659
30.06.2018;14524060;      Fraureuth;5198;2523;2675
30.06.2018;14524070;      Gersdorf;4025;1979;2046
30.06.2018;14524080;      Glauchau, Stadt;22617;11111;11506
30.06.2018;14524090;      Hartenstein, Stadt;4594;2231;2363
30.06.2018;14524100;      Hartmannsdorf b. Kirchberg;1363;655;708
30.06.2018;14524110;      Hirschfeld;1187;595;592
30.06.2018;14524120;      Hohenstein-Ernstthal, Stadt;14656;7036;7620
30.06.2018;14524130;      Kirchberg, Stadt;8322;4019;4303
30.06.2018;14524140;      Langenbernsdorf;3543;1798;1745
30.06.2018;14524150;      Langenweißbach;2477;1229;1248
30.06.2018;14524160;      Lichtenstein/Sa., Stadt;11376;5455;5921
30.06.2018;14524170;      Lichtentanne;6489;3121;3368
30.06.2018;14524180;      Limbach-Oberfrohna, Stadt;24030;11745;12285
30.06.2018;14524190;      Meerane, Stadt;14322;6888;7434
30.06.2018;14524200;      Mülsen;11182;5474;5708
30.06.2018;14524210;      Neukirchen/Pleiße;3889;1917;1972
30.06.2018;14524220;      Niederfrohna;2216;1112;1104
30.06.2018;14524230;      Oberlungwitz, Stadt;5906;2870;3036
30.06.2018;14524240;      Oberwiera;1005;495;510
30.06.2018;14524250;      Reinsdorf;7451;3668;3783
30.06.2018;14524260;      Remse;1630;793;837
30.06.2018;14524270;      Schönberg;896;456;440
30.06.2018;14524280;      St. Egidien;3261;1610;1651
30.06.2018;14524290;      Waldenburg, Stadt;3967;1950;2017
30.06.2018;14524300;      Werdau, Stadt;20730;10222;10508
30.06.2018;14524310;      Wildenfels, Stadt;3620;1824;1796
30.06.2018;14524320;      Wilkau-Haßlau, Stadt;9813;4690;5123
30.06.2018;14524330;      Zwickau, Stadt;89801;43778;46023
30.06.2018;146;  Dresden, NUTS 2-Region;1596664;789605;807059
30.06.2018;14612;    Dresden, Stadt;551726;275062;276664
30.06.2018;14612000;      Dresden, Stadt;551726;275062;276664
30.06.2018;14625;    Bautzen, Landkreis;301695;148905;152790
30.06.2018;14625010;      Arnsdorf;4874;2546;2328
30.06.2018;14625020;      Bautzen, Stadt;39312;19032;20280
30.06.2018;14625030;      Bernsdorf, Stadt (Landkreis Bautzen);6543;3227;3316
30.06.2018;14625040;      Bischofswerda, Stadt;10977;5274;5703
30.06.2018;14625060;      Burkau;2600;1326;1274
30.06.2018;14625080;      Crostwitz;1031;501;530
30.06.2018;14625090;      Cunewalde;4670;2293;2377
30.06.2018;14625100;      Demitz-Thumitz;2681;1346;1335
30.06.2018;14625110;      Doberschau-Gaußig;4157;2111;2046
30.06.2018;14625120;      Elsterheide;3488;1747;1741
30.06.2018;14625130;      Elstra, Stadt;2740;1397;1343
30.06.2018;14625140;      Frankenthal;929;454;475
30.06.2018;14625150;      Göda;3075;1541;1534
30.06.2018;14625160;      Großdubrau;4244;2129;2115
30.06.2018;14625170;      Großharthau;2736;1350;1386
30.06.2018;14625180;      Großnaundorf;969;477;492
30.06.2018;14625190;      Großpostwitz/O.L.;2707;1341;1366
30.06.2018;14625200;      Großröhrsdorf, Stadt;9495;4668;4827
30.06.2018;14625220;      Haselbachtal;4067;2066;2001
30.06.2018;14625230;      Hochkirch;2287;1154;1133
30.06.2018;14625240;      Hoyerswerda, Stadt;32819;15761;17058
30.06.2018;14625250;      Kamenz, Stadt;16807;8255;8552
30.06.2018;14625270;      Königsbrück, Stadt;4429;2157;2272
30.06.2018;14625280;      Königswartha;3504;1759;1745
30.06.2018;14625290;      Kubschütz;2553;1302;1251
30.06.2018;14625300;      Laußnitz;1856;953;903
30.06.2018;14625310;      Lauta, Stadt;8442;4125;4317
30.06.2018;14625320;      Lichtenberg (Landkreis Bautzen);1621;812;809
30.06.2018;14625330;      Lohsa;5283;2606;2677
30.06.2018;14625340;      Malschwitz;4703;2380;2323
30.06.2018;14625350;      Nebelschütz;1193;606;587
30.06.2018;14625360;      Neschwitz;2440;1212;1228
30.06.2018;14625370;      Neukirch;1623;816;807
30.06.2018;14625380;      Neukirch/Lausitz;4918;2415;2503
30.06.2018;14625390;      Obergurig;2079;1033;1046
30.06.2018;14625410;      Ohorn;2430;1220;1210
30.06.2018;14625420;      Oßling;2255;1183;1072
30.06.2018;14625430;      Ottendorf-Okrilla;9963;5004;4959
30.06.2018;14625440;      Panschwitz-Kuckau;2085;984;1101
30.06.2018;14625450;      Pulsnitz, Stadt;7472;3642;3830
30.06.2018;14625460;      Puschwitz;808;405;403
30.06.2018;14625470;      Räckelwitz;1122;568;554
30.06.2018;14625480;      Radeberg, Stadt;18477;9057;9420
30.06.2018;14625490;      Radibor;3127;1574;1553
30.06.2018;14625500;      Ralbitz-Rosenthal;1681;901;780
30.06.2018;14625510;      Rammenau;1371;690;681
30.06.2018;14625525;      Schirgiswalde-Kirschau, Stadt;6261;3132;3129
30.06.2018;14625530;      Schmölln-Putzkau;3029;1506;1523
30.06.2018;14625550;      Schwepnitz;2502;1287;1215
30.06.2018;14625560;      Sohland a. d. Spree;6806;3394;3412
30.06.2018;14625570;      Spreetal;1864;929;935
30.06.2018;14625580;      Steina;1629;825;804
30.06.2018;14625590;      Steinigtwolmsdorf;2876;1469;1407
30.06.2018;14625600;      Wachau;4277;2180;2097
30.06.2018;14625610;      Weißenberg, Stadt;3148;1611;1537
30.06.2018;14625630;      Wilthen, Stadt;4933;2365;2568
30.06.2018;14625640;      Wittichenau, Stadt;5727;2807;2920
30.06.2018;14626;    Görlitz, Landkreis;255421;125096;130325
30.06.2018;14626010;      Bad Muskau, Stadt;3648;1785;1863
30.06.2018;14626020;      Beiersdorf;1143;575;568
30.06.2018;14626030;      Bernstadt a. d. Eigen, Stadt;3339;1678;1661
30.06.2018;14626050;      Bertsdorf-Hörnitz;2097;1052;1045
30.06.2018;14626060;      Boxberg/O.L.;4467;2214;2253
30.06.2018;14626070;      Dürrhennersdorf;981;494;487
30.06.2018;14626085;      Ebersbach-Neugersdorf, Stadt;12011;5807;6204
30.06.2018;14626100;      Gablenz;1598;793;805
30.06.2018;14626110;      Görlitz, Stadt;56242;27128;29114
30.06.2018;14626120;      Groß Düben;1076;550;526
30.06.2018;14626140;      Großschönau;5440;2643;2797
30.06.2018;14626150;      Großschweidnitz;1306;700;606
30.06.2018;14626160;      Hähnichen;1236;631;605
30.06.2018;14626170;      Hainewalde;1494;736;758
30.06.2018;14626180;      Herrnhut, Stadt;5950;2932;3018
30.06.2018;14626190;      Hohendubrau;1895;951;944
30.06.2018;14626200;      Horka;1745;886;859
30.06.2018;14626210;      Jonsdorf, Kurort;1534;735;799
30.06.2018;14626230;      Kodersdorf;2445;1227;1218
30.06.2018;14626240;      Königshain;1188;599;589
30.06.2018;14626245;      Kottmar;7323;3597;3726
30.06.2018;14626250;      Krauschwitz i.d. O.L.;3452;1716;1736
30.06.2018;14626260;      Kreba-Neudorf;871;437;434
30.06.2018;14626270;      Lawalde;1849;889;960
30.06.2018;14626280;      Leutersdorf;3520;1748;1772
30.06.2018;14626290;      Löbau, Stadt;14673;7151;7522
30.06.2018;14626300;      Markersdorf;3921;1984;1937
30.06.2018;14626310;      Mittelherwigsdorf;3652;1850;1802
30.06.2018;14626320;      Mücka;973;492;481
30.06.2018;14626330;      Neißeaue;1719;853;866
30.06.2018;14626350;      Neusalza-Spremberg, Stadt;3400;1681;1719
30.06.2018;14626370;      Niesky, Stadt;9407;4562;4845
30.06.2018;14626390;      Oderwitz;5133;2489;2644
30.06.2018;14626400;      Olbersdorf;4754;2293;2461
30.06.2018;14626410;      Oppach;2351;1133;1218
30.06.2018;14626420;      Ostritz, Stadt;2280;1120;1160
30.06.2018;14626430;      Oybin;1382;671;711
30.06.2018;14626440;      Quitzdorf am See;1284;642;642
30.06.2018;14626450;      Reichenbach/O.L., Stadt;4956;2452;2504
30.06.2018;14626460;      Rietschen;2524;1216;1308
30.06.2018;14626470;      Rosenbach;1569;803;766
30.06.2018;14626480;      Rothenburg/O.L., Stadt;4531;2273;2258
30.06.2018;14626490;      Schleife;2449;1197;1252
30.06.2018;14626500;      Schönau-Berzdorf a. d. Eigen;1484;750;734
30.06.2018;14626510;      Schönbach;1110;570;540
30.06.2018;14626520;      Schöpstal;2399;1215;1184
30.06.2018;14626530;      Seifhennersdorf, Stadt;3672;1792;1880
30.06.2018;14626560;      Trebendorf;898;443;455
30.06.2018;14626570;      Vierkirchen;1689;854;835
30.06.2018;14626580;      Waldhufen;2369;1190;1179
30.06.2018;14626590;      Weißkeißel;1306;666;640
30.06.2018;14626600;      Weißwasser/O.L., Stadt;16250;7797;8453
30.06.2018;14626610;      Zittau, Stadt;25436;12454;12982
30.06.2018;14627;    Meißen, Landkreis;242446;119471;122975
30.06.2018;14627010;      Coswig, Stadt;20829;9968;10861
30.06.2018;14627020;      Diera-Zehren;3312;1662;1650
30.06.2018;14627030;      Ebersbach (Landkreis Meißen);4380;2226;2154
30.06.2018;14627040;      Glaubitz;2173;1259;914
