"iso3c","date","deaths","population","cmr","asmr_who","asmr_esp","asmr_usa","asmr_country","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"DEU-HE",2021 Q3,16305,6354802,256.6,109.9,229.3,165,253,16150,14528,17771,155,1777,-1466,256.26,236.89,275.63,0.34,19.71,-19.03,105.63,97.46,113.79,4.27,12.44,-3.89,225.02,203.99,246.04,4.28,25.31,-16.74,160.88,146.59,175.18,4.12,18.41,-10.18,249.76,221.63,277.9,3.24,31.37,-24.9
"DEU-HE",2021 Q4,19335,6379086,303.1,125.8,269.6,192.6,298.7,17229,15607,18850,2106,3728,485,275.04,255.67,294.41,28.06,47.43,8.69,112.34,104.18,120.51,13.46,21.62,5.29,242.56,221.54,263.59,27.04,48.06,6.01,172.81,158.51,187.11,19.79,34.09,5.49,266.72,238.59,294.86,31.98,60.11,3.84
"DEU-HE",2022 Q1,18649,6395187,291.6,119.9,258.7,184.4,286.7,19079,17400,20758,-430,1249,-2109,297.49,277.97,317,-5.89,13.63,-25.4,120.77,112.48,129.05,-0.87,7.42,-9.15,265.31,243.99,286.63,-6.61,14.71,-27.93,188.01,173.51,202.51,-3.61,10.89,-18.11,297.42,268.29,326.55,-10.72,18.41,-39.85
"DEU-HE",2022 Q2,17351,6402969,271,113.9,240.7,172.5,265.9,16589,14910,18268,762,2441,-917,264.01,244.49,283.52,6.99,26.51,-12.52,107.24,98.96,115.52,6.66,14.94,-1.62,229.73,208.41,251.05,10.97,32.29,-10.35,164.05,149.55,178.55,8.45,22.95,-6.05,254.63,225.5,283.76,11.27,40.4,-17.86
"DEU-HE",2022 Q3,18358,6410837,286.4,119,253.4,181.3,280.3,16328,14649,18007,2030,3709,351,258.25,238.74,277.77,28.15,47.66,8.63,105.05,96.77,113.33,13.95,22.23,5.67,224.31,202.99,245.63,29.09,50.41,7.77,160.27,145.77,174.77,21.03,35.53,6.53,249.23,220.1,278.36,31.07,60.2,1.94
"DEU-HE",2022 Q4,21008,6418748,327.3,132.4,288.2,204.8,319.8,17407,15728,19086,3601,5280,1922,277.03,257.52,296.55,50.27,69.78,30.75,111.77,103.48,120.05,20.63,28.92,12.35,241.85,220.53,263.17,46.35,67.67,25.03,172.2,157.7,186.7,32.6,47.1,18.1,266.19,237.06,295.32,53.61,82.74,24.48
"DEU-HE",2023 Q1,19510,6426574,303.6,123.2,266.8,190,296,19258,17514,21002,252,1996,-1492,299.48,279.81,319.15,4.12,23.79,-15.55,120.19,111.78,128.6,3.01,11.42,-5.4,264.6,242.95,286.25,2.2,23.85,-19.45,187.39,172.67,202.12,2.61,17.33,-12.12,296.88,266.62,327.14,-0.88,29.38,-31.14
"DEU-HE",2023 Q2,17239,6434356,267.9,112.9,236.3,169.8,260.9,16768,15024,18512,471,2215,-1273,266,246.33,285.67,1.9,21.57,-17.77,106.66,98.25,115.07,6.24,14.65,-2.17,229.02,207.37,250.67,7.28,28.93,-14.37,163.44,148.72,178.16,6.36,21.08,-8.36,254.1,223.84,284.36,6.8,37.06,-23.46
"DEU-HH",2000 Q2,4429,1719469,257.6,140.6,279,203.8,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2000 Q3,4189,1722211,243.2,133.4,264.2,193,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2000 Q4,4633,1724969,268.6,145.1,292.7,212.4,294.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2001 Q1,4741,1726661,274.6,146.4,300.2,217.1,303.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2001 Q2,4420,1727267,255.9,139,280.5,203.9,283.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2001 Q3,4258,1727879,246.4,136.9,270.8,197.8,272.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2001 Q4,4448,1728495,257.3,137.6,284.9,205.2,287.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2002 Q1,4570,1729449,264.3,141.4,293.5,211.7,297.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2002 Q2,4595,1730758,265.5,142.1,295.3,212.7,298.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2002 Q3,4441,1732081,256.4,138.4,285.9,206.4,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2002 Q4,4814,1733411,277.7,150.1,310.3,224,313.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2003 Q1,4983,1734174,287.3,151.7,321.8,230.4,326.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2003 Q2,4366,1734359,251.7,136.4,279.8,202.4,282.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2003 Q3,4320,1734547,249,135.1,275.4,199.9,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2003 Q4,4417,1734735,254.6,135.5,281.5,203,285.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2004 Q1,4657,1735912,268.2,142.4,295.5,213.6,300.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2004 Q2,4315,1738099,248.3,133.3,271,196.6,274.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2004 Q3,4181,1740298,240.2,128.7,261,189.5,264.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2004 Q4,4414,1742509,253.3,134,274.5,199,278.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2005 Q1,4766,1744914,273.2,141.4,295.5,213.1,300.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2005 Q2,4288,1747531,245.4,129.2,264,191.4,267.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2005 Q3,3983,1750177,227.6,117.8,244.2,176,247.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2005 Q4,4319,1752837,246.4,127.3,263.6,190.3,267.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2006 Q1,4445,1756187,253.1,127.6,270.8,193.9,275.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2006 Q2,4319,1760265,245.4,128,261.8,190.1,266.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2006 Q3,4180,1764388,236.9,122.3,252.4,182.3,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2006 Q4,4162,1768534,235.3,121.3,250.8,181.2,254.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2007 Q1,4447,1770808,251.1,125.2,267.7,191.2,272.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2007 Q2,4128,1771173,233.1,121.9,247.4,179.7,250.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2007 Q3,4061,1771542,229.3,116.8,243.1,174.8,246.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2007 Q4,4406,1771913,248.6,126.7,263.6,190.1,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2008 Q1,4508,1772361,254.3,126.1,269.6,192.6,274.3,,,,,,,264.85,246.14,283.56,-10.55,8.16,-29.26,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2008 Q2,4194,1772889,236.6,119,249.4,179.3,253.2,,,,,,,234.31,215.6,253.02,2.29,21,-16.42,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2008 Q3,4005,1773420,225.8,114.5,237.1,170.9,240,,,,,,,228.17,209.46,246.88,-2.37,16.34,-21.08,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2008 Q4,4375,1773954,246.6,123.3,258.4,185.7,262.1,,,,,,,247.26,228.55,265.97,-0.66,18.05,-19.37,,,,,,,,,,,,,,,,,,,,,,,,
"DEU-HH",2009 Q1,4836,1775714,272.3,132.2,285,203,289.6,,,,,,,264.54,245.98,283.11,7.76,26.32,-10.81,130.78,122.35,139.22,1.42,9.85,-7.02,274.11,254.17,294.04,10.89,30.83,-9.04,196.75,183.13,210.36,6.25,19.87,-7.36,,,,,,
"DEU-HH",2009 Q2,4145,1778745,233,116.5,242.7,174.5,245.6,,,,,,,234,215.44,252.57,-1,17.56,-19.57,118.01,109.57,126.45,-1.51,6.93,-9.95,241.64,221.71,261.58,1.06,20.99,-18.88,174.67,161.06,188.29,-0.17,13.44,-13.79,,,,,,
"DEU-HH",2009 Q3,3930,1781810,220.6,113.4,228.9,166,230.6,,,,,,,227.86,209.3,246.43,-7.26,11.3,-25.83,115.38,106.95,123.82,-1.98,6.45,-10.42,235.88,215.94,255.82,-6.98,12.96,-26.92,170.51,156.89,184.13,-4.51,9.11,-18.13,,,,,,
"DEU-HH",2009 Q4,4274,1784891,239.4,120.5,248.3,179.2,251.2,,,,,,,246.95,228.39,265.52,-7.55,11.01,-26.12,122.15,113.71,130.58,-1.65,6.79,-10.08,254.58,234.64,274.52,-6.28,13.66,-26.22,182.88,169.26,196.5,-3.68,9.94,-17.3,,,,,,
"DEU-HH",2010 Q1,4415,1778126,248.3,121.2,256.7,183.6,259.7,,,,,,,264.24,245.79,282.69,-15.94,2.51,-34.39,129.8,121.44,138.16,-8.6,-0.24,-16.96,272.86,253.1,292.62,-16.16,3.6,-35.92,195.62,182.12,209.11,-12.02,1.48,-25.51,274.62,253.84,295.41,-14.92,5.86,-35.71
"DEU-HH",2010 Q2,4119,1761201,233.9,119.6,241.1,175.4,243.7,,,,,,,233.7,215.25,252.15,0.2,18.65,-18.25,117.03,108.67,125.39,2.57,10.93,-5.79,240.4,220.64,260.16,0.7,20.46,-19.06,173.54,160.05,187.04,1.86,15.35,-11.64,242.49,221.71,263.28,1.21,21.99,-19.58
"DEU-HH",2010 Q3,4207,1744089,241.2,120.1,248.2,178.9,250.8,,,,,,,227.55,209.11,246,13.65,32.09,-4.8,114.4,106.04,122.76,5.7,14.06,-2.66,234.63,214.88,254.39,13.57,33.32,-6.19,169.38,155.88,182.88,9.52,23.02,-3.98,237.23,216.45,258.02,13.57,34.35,-7.22
"DEU-HH",2010 Q4,4336,1726883,251.1,122.4,257.8,184.4,260.1,,,,,,,246.65,228.2,265.1,4.45,22.9,-14,121.17,112.81,129.53,1.23,9.59,-7.13,253.33,233.58,273.09,4.47,24.22,-15.29,181.75,168.26,195.25,2.65,16.14,-10.85,256.34,235.56,277.13,3.76,24.54,-17.03
"DEU-HH",2011 Q1,4438,1720148,258,127.2,264.3,190.2,267.4,,,,,,,263.93,245.57,282.29,-5.93,12.43,-24.29,128.83,120.52,137.13,-1.63,6.68,-9.93,271.62,252,291.24,-7.32,12.3,-26.94,194.49,181.09,207.89,-4.29,9.11,-17.69,273.28,252.71,293.85,-5.88,14.69,-26.45
"DEU-HH",2011 Q2,4193,1724136,243.2,122.3,248.6,179.8,250.1,,,,,,,233.39,215.03,251.75,9.81,28.17,-8.55,116.05,107.75,124.35,6.25,14.55,-2.05,239.15,219.53,258.77,9.45,29.07,-10.17,172.41,159.02,185.81,7.39,20.78,-6.01,241.15,220.58,261.72,8.95,29.52,-11.62
"DEU-HH",2011 Q3,4065,1728169,235.2,116.5,240.2,173.2,242.4,,,,,,,227.25,208.89,245.61,7.95,26.31,-10.41,113.43,105.12,121.73,3.07,11.38,-5.23,233.39,213.77,253.01,6.81,26.43,-12.81,168.25,154.85,181.65,4.95,18.35,-8.45,235.89,215.32,256.46,6.51,27.08,-14.06
"DEU-HH",2011 Q4,4354,1732223,251.4,122.9,256.4,184.3,259.2,,,,,,,246.34,227.98,264.7,5.06,23.42,-13.3,120.19,111.89,128.49,2.71,11.01,-5.59,252.09,232.47,271.71,4.31,23.93,-15.31,180.62,167.22,194.02,3.68,17.08,-9.72,255,234.43,275.57,4.2,24.77,-16.37
"DEU-HH",2012 Q1,4421,1735756,254.7,124.2,259.4,186,261.3,,,,,,,263.63,245.32,281.93,-8.93,9.38,-27.23,127.85,119.59,136.11,-3.65,4.61,-11.91,270.37,250.85,289.89,-10.97,8.55,-30.49,193.36,180.03,206.69,-7.36,5.97,-20.69,271.94,251.54,292.34,-10.64,9.76,-31.04
"DEU-HH",2012 Q2,4069,1738757,234,113.5,237.7,170.4,240,,,,,,,233.08,214.78,251.39,0.92,19.22,-17.39,115.07,106.82,123.33,-1.57,6.68,-9.83,237.91,218.39,257.43,-0.21,19.31,-19.73,171.29,157.95,184.62,-0.89,12.45,-14.22,239.81,219.41,260.21,0.19,20.59,-20.21
"DEU-HH",2012 Q3,4022,1741775,230.9,112.7,234.1,168.3,236.1,,,,,,,226.94,208.64,245.24,3.96,22.26,-14.34,112.45,104.19,120.71,0.25,8.51,-8.01,232.14,212.63,251.66,1.96,21.47,-17.56,167.12,153.79,180.45,1.18,14.51,-12.15,234.55,214.15,254.95,1.55,21.95,-18.85
"DEU-HH",2012 Q4,4487,1744809,257.1,123,260.4,185.5,261.8,,,,,,,246.03,227.73,264.34,11.07,29.37,-7.24,119.21,110.95,127.47,3.79,12.05,-4.47,250.84,231.33,270.36,9.56,29.07,-9.96,179.49,166.16,192.83,6.01,19.34,-7.33,253.66,233.26,274.06,8.14,28.54,-12.26
"DEU-HH",2013 Q1,5002,1748347,286.1,134.1,289,205.1,291.3,,,,,,,263.32,245.05,281.59,22.78,41.05,4.51,126.87,118.64,135.1,7.23,15.46,-1,269.13,249.67,288.58,19.87,39.33,0.42,192.23,178.94,205.52,12.87,26.16,-0.42,270.6,250.31,290.89,20.7,40.99,0.41
"DEU-HH",2013 Q2,4108,1752426,234.4,113.4,236.2,169.4,237.8,,,,,,,232.78,214.51,251.05,1.62,19.89,-16.65,114.1,105.86,122.33,-0.7,7.54,-8.93,236.66,217.21,256.12,-0.46,18.99,-19.92,170.16,156.87,183.45,-0.76,12.53,-14.05,238.47,218.18,258.76,-0.67,19.62,-20.96
"DEU-HH",2013 Q3,3958,1756549,225.3,111.7,226.6,164.2,228,,,,,,,226.64,208.36,244.91,-1.34,16.94,-19.61,111.47,103.24,119.7,0.23,8.46,-8,230.9,211.44,250.36,-4.3,15.16,-23.76,165.99,152.7,179.28,-1.79,11.5,-15.08,233.21,212.92,253.5,-5.21,15.08,-25.5
"DEU-HH",2013 Q4,4204,1760695,238.8,113.4,239,171.1,241.8,,,,,,,245.73,227.46,264,-6.93,11.34,-25.2,118.23,110,126.47,-4.83,3.4,-13.07,249.6,230.14,269.06,-10.6,8.86,-30.06,178.37,165.08,191.65,-7.27,6.02,-20.55,252.32,232.03,272.61,-10.52,9.77,-30.81
"DEU-HH",2014 Q1,4270,1765792,241.8,115.6,242.4,173.6,244.1,,,,,,,263.01,244.74,281.29,-21.21,-2.94,-39.49,125.89,117.67,134.12,-10.29,-2.07,-18.52,267.88,248.44,287.32,-25.48,-6.04,-44.92,191.1,177.82,204.38,-17.5,-4.22,-30.78,269.26,249.02,289.5,-25.16,-4.92,-45.4
"DEU-HH",2014 Q2,4090,1771896,230.9,110.8,231.6,165.7,232.7,,,,,,,232.47,214.2,250.74,-1.57,16.7,-19.84,113.12,104.89,121.34,-2.32,5.91,-10.54,235.42,215.98,254.86,-3.82,15.62,-23.26,169.03,155.75,182.3,-3.33,9.95,-16.6,237.13,216.89,257.37,-4.43,15.81,-24.67
"DEU-HH",2014 Q3,4036,1778067,227,110.3,228,163.9,228.9,,,,,,,226.33,208.06,244.6,0.67,18.94,-17.6,110.49,102.27,118.72,-0.19,8.03,-8.42,229.65,210.22,249.09,-1.65,17.78,-21.09,164.86,151.59,178.14,-0.96,12.31,-14.24,231.87,211.63,252.11,-2.97,17.27,-23.21
"DEU-HH",2014 Q4,4382,1784272,245.6,117.5,245.9,176.3,247.9,,,,,,,245.42,227.15,263.69,0.18,18.45,-18.09,117.25,109.03,125.48,0.25,8.47,-7.98,248.35,228.92,267.79,-2.45,16.98,-21.89,177.24,163.96,190.51,-0.94,12.34,-14.21,250.98,230.74,271.22,-3.08,17.16,-23.32
"DEU-HH",2015 Q1,5048,1790216,282,133.4,282.6,202,285.2,4862,4541,5183,186,507,-135,262.71,244.41,281.01,19.29,37.59,0.99,124.91,116.68,133.15,8.49,16.72,0.25,266.64,247.18,286.09,15.96,35.42,-3.49,189.97,176.68,203.26,12.03,25.32,-1.26,267.92,247.68,288.16,17.28,37.52,-2.96
"DEU-HH",2015 Q2,4165,1795926,231.9,112.5,232.6,167.5,234.4,4151,3831,4472,14,334,-307,232.17,213.86,250.47,-0.27,18.04,-18.57,112.14,103.91,120.37,0.36,8.59,-7.87,234.17,214.72,253.63,-1.57,17.88,-21.03,167.9,154.61,181.19,-0.4,12.89,-13.69,235.79,215.55,256.03,-1.39,18.85,-21.63
"DEU-HH",2015 Q3,3971,1801699,220.4,106.3,221.7,158.7,222.5,4036,3715,4357,-65,256,-386,226.02,207.72,244.33,-5.62,12.68,-23.93,109.51,101.28,117.75,-3.21,5.02,-11.45,228.41,208.95,247.87,-6.71,12.75,-26.17,163.73,150.45,177.02,-5.03,8.25,-18.32,230.53,210.29,250.77,-8.03,12.21,-28.27
"DEU-HH",2015 Q4,4389,1807504,242.8,113.3,244.1,173.2,246,4428,4108,4749,-39,281,-360,245.12,226.81,263.42,-2.32,15.99,-20.62,116.28,108.04,124.51,-2.98,5.26,-11.21,247.11,227.65,266.57,-3.01,16.45,-22.47,176.11,162.82,189.4,-2.91,10.38,-16.2,249.64,229.4,269.88,-3.64,16.6,-23.88
"DEU-HH",2016 Q1,4638,1812915,255.9,123.2,257.6,184.6,259.2,4880,4569,5192,-242,69,-554,262.4,244.04,280.76,-6.5,11.86,-24.86,123.93,115.68,132.19,-0.73,7.52,-8.99,265.39,245.87,284.91,-7.79,11.73,-27.31,188.84,175.51,202.17,-4.24,9.09,-17.57,266.58,246.29,286.87,-7.38,12.91,-27.67
"DEU-HH",2016 Q2,4117,1817924,226.5,108.4,228.1,163.2,229.8,4170,3858,4481,-53,259,-364,231.86,213.5,250.22,-5.36,13,-23.72,111.16,102.9,119.42,-2.76,5.5,-11.02,232.93,213.41,252.45,-4.83,14.69,-24.35,166.77,153.44,180.1,-3.57,9.76,-16.9,234.45,214.16,254.74,-4.65,15.64,-24.94
"DEU-HH",2016 Q3,3952,1822960,216.8,103.9,219.4,156.4,220.3,4054,3743,4366,-102,209,-414,225.72,207.36,244.08,-8.92,9.44,-27.28,108.53,100.28,116.79,-4.63,3.62,-12.89,227.16,207.65,246.68,-7.76,11.75,-27.28,162.61,149.27,175.94,-6.21,7.13,-19.54,229.19,208.9,249.48,-8.89,11.4,-29.18
"DEU-HH",2016 Q4,4544,1828024,248.6,116.5,252,178.3,253.3,4447,4135,4758,97,409,-214,244.81,226.45,263.17,3.79,22.15,-14.57,115.3,107.04,123.56,1.2,9.46,-7.06,245.86,226.35,265.38,6.14,25.65,-13.38,174.98,161.65,188.31,3.32,16.65,-10.01,248.3,228.01,268.59,5,25.29,-15.29
"DEU-HH",2017 Q1,5018,1831876,273.9,129.2,276.8,196.9,279.2,4899,4591,5207,119,427,-189,262.1,243.65,280.54,11.8,30.25,-6.64,122.96,114.65,131.26,6.24,14.55,-2.06,264.15,244.53,283.77,12.65,32.27,-6.97,187.71,174.31,201.11,9.19,22.59,-4.21,265.24,244.84,285.64,13.96,34.36,-6.44
"DEU-HH",2017 Q2,4127,1834503,225,108.2,227.4,162.6,228.9,4188,3880,4496,-61,247,-369,231.55,213.1,250,-6.55,11.9,-25,110.18,101.88,118.49,-1.98,6.32,-10.29,231.68,212.06,251.3,-4.28,15.34,-23.9,165.64,152.24,179.04,-3.04,10.36,-16.44,233.11,212.71,253.51,-4.21,16.19,-24.61
"DEU-HH",2017 Q3,4144,1837159,225.6,107.9,229,163,230,4073,3764,4381,71,380,-237,225.41,206.96,243.86,0.19,18.64,-18.26,107.56,99.25,115.86,0.34,8.65,-7.96,225.92,206.3,245.54,3.08,22.7,-16.54,161.48,148.08,174.88,1.52,14.92,-11.88,227.85,207.45,248.25,2.15,22.55,-18.25
"DEU-HH",2017 Q4,4358,1839829,236.9,111.8,240.2,170.4,241.6,4465,4157,4773,-107,201,-415,244.5,226.05,262.95,-7.6,10.85,-26.05,114.32,106.02,122.62,-2.52,5.78,-10.82,244.62,225,264.24,-4.42,15.2,-24.04,173.85,160.45,187.25,-3.45,9.95,-16.85,246.96,226.56,267.36,-5.36,15.04,-25.76
"DEU-HH",2018 Q1,5130,1841920,278.5,126.9,281.1,197.9,284.2,4917,4606,5229,213,524,-99,261.79,243.22,280.35,16.71,35.28,-1.85,121.98,113.62,130.34,4.92,13.28,-3.44,262.9,243.14,282.66,18.2,37.96,-1.56,186.58,173.09,200.08,11.32,24.81,-2.18,263.9,243.33,284.47,20.3,40.87,-0.27
"DEU-HH",2018 Q2,4260,1843426,231.1,110.2,233.2,166.3,234.8,4207,3895,4518,53,365,-258,231.25,212.68,249.81,-0.15,18.42,-18.71,109.21,100.84,117.57,0.99,9.36,-7.37,230.44,210.68,250.2,2.76,22.52,-17,164.51,151.02,178.01,1.79,15.28,-11.71,231.77,211.2,252.34,3.03,23.6,-17.54
"DEU-HH",2018 Q3,4230,1844948,229.3,108.3,231.1,164.4,232.6,4091,3780,4402,139,450,-172,225.11,206.54,243.67,4.19,22.76,-14.37,106.58,98.22,114.94,1.72,10.08,-6.64,224.67,204.92,244.43,6.43,26.18,-13.33,160.35,146.85,173.84,4.05,17.55,-9.44,226.51,205.94,247.08,6.09,26.66,-14.48
"DEU-HH",2018 Q4,4552,1846479,246.5,117,247.6,176.4,249,4484,4172,4795,68,380,-243,244.2,225.63,262.76,2.3,20.87,-16.26,113.34,104.98,121.7,3.66,12.02,-4.7,243.37,223.62,263.13,4.23,23.98,-15.53,172.72,159.22,186.22,3.68,17.18,-9.82,245.62,225.05,266.19,3.38,23.95,-17.19
"DEU-HH",2019 Q1,4660,1847890,252.2,117.6,251.8,179.2,254.3,4936,4615,5256,-276,45,-596,261.48,242.77,280.19,-9.28,9.43,-27.99,121,112.56,129.44,-3.4,5.04,-11.84,261.66,241.72,281.59,-9.86,10.08,-29.79,185.45,171.84,199.07,-6.25,7.36,-19.87,262.56,241.77,283.34,-8.26,12.53,-29.04
"DEU-HH",2019 Q2,4272,1849186,231,108.9,230.4,164.5,232.4,4225,3904,4546,47,368,-274,230.94,212.23,249.65,0.06,18.77,-18.65,108.23,99.79,116.66,0.67,9.11,-7.76,229.19,209.26,249.13,1.21,21.14,-18.73,163.38,149.76,177,1.12,14.74,-12.5,230.43,209.64,251.21,1.97,22.76,-18.81
"DEU-HH",2019 Q3,4066,1850495,219.7,104.3,219,156.5,220.4,4109,3789,4430,-43,277,-364,224.8,206.09,243.51,-5.1,13.61,-23.81,105.6,97.16,114.04,-1.3,7.14,-9.74,223.43,203.49,243.37,-4.43,15.51,-24.37,159.22,145.6,172.84,-2.72,10.9,-16.34,225.17,204.38,245.95,-4.77,16.02,-25.55
"DEU-HH",2019 Q4,4483,1851812,242.1,111.5,240.2,170.5,242.4,4502,4181,4823,-19,302,-340,243.89,225.18,262.6,-1.79,16.92,-20.5,112.36,103.93,120.8,-0.86,7.57,-9.3,242.13,222.19,262.07,-1.93,18.01,-21.87,171.59,157.97,185.21,-1.09,12.53,-14.71,244.28,223.49,265.06,-1.88,18.91,-22.66
"DEU-HH",2020 Q1,4639,1852657,250.4,113.9,246.9,175.2,250.1,4954,4618,5290,-315,21,-651,261.18,242.3,280.06,-10.78,8.1,-29.66,120.02,111.49,128.55,-6.12,2.41,-14.65,260.41,240.26,280.57,-13.51,6.64,-33.67,184.33,170.56,198.09,-9.13,4.64,-22.89,261.22,240.16,282.27,-11.12,9.94,-32.17
"DEU-HH",2020 Q2,4499,1853019,242.8,113.1,239.3,171.1,242,4243,3908,4579,256,591,-80,230.64,211.75,249.52,12.16,31.05,-6.72,107.25,98.72,115.78,5.85,14.38,-2.68,227.95,207.79,248.1,11.35,31.51,-8.8,162.25,148.49,176.02,8.85,22.61,-4.92,229.09,208.03,250.14,12.91,33.97,-8.14
"DEU-HH",2020 Q3,4295,1853384,231.8,107.7,228,163,230.5,4128,3792,4464,167,503,-169,224.49,205.61,243.38,7.31,26.19,-11.58,104.62,96.09,113.15,3.08,11.61,-5.45,222.18,202.03,242.34,5.82,25.97,-14.34,158.09,144.32,171.85,4.91,18.68,-8.85,223.83,202.77,244.88,6.67,27.73,-14.38
"DEU-HH",2020 Q4,4857,1853750,262,116.9,256.5,181.2,260,4520,4185,4856,337,672,1,243.59,224.7,262.47,18.41,37.3,-0.47,111.39,102.86,119.91,5.51,14.04,-3.01,240.88,220.73,261.04,15.62,35.77,-4.54,170.46,156.7,184.23,10.74,24.5,-3.03,242.94,221.88,263.99,17.06,38.12,-3.99
"DEU-HH",2021 Q1,4956,1858591,266.7,121.1,261.7,185.6,264.3,4973,4617,5328,-17,339,-372,260.87,241.79,279.95,5.83,24.91,-13.25,119.04,110.41,127.68,2.06,10.69,-6.58,259.17,238.76,279.57,2.53,22.94,-17.87,183.2,169.26,197.13,2.4,16.34,-11.53,259.88,238.5,281.25,4.42,25.8,-16.95
"DEU-HH",2021 Q2,4430,1868059,237.1,113,234,168.1,235.6,4262,3906,4618,168,524,-188,230.33,211.25,249.41,6.77,25.85,-12.31,106.27,97.64,114.91,6.73,15.36,-1.91,226.7,206.3,247.11,7.3,27.7,-13.11,161.12,147.19,175.06,6.98,20.91,-6.96,227.75,206.37,249.12,7.85,29.23,-13.52
"DEU-HH",2021 Q3,4488,1877632,239,112.1,235.6,168.6,237.9,4146,3790,4502,342,698,-14,224.19,205.11,243.27,14.81,33.89,-4.27,103.64,95.01,112.28,8.46,17.09,-0.18,220.94,200.53,241.35,14.66,35.07,-5.75,156.96,143.02,170.9,11.64,25.58,-2.3,222.49,201.11,243.86,15.41,36.79,-5.96
"DEU-HH",2021 Q4,4984,1887257,264,122.4,260,185.5,262.6,4539,4183,4895,445,801,89,243.28,224.2,262.36,20.72,39.8,1.64,110.41,101.77,119.04,11.99,20.63,3.36,239.64,219.23,260.05,20.36,40.77,-0.05,169.33,155.4,183.27,16.17,30.1,2.23,241.6,220.22,262.97,21,42.38,-0.37
