"iso3c","date","deaths","population","cmr","asmr_who","asmr_esp","asmr_usa","asmr_country","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper","asmr_who_baseline","asmr_who_baseline_lower","asmr_who_baseline_upper","asmr_who_excess","asmr_who_excess_lower","asmr_who_excess_upper","asmr_esp_baseline","asmr_esp_baseline_lower","asmr_esp_baseline_upper","asmr_esp_excess","asmr_esp_excess_lower","asmr_esp_excess_upper","asmr_usa_baseline","asmr_usa_baseline_lower","asmr_usa_baseline_upper","asmr_usa_excess","asmr_usa_excess_lower","asmr_usa_excess_upper","asmr_country_baseline","asmr_country_baseline_lower","asmr_country_baseline_upper","asmr_country_excess","asmr_country_excess_lower","asmr_country_excess_upper"
"POL",2023 Q2,97122,38287353,253.7,129.5,260.3,188.9,252.2,103699,95874,111525,-6577,1248,-14403,269.68,249.46,289.91,-15.98,4.24,-36.21,118.27,108.42,128.12,11.23,21.08,1.38,275.46,251.52,299.39,-15.15,8.78,-39.09,192.25,176.01,208.5,-3.35,12.89,-19.6,258.55,237.1,280,-6.35,15.1,-27.8
"PRI",2015 Q1,7383,3521197,209.7,,,,,7475,6628,8322,-92,755,-939,213.59,187.15,240.03,-3.89,22.55,-30.33,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2015 Q2,6701,3505329,191.2,,,,,6818,5971,7665,-117,730,-964,194.97,168.53,221.41,-3.77,22.67,-30.21,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2015 Q3,6840,3489285,196,,,,,6984,6137,7831,-144,703,-991,200.59,174.15,227.03,-4.59,21.85,-31.03,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2015 Q4,6822,3473504,196.4,,,,,7361,6514,8208,-539,308,-1386,212.63,186.19,239.07,-16.23,10.21,-42.67,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2016 Q1,7493,3456615,216.8,,,,,7551,6728,8373,-58,765,-880,219.06,193.4,244.73,-2.26,23.4,-27.93,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2016 Q2,6881,3440475,200,,,,,6893,6071,7716,-12,810,-835,200.44,174.78,226.11,-0.44,25.22,-26.11,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2016 Q3,7216,3423975,210.8,,,,,7060,6237,7882,156,979,-666,206.06,180.4,231.73,4.74,30.4,-20.93,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2016 Q4,7638,3407385,224.2,,,,,7436,6614,8258,202,1024,-620,218.1,192.44,243.77,6.09,31.76,-19.57,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2017 Q1,7673,3390832,226.3,,,,,7626,6812,8440,47,861,-767,224.54,199.14,249.94,1.76,27.16,-23.64,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2017 Q2,7114,3374219,210.8,,,,,6969,6155,7783,145,959,-669,205.92,180.52,231.32,4.88,30.28,-20.52,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2017 Q3,7547,3357423,224.8,,,,,7135,6321,7949,412,1226,-402,211.54,186.14,236.94,13.26,38.66,-12.14,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2017 Q4,8539,3340536,255.6,,,,,7511,6697,8325,1028,1842,214,223.58,198.18,248.98,32.02,57.42,6.62,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2018 Q1,7928,3328708,238.2,,,,,7701,6879,8523,227,1049,-595,230.01,204.35,255.68,8.19,33.85,-17.48,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2018 Q2,6831,3322014,205.6,,,,,7044,6222,7866,-213,609,-1035,211.4,185.73,237.06,-5.8,19.87,-31.46,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2018 Q3,6912,3315245,208.5,,,,,7210,6388,8032,-298,524,-1120,217.01,191.35,242.68,-8.51,17.15,-34.18,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2018 Q4,7309,3308440,220.9,,,,,7586,6764,8409,-277,545,-1100,229.05,203.39,254.72,-8.15,17.51,-33.82,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2019 Q1,7652,3301952,231.7,,,,,7776,6929,8623,-124,723,-971,235.49,209.05,261.93,-3.79,22.65,-30.23,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2019 Q2,7316,3295753,222,,,,,7119,6272,7966,197,1044,-650,216.87,190.43,243.31,5.13,31.57,-21.31,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2019 Q3,7159,3289486,217.6,,,,,7285,6438,8132,-126,721,-973,222.49,196.05,248.93,-4.89,21.55,-31.33,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2019 Q4,7248,3283185,220.8,,,,,7662,6815,8509,-414,433,-1261,234.53,208.09,260.97,-13.73,12.71,-40.17,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2020 Q1,7902,3277787,241.1,,,,,7852,6965,8738,50,937,-836,240.96,213.29,268.64,0.14,27.81,-27.54,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2020 Q2,7296,3273311,222.9,,,,,7194,6307,8081,102,989,-785,222.34,194.67,250.02,0.56,28.23,-27.12,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2020 Q3,8181,3268811,250.3,,,,,7361,6474,8247,820,1707,-66,227.96,200.29,255.64,22.34,50.01,-5.34,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2020 Q4,8572,3264287,262.6,,,,,7737,6850,8624,835,1722,-52,240,212.33,267.68,22.6,50.27,-5.08,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2021 Q1,8258,3257824,253.5,,,,,7927,6987,8867,331,1271,-609,246.44,217.11,275.77,7.06,36.39,-22.27,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2021 Q2,8169,3249332,251.4,,,,,7270,6330,8209,899,1839,-40,227.82,198.49,257.15,23.58,52.91,-5.75,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2021 Q3,8540,3240746,263.5,,,,,7436,6496,8376,1104,2044,164,233.44,204.11,262.77,30.06,59.39,0.73,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2021 Q4,8107,3232113,250.8,,,,,7812,6872,8752,295,1235,-645,245.48,216.15,274.81,5.32,34.65,-24.01,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2022 Q1,9005,3223574,279.3,,,,,8002,6998,9006,1003,2007,-1,251.92,220.59,283.24,27.39,58.71,-3.94,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2022 Q2,8239,3215082,256.3,,,,,7345,6341,8349,894,1898,-110,233.3,201.97,264.62,23,54.33,-8.32,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2022 Q3,8770,3206496,273.5,,,,,7511,6507,8515,1259,2263,255,238.92,207.59,270.24,34.58,65.91,3.26,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2022 Q4,9128,3197863,285.5,,,,,7887,6884,8891,1241,2244,237,250.96,219.63,282.28,34.54,65.87,3.22,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2023 Q1,8833,3189324,277,,,,,8077,7001,9154,756,1832,-321,257.39,223.79,290.99,19.61,53.21,-13.99,,,,,,,,,,,,,,,,,,,,,,,,
"PRI",2023 Q2,8370,3180832,263.2,,,,,7420,6343,8497,950,2027,-127,238.77,205.17,272.37,24.43,58.03,-9.17,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2000 Q2,24578,10328032,238,137.8,304.8,214,362.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2000 Q3,22639,10346596,218.8,129.3,275.4,195.6,324.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2000 Q4,25926,10365261,250.1,142.5,315.8,221.5,374.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2001 Q1,28750,10381621,276.9,155.2,349.8,244.2,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2001 Q2,25203,10395708,242.4,137.4,303.5,213.5,360.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2001 Q3,23142,10409951,222.3,127.5,275.1,194.5,325.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2001 Q4,28002,10424271,268.6,149.5,334,234.2,397.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2002 Q1,32167,10436926,308.2,167.8,385.2,268.3,461.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2002 Q2,24649,10447943,235.9,131.7,290.1,204,344.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2002 Q3,23337,10459081,223.1,125.4,272.7,192.5,323.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2002 Q4,26146,10470280,249.7,137.3,305.4,214.3,363.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2003 Q1,29213,10479289,278.8,149.5,342.2,238.5,409.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2003 Q2,25227,10486100,240.6,131,292.1,204.9,347.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2003 Q3,25528,10492986,243.3,132.3,294,206.3,349.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2003 Q4,28758,10499909,273.9,145.7,330.9,230.6,395.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2004 Q1,28874,10506068,274.8,144.6,331.8,230.9,397.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2004 Q2,24292,10511445,231.1,123.3,275.4,193.1,327.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2004 Q3,22848,10516852,217.3,117.4,256.2,180.5,303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2004 Q4,26102,10522289,248.1,130.2,292.8,204.7,349.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2005 Q1,35325,10527833,335.5,168.8,397.7,275.2,479.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2005 Q2,23632,10533518,224.4,117.6,261.5,183.5,311.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2005 Q3,22561,10539266,214.1,113.2,247.7,174.6,293.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2005 Q4,25882,10545045,245.4,125.7,284.1,198.4,339.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2006 Q1,28667,10550798,271.7,135.6,314.3,218.2,377.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2006 Q2,23432,10556557,222,114.1,253.4,178,301.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2006 Q3,24128,10562380,228.4,116.2,259.4,182,309.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2006 Q4,25746,10568234,243.6,122.4,275.1,192.5,328.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2007 Q1,30252,10573434,286.1,138.8,323,224.2,388.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2007 Q2,23844,10577991,225.4,112.1,252.2,176.5,301.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2007 Q3,22765,10582599,215.1,108.3,239,168.1,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2007 Q4,26676,10587231,252,121.9,279.9,194.8,335.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2008 Q1,28710,10591185,271.1,129.2,299.8,208.3,360.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2008 Q2,24223,10594445,228.6,111.1,250.8,175.5,299.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2008 Q3,22718,10597722,214.4,104.3,233.7,163.8,279.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2008 Q4,28558,10601018,269.4,126.6,292.9,203.6,351.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2009 Q1,30962,10602755,292,134.7,316.3,219.1,381.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2009 Q2,24347,10602899,229.6,108.1,246.8,172.1,295.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2009 Q3,22721,10603046,214.3,103.1,228.8,160.8,272.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2009 Q4,26418,10603193,249.2,116.7,264.9,185.1,317.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2010 Q1,29655,10600745,279.7,126.3,295.9,205.2,356.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2010 Q2,24680,10595616,232.9,106.7,244,170.2,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2010 Q3,24577,10590431,232.1,106.3,240.9,168.4,288.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2010 Q4,27088,10585217,255.9,114.3,263.3,183.2,316.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2011 Q1,29478,10577031,278.7,122.8,284.9,197.9,342.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2011 Q2,23811,10565741,225.4,100.7,228.8,159.5,273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2011 Q3,22970,10554327,217.6,97.7,219.4,153.6,261.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2011 Q4,26611,10542851,252.4,110.4,252.6,175.9,302.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2012 Q1,34091,10530055,323.7,134.6,321.4,222,389.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2012 Q2,24519,10515907,233.2,100.5,230.6,160.4,276.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2012 Q3,22850,10501683,217.6,95.2,213.9,149.7,255.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2012 Q4,26128,10487380,249.1,105.5,243.1,169.2,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2013 Q1,29916,10473259,285.6,117.7,276.8,191.4,333.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2013 Q2,25035,10459241,239.4,100.2,230.7,160.4,277.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2013 Q3,24639,10445069,235.9,98.6,226.2,157.2,271.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2013 Q4,26964,10430820,258.5,106.7,246.1,171,295.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRT",2014 Q1,29502,10418378,283.2,113.7,267.5,185.2,323,31529,28860,34197,-2027,642,-4695,303.52,277.48,329.56,-20.32,5.72,-46.36,,,,,,,282.5,259.95,305.05,-15,7.55,-37.55,194.98,179.97,209.99,-9.78,5.23,-24.79,341.87,313.64,370.11,-18.87,9.36,-47.11
"PRT",2014 Q2,24439,10407721,234.8,95.3,220.9,153.3,265.7,24550,21882,27219,-111,2557,-2780,236.12,210.08,262.16,-1.32,24.72,-27.36,,,,,,,222.45,199.9,245,-1.55,21,-24.1,154.48,139.47,169.49,-1.18,13.83,-16.19,267.39,239.16,295.62,-1.69,26.54,-29.92
"PRT",2014 Q3,23424,10396947,225.3,92.6,211.1,146.9,252.8,23301,20632,25969,123,2792,-2545,224.14,198.1,250.17,1.16,27.2,-24.87,,,,,,,211.3,188.75,233.85,-0.2,22.35,-22.75,147.1,132.09,162.11,-0.2,14.81,-15.21,253.14,224.91,281.37,-0.34,27.89,-28.57
"PRT",2014 Q4,27566,10386160,265.4,106.6,246.6,171.2,296.7,26997,24328,29665,569,3238,-2099,260.07,234.03,286.11,5.33,31.37,-20.71,,,,,,,241.2,218.65,263.75,5.4,27.95,-17.15,167.2,152.19,182.21,4,19.01,-11.01,290.16,261.92,318.39,6.54,34.78,-21.69
"PRT",2015 Q1,34805,10377855,335.4,127.3,308.2,211.9,374.5,31868,29260,34475,2937,5545,330,307.39,281.96,332.83,28.01,53.44,2.57,119.6,111.23,127.96,7.7,16.07,-0.66,280.97,258.94,303.01,27.23,49.26,5.19,193.87,179.2,208.53,18.03,32.7,3.37,340.15,312.57,367.73,34.35,61.93,6.77
"PRT",2015 Q2,24357,10369425,234.9,93.3,215.8,149.8,259.6,24889,22282,27496,-532,2075,-3139,239.99,214.56,265.43,-5.09,20.34,-30.53,96.19,87.83,104.56,-2.89,5.47,-11.26,220.92,198.89,242.96,-5.12,16.91,-27.16,153.37,138.7,168.03,-3.57,11.1,-18.23,265.67,238.08,293.25,-6.07,21.52,-33.65
"PRT",2015 Q3,23407,10360901,225.9,91,206.8,144.1,247.7,23639,21032,26246,-232,2375,-2839,228.01,202.57,253.45,-2.11,23.33,-27.55,92.44,84.07,100.8,-1.44,6.93,-9.8,209.77,187.74,231.81,-2.97,19.06,-25.01,145.99,131.32,160.65,-1.89,12.78,-16.55,251.42,223.83,279,-3.72,23.87,-31.3
"PRT",2015 Q4,25891,10352332,250.1,98.1,227.1,157.5,272.9,27336,24728,29943,-1445,1163,-4052,263.94,238.51,289.38,-13.84,11.59,-39.28,103.14,94.77,111.5,-5.04,3.33,-13.4,239.67,217.64,261.71,-12.57,9.46,-34.61,166.09,151.42,180.75,-8.59,6.08,-23.25,288.43,260.85,316.02,-15.53,12.05,-43.12
"PRT",2016 Q1,30298,10344066,292.9,112.1,263.6,182.2,318.2,32206,29630,34782,-1908,668,-4484,311.26,286.13,336.4,-18.36,6.77,-43.5,118.6,110.48,126.72,-6.5,1.62,-14.62,279.45,257.68,301.22,-15.85,5.92,-37.62,192.76,178.27,207.24,-10.56,3.93,-25.04,338.43,311.18,365.68,-20.23,7.02,-47.48
"PRT",2016 Q2,25859,10336109,250.2,96.7,224.5,155.5,270,25228,22652,27804,631,3207,-1945,243.86,218.73,269,6.34,31.47,-18.8,95.2,87.08,103.32,1.5,9.62,-6.62,219.4,197.63,241.17,5.1,26.87,-16.67,152.26,137.77,166.74,3.24,17.73,-11.24,263.94,236.69,291.2,6.06,33.31,-21.2
"PRT",2016 Q3,25020,10328109,242.3,93.7,216.4,150.1,259.9,23978,21402,26554,1042,3618,-1534,231.88,206.75,257.01,10.42,35.55,-14.71,91.44,83.32,99.56,2.26,10.38,-5.86,208.25,186.48,230.02,8.15,29.92,-13.62,144.87,130.38,159.36,5.23,19.72,-9.26,249.69,222.44,276.95,10.21,37.46,-17.05
"PRT",2016 Q4,29393,10320066,284.8,107.5,252.1,174.2,304,27674,25098,30250,1719,4295,-857,267.81,242.68,292.95,16.99,42.12,-8.15,102.14,94.02,110.26,5.36,13.48,-2.76,238.15,216.38,259.92,13.95,35.72,-7.82,164.97,150.48,179.46,9.23,23.72,-5.26,286.71,259.46,313.96,17.29,44.54,-9.96
"PRT",2017 Q1,32402,10313805,314.2,115.3,275.6,189.9,334.1,32545,29969,35121,-143,2433,-2719,315.14,290,340.27,-0.94,24.2,-26.07,117.6,109.56,125.64,-2.3,5.74,-10.34,277.92,256.15,299.69,-2.32,19.45,-24.09,191.64,177.16,206.13,-1.74,12.74,-16.23,336.71,309.45,363.96,-2.61,24.65,-29.86
"PRT",2017 Q2,25042,10309342,242.9,92.9,213.5,148.6,256.6,25567,22991,28143,-525,2051,-3101,247.74,222.6,272.87,-4.84,20.3,-29.97,94.2,86.16,102.24,-1.3,6.74,-9.34,217.87,196.1,239.64,-4.37,17.4,-26.14,151.14,136.66,165.63,-2.54,11.94,-17.03,262.22,234.97,289.47,-5.62,21.63,-32.87
"PRT",2017 Q3,23695,10304830,229.9,88.7,201.6,140.3,241.7,24317,21741,26893,-622,1954,-3198,235.75,210.62,260.88,-5.85,19.28,-30.98,90.44,82.4,98.48,-1.74,6.3,-9.78,206.72,184.95,228.49,-5.12,16.65,-26.89,143.76,129.27,158.25,-3.46,11.03,-17.95,247.97,220.72,275.22,-6.27,20.98,-33.52
"PRT",2017 Q4,28601,10300293,277.7,103.5,241.3,167,290.8,28013,25437,30589,588,3164,-1988,271.69,246.55,296.82,6.01,31.15,-19.12,101.14,93.1,109.18,2.36,10.4,-5.68,236.62,214.85,258.39,4.68,26.45,-17.09,163.86,149.37,178.35,3.14,17.63,-11.35,284.99,257.74,312.24,5.81,33.06,-21.44
"PRT",2018 Q1,33813,10295927,328.4,118,282.6,194.6,342.8,32884,30277,35491,929,3536,-1678,319.01,293.57,344.44,9.39,34.83,-16.04,116.6,108.48,124.72,1.4,9.52,-6.72,276.39,254.36,298.43,6.21,28.24,-15.83,190.53,175.87,205.2,4.07,18.73,-10.6,334.98,307.4,362.57,7.82,35.4,-19.77
"PRT",2018 Q2,26862,10291712,261,96.7,224.8,155.9,270.8,25905,23298,28513,957,3564,-1651,251.61,226.17,277.04,9.39,34.83,-16.04,93.2,85.08,101.32,3.5,11.62,-4.62,216.34,194.31,238.38,8.46,30.49,-13.58,150.03,135.37,164.7,5.87,20.53,-8.8,260.5,232.92,288.08,10.3,37.88,-17.28
"PRT",2018 Q3,24895,10287451,242,90.9,208.1,144.8,249.8,24656,22049,27263,239,2846,-2368,239.62,214.19,265.06,2.38,27.81,-23.06,89.44,81.32,97.56,1.46,9.58,-6.66,205.19,183.16,227.23,2.91,24.94,-19.13,142.65,127.98,157.31,2.15,16.82,-12.51,246.25,218.67,273.83,3.55,31.13,-24.03
"PRT",2018 Q4,27496,10283166,267.4,98.5,228.2,158.3,274.7,28352,25745,30959,-856,1751,-3463,275.56,250.12,300.99,-8.16,17.28,-33.59,100.14,92.02,108.26,-1.64,6.48,-9.76,235.09,213.06,257.13,-6.89,15.14,-28.93,162.75,148.08,177.41,-4.45,10.22,-19.11,283.27,255.68,310.85,-8.57,19.02,-36.15
"PRT",2019 Q1,33434,10283073,325.1,115.3,274.6,189.4,332.8,33223,30554,35891,211,2880,-2457,322.88,296.84,348.92,2.22,28.26,-23.82,115.61,107.24,123.97,-0.31,8.06,-8.67,274.87,252.32,297.42,-0.27,22.28,-22.82,189.42,174.41,204.43,-0.02,14.99,-15.03,333.26,305.03,361.49,-0.46,27.77,-28.69
"PRT",2019 Q2,25825,10287288,251,91.4,212.3,147.1,255.8,26244,23576,28913,-419,2249,-3088,255.48,229.44,281.52,-4.48,21.56,-30.52,92.2,83.84,100.57,-0.8,7.56,-9.17,214.82,192.27,237.37,-2.52,20.03,-25.07,148.92,133.91,163.93,-1.82,13.19,-16.83,258.78,230.54,287.01,-2.98,25.26,-31.21
"PRT",2019 Q3,24444,10291549,237.5,87.9,200.9,139.7,241.1,24994,22326,27663,-550,2118,-3219,243.5,217.46,269.53,-6,20.04,-32.03,88.44,80.08,96.81,-0.54,7.82,-8.91,203.67,181.12,226.22,-2.77,19.78,-25.32,141.53,126.52,156.54,-1.83,13.18,-16.84,244.53,216.29,272.76,-3.43,24.81,-31.66
"PRT",2019 Q4,28115,10295834,273.1,98.1,229,158.3,276,28691,26022,31359,-576,2093,-3244,279.43,253.39,305.47,-6.33,19.71,-32.37,99.14,90.78,107.51,-1.05,7.32,-9.41,233.57,211.02,256.12,-4.57,17.98,-27.12,161.63,146.62,176.64,-3.33,11.68,-18.34,281.54,253.31,309.78,-5.54,22.69,-33.78
"PRT",2020 Q1,32325,10297877,313.9,109.5,260.3,179.4,315.3,33561,30803,36319,-1236,1522,-3994,326.75,299.84,353.66,-12.85,14.06,-39.76,114.61,105.85,123.37,-5.11,3.65,-13.87,273.34,250.03,296.65,-13.04,10.27,-36.35,188.31,172.79,203.82,-8.91,6.61,-24.42,331.54,302.36,360.72,-16.24,12.94,-45.42
"PRT",2020 Q2,28561,10297628,277.4,98.6,230.7,159.7,278.4,26583,23825,29341,1978,4736,-780,259.35,232.44,286.26,18.05,44.96,-8.86,91.21,82.45,99.97,7.39,16.15,-1.37,213.29,189.98,236.6,17.41,40.72,-5.9,147.81,132.29,163.32,11.89,27.41,-3.62,257.05,227.87,286.23,21.35,50.53,-7.83
"PRT",2020 Q3,28375,10297378,275.6,98.5,228.7,158.6,275.7,25333,22575,28091,3042,5800,284,247.37,220.46,274.28,28.23,55.14,1.32,87.45,78.69,96.21,11.05,19.81,2.29,202.14,178.83,225.45,26.56,49.87,3.25,140.42,124.91,155.94,18.18,33.69,2.66,242.8,213.62,271.98,32.9,62.08,3.72
"PRT",2020 Q4,34423,10297127,334.3,116.2,276.1,190,333.6,29029,26271,31787,5394,8152,2636,283.3,256.39,310.21,51,77.91,24.09,98.15,89.39,106.91,18.05,26.81,9.29,232.04,208.73,255.35,44.06,67.37,20.75,160.52,145.01,176.04,29.48,44.99,13.96,279.82,250.64,309,53.78,82.96,24.6
"PRT",2021 Q1,42013,10296421,408,145.1,329.3,231.2,422.9,33900,31027,36773,8113,10986,5240,330.62,302.59,358.65,77.38,105.41,49.35,113.61,104.33,122.89,31.49,40.77,22.21,271.81,247.53,296.1,57.49,81.77,33.2,187.19,171.03,203.35,44.01,60.17,27.85,329.81,299.42,360.21,93.09,123.48,62.69
"PRT",2021 Q2,25291,10295243,245.7,95.2,199.9,143.8,252.6,26922,24049,29795,-1631,1242,-4504,263.22,235.19,291.25,-17.52,10.51,-45.55,90.21,80.93,99.49,4.99,14.27,-4.29,211.76,187.48,236.05,-11.86,12.42,-36.15,146.69,130.53,162.85,-2.89,13.27,-19.05,255.33,224.93,285.73,-2.73,27.67,-33.13
"PRT",2021 Q3,26632,10294052,258.7,98.6,208.7,149.9,264.6,25672,22799,28545,960,3833,-1913,251.24,223.21,279.27,7.46,35.49,-20.57,86.45,77.17,95.73,12.15,21.43,2.87,200.61,176.33,224.9,8.09,32.37,-16.2,139.31,123.15,155.47,10.59,26.75,-5.57,241.08,210.68,271.48,23.52,53.92,-6.88
"PRT",2021 Q4,31253,10292855,303.6,112.8,242.7,173.4,308.8,29368,26495,32241,1885,4758,-988,287.17,259.14,315.2,16.43,44.46,-11.6,97.15,87.87,106.43,15.65,24.93,6.37,230.51,206.23,254.8,12.19,36.47,-12.1,159.41,143.25,175.57,13.99,30.15,-2.17,278.1,247.7,308.49,30.7,61.1,0.31
"PRT",2022 Q1,33241,10291671,323,116.3,255.8,181.5,327.2,34239,31228,37249,-998,2013,-4008,334.49,305.12,363.87,-11.49,17.88,-40.87,112.61,102.7,122.52,3.69,13.6,-6.22,270.29,244.84,295.73,-14.49,10.96,-39.93,186.08,169.14,203.01,-4.58,12.36,-21.51,328.09,296.24,359.94,-0.89,30.96,-32.74
