"iso3c","chart_type","type","window"
"USA-NY","fluseason","cmr","5"
"USA-OH","fluseason","cmr","5"
"USA-OK","fluseason","cmr","6"
"USA-OR","fluseason","cmr","5"
"USA-PA","fluseason","cmr","5"
"USA-RI","fluseason","cmr","5"
"USA-SC","fluseason","cmr","5"
"USA-SD","fluseason","cmr","6"
"USA-TN","fluseason","cmr","5"
"USA-TX","fluseason","cmr","5"
"USA-UT","fluseason","cmr","5"
"USA-VA","fluseason","cmr","5"
"USA-VT","fluseason","cmr","5"
"USA-WA","fluseason","cmr","5"
"USA-WI","fluseason","cmr","5"
"USA-WV","fluseason","cmr","5"
"USA-WY","fluseason","cmr","6"
"UZB","fluseason","cmr","5"
"VCT","fluseason","cmr","5"
"VEN","fluseason","cmr","5"
"VGB","fluseason","cmr","10"
"VIR","fluseason","cmr","12"
"VNM","fluseason","cmr","5"
"VUT","fluseason","cmr","5"
"WSM","fluseason","cmr","7"
"XKX","fluseason","cmr","9"
"YEM","fluseason","cmr","5"
"ZAF","fluseason","cmr","5"
"ZMB","fluseason","cmr","5"
"ZWE","fluseason","cmr","5"
"ALB","fluseason","asmr_who",
"ABW","fluseason","asmr_who",
"AFG","fluseason","asmr_who",
"AGO","fluseason","asmr_who",
"AND","fluseason","asmr_who","5"
"ARE","fluseason","asmr_who",
"ARG","fluseason","asmr_who",
"ARM","fluseason","asmr_who",
"ASM","fluseason","asmr_who",
"ATG","fluseason","asmr_who",
"AUS","fluseason","asmr_who",
"AUT","fluseason","asmr_who","9"
"AZE","fluseason","asmr_who",
"BDI","fluseason","asmr_who",
"BEL","fluseason","asmr_who","12"
"BEN","fluseason","asmr_who",
"BES","fluseason","asmr_who",
"BFA","fluseason","asmr_who",
"BGD","fluseason","asmr_who",
"BGR","fluseason","asmr_who","6"
"BHR","fluseason","asmr_who",
"BHS","fluseason","asmr_who",
"BIH","fluseason","asmr_who",
"BLR","fluseason","asmr_who",
"BLZ","fluseason","asmr_who",
"BMU","fluseason","asmr_who",
"BOL","fluseason","asmr_who",
"BRA","fluseason","asmr_who",
"BRB","fluseason","asmr_who",
"BRN","fluseason","asmr_who",
"BTN","fluseason","asmr_who",
"BWA","fluseason","asmr_who",
"CAF","fluseason","asmr_who",
"CAN","fluseason","asmr_who","5"
"CHE","fluseason","asmr_who","5"
"CHL","fluseason","asmr_who",
"CHN","fluseason","asmr_who",
"CIV","fluseason","asmr_who",
"CMR","fluseason","asmr_who",
"COD","fluseason","asmr_who",
"COG","fluseason","asmr_who",
"COK","fluseason","asmr_who",
"COL","fluseason","asmr_who",
"COM","fluseason","asmr_who",
"CPV","fluseason","asmr_who",
"CRI","fluseason","asmr_who",
"CUB","fluseason","asmr_who",
"CUW","fluseason","asmr_who",
"CYM","fluseason","asmr_who",
"CYP","fluseason","asmr_who",
"CZE","fluseason","asmr_who","5"
"DEU","fluseason","asmr_who","6"
"DEU-BB","fluseason","asmr_who","5"
"DEU-BE","fluseason","asmr_who","12"
"DEU-BW","fluseason","asmr_who","11"
"DEU-BY","fluseason","asmr_who","11"
"DEU-HB","fluseason","asmr_who","12"
"DEU-HE","fluseason","asmr_who","11"
"DEU-HH","fluseason","asmr_who","11"
"DEU-MV","fluseason","asmr_who","12"
"DEU-NI","fluseason","asmr_who","12"
"DEU-NW","fluseason","asmr_who","11"
"DEU-RP","fluseason","asmr_who","12"
"DEU-SH","fluseason","asmr_who","9"
"DEU-SL","fluseason","asmr_who","7"
"DEU-SN","fluseason","asmr_who","5"
"DEU-ST","fluseason","asmr_who","12"
"DEU-TH","fluseason","asmr_who","11"
"DJI","fluseason","asmr_who",
"DMA","fluseason","asmr_who",
"DNK","fluseason","asmr_who","5"
"DOM","fluseason","asmr_who",
"DZA","fluseason","asmr_who",
"ECU","fluseason","asmr_who",
"EGY","fluseason","asmr_who",
"ERI","fluseason","asmr_who",
"ESH","fluseason","asmr_who",
"ESP","fluseason","asmr_who","6"
"EST","fluseason","asmr_who","5"
"ETH","fluseason","asmr_who",
"FIN","fluseason","asmr_who","8"
"FJI","fluseason","asmr_who",
"FLK","fluseason","asmr_who",
"FRA","fluseason","asmr_who","10"
"FRO","fluseason","asmr_who",
"FSM","fluseason","asmr_who",
"GAB","fluseason","asmr_who",
"GBR","fluseason","asmr_who",
"GBRTENW","fluseason","asmr_who","5"
"GBR_NIR","fluseason","asmr_who",
"GBR_SCO","fluseason","asmr_who","5"
"GEO","fluseason","asmr_who",
"GGY","fluseason","asmr_who",
"GHA","fluseason","asmr_who",
"GIB","fluseason","asmr_who",
"GIN","fluseason","asmr_who",
"GLP","fluseason","asmr_who",
"GMB","fluseason","asmr_who",
"GNB","fluseason","asmr_who",
"GNQ","fluseason","asmr_who",
"GRC","fluseason","asmr_who",
"GRD","fluseason","asmr_who",
"GRL","fluseason","asmr_who",
"GTM","fluseason","asmr_who",
"GUF","fluseason","asmr_who",
"GUM","fluseason","asmr_who",
"GUY","fluseason","asmr_who",
"HKG","fluseason","asmr_who",
"HND","fluseason","asmr_who",
"HRV","fluseason","asmr_who","12"
"HTI","fluseason","asmr_who",
"HUN","fluseason","asmr_who","12"
"IDN","fluseason","asmr_who",
"IMN","fluseason","asmr_who",
"IND","fluseason","asmr_who",
"IRL","fluseason","asmr_who",
"IRN","fluseason","asmr_who",
"IRQ","fluseason","asmr_who",
"ISL","fluseason","asmr_who","11"
"ISR","fluseason","asmr_who","7"
"ITA","fluseason","asmr_who","6"
"JAM","fluseason","asmr_who",
"JEY","fluseason","asmr_who",
"JOR","fluseason","asmr_who",
"JPN","fluseason","asmr_who",
"KAZ","fluseason","asmr_who",
"KEN","fluseason","asmr_who",
"KGZ","fluseason","asmr_who",
"KHM","fluseason","asmr_who",
"KIR","fluseason","asmr_who",
"KNA","fluseason","asmr_who",
"KOR","fluseason","asmr_who","5"
"KWT","fluseason","asmr_who",
"LAO","fluseason","asmr_who",
"LBN","fluseason","asmr_who",
"LBR","fluseason","asmr_who",
"LBY","fluseason","asmr_who",
"LCA","fluseason","asmr_who",
"LIE","fluseason","asmr_who","11"
"LKA","fluseason","asmr_who",
"LSO","fluseason","asmr_who",
"LTU","fluseason","asmr_who","12"
"LUX","fluseason","asmr_who","6"
"LVA","fluseason","asmr_who","12"
"MAC","fluseason","asmr_who",
"MAF","fluseason","asmr_who",
"MAR","fluseason","asmr_who",
"MCO","fluseason","asmr_who",
"MDA","fluseason","asmr_who",
"MDG","fluseason","asmr_who",
"MDV","fluseason","asmr_who",
"MEX","fluseason","asmr_who",
"MHL","fluseason","asmr_who",
"MKD","fluseason","asmr_who",
"MLI","fluseason","asmr_who",
"MLT","fluseason","asmr_who","6"
"MMR","fluseason","asmr_who",
"MNE","fluseason","asmr_who","12"
"MNG","fluseason","asmr_who",
"MNP","fluseason","asmr_who",
"MOZ","fluseason","asmr_who",
"MRT","fluseason","asmr_who",
"MTQ","fluseason","asmr_who",
"MUS","fluseason","asmr_who",
"MWI","fluseason","asmr_who",
"MYS","fluseason","asmr_who",
"MYT","fluseason","asmr_who",
"NAM","fluseason","asmr_who",
"NCL","fluseason","asmr_who",
"NER","fluseason","asmr_who",
"NGA","fluseason","asmr_who",
"NIC","fluseason","asmr_who",
"NLD","fluseason","asmr_who","5"
"NOR","fluseason","asmr_who","12"
"NPL","fluseason","asmr_who",
"NZL","fluseason","asmr_who","6"
"OMN","fluseason","asmr_who",
"PAK","fluseason","asmr_who",
"PAN","fluseason","asmr_who",
"PER","fluseason","asmr_who",
"PHL","fluseason","asmr_who",
"PLW","fluseason","asmr_who",
"PNG","fluseason","asmr_who",
"POL","fluseason","asmr_who","5"
"PRI","fluseason","asmr_who",
"PRK","fluseason","asmr_who",
"PRT","fluseason","asmr_who","6"
"PRY","fluseason","asmr_who",
"PSE","fluseason","asmr_who",
"PYF","fluseason","asmr_who",
"QAT","fluseason","asmr_who",
"REU","fluseason","asmr_who",
"ROU","fluseason","asmr_who",
"RUS","fluseason","asmr_who","9"
"RWA","fluseason","asmr_who",
"SAU","fluseason","asmr_who",
"SDN","fluseason","asmr_who",
"SEN","fluseason","asmr_who",
"SGP","fluseason","asmr_who",
"SLB","fluseason","asmr_who",
"SLE","fluseason","asmr_who",
"SLV","fluseason","asmr_who",
"SMR","fluseason","asmr_who",
"SOM","fluseason","asmr_who",
"SRB","fluseason","asmr_who","7"
"SSD","fluseason","asmr_who",
"STP","fluseason","asmr_who",
"SUR","fluseason","asmr_who",
"SVK","fluseason","asmr_who","5"
"SVN","fluseason","asmr_who","5"
"SWE","fluseason","asmr_who","9"
"SWZ","fluseason","asmr_who",
"SXM","fluseason","asmr_who",
"SYC","fluseason","asmr_who",
"SYR","fluseason","asmr_who",
"TCA","fluseason","asmr_who",
"TCD","fluseason","asmr_who",
"TGO","fluseason","asmr_who",
"THA","fluseason","asmr_who",
"TJK","fluseason","asmr_who",
"TKL","fluseason","asmr_who",
"TKM","fluseason","asmr_who",
"TLS","fluseason","asmr_who",
"TON","fluseason","asmr_who",
"TTO","fluseason","asmr_who",
"TUN","fluseason","asmr_who",
"TUR","fluseason","asmr_who",
"TUV","fluseason","asmr_who",
"TWN","fluseason","asmr_who","6"
"TZA","fluseason","asmr_who",
"UGA","fluseason","asmr_who",
"UKR","fluseason","asmr_who",
"URY","fluseason","asmr_who",
"USA","fluseason","asmr_who","6"
"USA-AK","fluseason","asmr_who","10"
"USA-AL","fluseason","asmr_who","5"
"USA-AR","fluseason","asmr_who","5"
"USA-AZ","fluseason","asmr_who","5"
"USA-CA","fluseason","asmr_who","5"
"USA-CO","fluseason","asmr_who","5"
"USA-CT","fluseason","asmr_who","5"
"USA-DC","fluseason","asmr_who","5"
"USA-DE","fluseason","asmr_who","5"
"USA-FL","fluseason","asmr_who","5"
"USA-GA","fluseason","asmr_who","5"
"USA-HI","fluseason","asmr_who","5"
"USA-IA","fluseason","asmr_who","5"
"USA-ID","fluseason","asmr_who","5"
"USA-IL","fluseason","asmr_who","5"
"USA-IN","fluseason","asmr_who","5"
"USA-KS","fluseason","asmr_who","5"
"USA-KY","fluseason","asmr_who","5"
"USA-LA","fluseason","asmr_who","5"
"USA-MA","fluseason","asmr_who","5"
"USA-MD","fluseason","asmr_who","5"
"USA-ME","fluseason","asmr_who","5"
"USA-MI","fluseason","asmr_who","5"
"USA-MN","fluseason","asmr_who","5"
"USA-MO","fluseason","asmr_who","5"
"USA-MS","fluseason","asmr_who","5"
"USA-MT","fluseason","asmr_who","7"
"USA-NC","fluseason","asmr_who","5"
"USA-ND","fluseason","asmr_who","8"
"USA-NE","fluseason","asmr_who","6"
"USA-NH","fluseason","asmr_who","5"
"USA-NJ","fluseason","asmr_who","5"
"USA-NM","fluseason","asmr_who","5"
"USA-NV","fluseason","asmr_who","5"
"USA-NY","fluseason","asmr_who","5"
"USA-OH","fluseason","asmr_who","5"
"USA-OK","fluseason","asmr_who","6"
"USA-OR","fluseason","asmr_who","5"
"USA-PA","fluseason","asmr_who","5"
"USA-RI","fluseason","asmr_who","5"
"USA-SC","fluseason","asmr_who","5"
"USA-SD","fluseason","asmr_who","5"
"USA-TN","fluseason","asmr_who","5"
"USA-TX","fluseason","asmr_who","6"
"USA-UT","fluseason","asmr_who","5"
"USA-VA","fluseason","asmr_who","5"
"USA-VT","fluseason","asmr_who","6"
"USA-WA","fluseason","asmr_who","5"
"USA-WI","fluseason","asmr_who","5"
"USA-WV","fluseason","asmr_who","5"
"USA-WY","fluseason","asmr_who","6"
"UZB","fluseason","asmr_who",
"VCT","fluseason","asmr_who",
"VEN","fluseason","asmr_who",
"VGB","fluseason","asmr_who",
"VIR","fluseason","asmr_who",
"VNM","fluseason","asmr_who",
"VUT","fluseason","asmr_who",
"WSM","fluseason","asmr_who",
"XKX","fluseason","asmr_who",
"YEM","fluseason","asmr_who",
"ZAF","fluseason","asmr_who",
"ZMB","fluseason","asmr_who",
"ZWE","fluseason","asmr_who",
"ALB","fluseason","asmr_esp",
"ABW","fluseason","asmr_esp",
"AFG","fluseason","asmr_esp",
"AGO","fluseason","asmr_esp",
"AND","fluseason","asmr_esp","5"
"ARE","fluseason","asmr_esp",
"ARG","fluseason","asmr_esp",
"ARM","fluseason","asmr_esp",
"ASM","fluseason","asmr_esp",
"ATG","fluseason","asmr_esp",
"AUS","fluseason","asmr_esp",
"AUT","fluseason","asmr_esp","5"
"AZE","fluseason","asmr_esp",
"BDI","fluseason","asmr_esp",
"BEL","fluseason","asmr_esp","6"
"BEN","fluseason","asmr_esp",
"BES","fluseason","asmr_esp",
"BFA","fluseason","asmr_esp",
"BGD","fluseason","asmr_esp",
"BGR","fluseason","asmr_esp","6"
"BHR","fluseason","asmr_esp",
"BHS","fluseason","asmr_esp",
"BIH","fluseason","asmr_esp",
"BLR","fluseason","asmr_esp",
"BLZ","fluseason","asmr_esp",
"BMU","fluseason","asmr_esp",
"BOL","fluseason","asmr_esp",
"BRA","fluseason","asmr_esp",
"BRB","fluseason","asmr_esp",
"BRN","fluseason","asmr_esp",
"BTN","fluseason","asmr_esp",
"BWA","fluseason","asmr_esp",
"CAF","fluseason","asmr_esp",
"CAN","fluseason","asmr_esp","5"
"CHE","fluseason","asmr_esp","5"
"CHL","fluseason","asmr_esp",
"CHN","fluseason","asmr_esp",
"CIV","fluseason","asmr_esp",
"CMR","fluseason","asmr_esp",
"COD","fluseason","asmr_esp",
"COG","fluseason","asmr_esp",
"COK","fluseason","asmr_esp",
"COL","fluseason","asmr_esp",
"COM","fluseason","asmr_esp",
"CPV","fluseason","asmr_esp",
"CRI","fluseason","asmr_esp",
"CUB","fluseason","asmr_esp",
"CUW","fluseason","asmr_esp",
"CYM","fluseason","asmr_esp",
"CYP","fluseason","asmr_esp",
"CZE","fluseason","asmr_esp","12"
"DEU","fluseason","asmr_esp","6"
"DEU-BB","fluseason","asmr_esp","11"
"DEU-BE","fluseason","asmr_esp","11"
"DEU-BW","fluseason","asmr_esp","11"
"DEU-BY","fluseason","asmr_esp","11"
"DEU-HB","fluseason","asmr_esp","12"
"DEU-HE","fluseason","asmr_esp","6"
"DEU-HH","fluseason","asmr_esp","11"
"DEU-MV","fluseason","asmr_esp","11"
"DEU-NI","fluseason","asmr_esp","11"
"DEU-NW","fluseason","asmr_esp","11"
"DEU-RP","fluseason","asmr_esp","11"
"DEU-SH","fluseason","asmr_esp","8"
"DEU-SL","fluseason","asmr_esp","7"
"DEU-SN","fluseason","asmr_esp","11"
"DEU-ST","fluseason","asmr_esp","11"
"DEU-TH","fluseason","asmr_esp","9"
"DJI","fluseason","asmr_esp",
"DMA","fluseason","asmr_esp",
"DNK","fluseason","asmr_esp","5"
"DOM","fluseason","asmr_esp",
"DZA","fluseason","asmr_esp",
"ECU","fluseason","asmr_esp",
"EGY","fluseason","asmr_esp",
"ERI","fluseason","asmr_esp",
"ESH","fluseason","asmr_esp",
"ESP","fluseason","asmr_esp","6"
"EST","fluseason","asmr_esp","5"
"ETH","fluseason","asmr_esp",
"FIN","fluseason","asmr_esp","6"
"FJI","fluseason","asmr_esp",
"FLK","fluseason","asmr_esp",
"FRA","fluseason","asmr_esp","7"
"FRO","fluseason","asmr_esp",
"FSM","fluseason","asmr_esp",
"GAB","fluseason","asmr_esp",
"GBR","fluseason","asmr_esp",
"GBRTENW","fluseason","asmr_esp","5"
"GBR_NIR","fluseason","asmr_esp",
"GBR_SCO","fluseason","asmr_esp","5"
"GEO","fluseason","asmr_esp",
"GGY","fluseason","asmr_esp",
"GHA","fluseason","asmr_esp",
"GIB","fluseason","asmr_esp",
"GIN","fluseason","asmr_esp",
"GLP","fluseason","asmr_esp",
"GMB","fluseason","asmr_esp",
"GNB","fluseason","asmr_esp",
"GNQ","fluseason","asmr_esp",
"GRC","fluseason","asmr_esp",
"GRD","fluseason","asmr_esp",
"GRL","fluseason","asmr_esp",
"GTM","fluseason","asmr_esp",
"GUF","fluseason","asmr_esp",
"GUM","fluseason","asmr_esp",
"GUY","fluseason","asmr_esp",
"HKG","fluseason","asmr_esp",
"HND","fluseason","asmr_esp",
"HRV","fluseason","asmr_esp","12"
"HTI","fluseason","asmr_esp",
"HUN","fluseason","asmr_esp","12"
"IDN","fluseason","asmr_esp",
"IMN","fluseason","asmr_esp",
"IND","fluseason","asmr_esp",
"IRL","fluseason","asmr_esp",
"IRN","fluseason","asmr_esp",
"IRQ","fluseason","asmr_esp",
"ISL","fluseason","asmr_esp","10"
"ISR","fluseason","asmr_esp","9"
"ITA","fluseason","asmr_esp","6"
"JAM","fluseason","asmr_esp",
"JEY","fluseason","asmr_esp",
"JOR","fluseason","asmr_esp",
"JPN","fluseason","asmr_esp",
"KAZ","fluseason","asmr_esp",
"KEN","fluseason","asmr_esp",
"KGZ","fluseason","asmr_esp",
"KHM","fluseason","asmr_esp",
"KIR","fluseason","asmr_esp",
"KNA","fluseason","asmr_esp",
"KOR","fluseason","asmr_esp","5"
"KWT","fluseason","asmr_esp",
"LAO","fluseason","asmr_esp",
"LBN","fluseason","asmr_esp",
"LBR","fluseason","asmr_esp",
"LBY","fluseason","asmr_esp",
"LCA","fluseason","asmr_esp",
"LIE","fluseason","asmr_esp","11"
"LKA","fluseason","asmr_esp",
"LSO","fluseason","asmr_esp",
"LTU","fluseason","asmr_esp","12"
"LUX","fluseason","asmr_esp","6"
"LVA","fluseason","asmr_esp","5"
"MAC","fluseason","asmr_esp",
"MAF","fluseason","asmr_esp",
"MAR","fluseason","asmr_esp",
"MCO","fluseason","asmr_esp",
"MDA","fluseason","asmr_esp",
"MDG","fluseason","asmr_esp",
"MDV","fluseason","asmr_esp",
"MEX","fluseason","asmr_esp",
"MHL","fluseason","asmr_esp",
"MKD","fluseason","asmr_esp",
"MLI","fluseason","asmr_esp",
"MLT","fluseason","asmr_esp","6"
"MMR","fluseason","asmr_esp",
"MNE","fluseason","asmr_esp","12"
"MNG","fluseason","asmr_esp",
"MNP","fluseason","asmr_esp",
"MOZ","fluseason","asmr_esp",
"MRT","fluseason","asmr_esp",
"MTQ","fluseason","asmr_esp",
"MUS","fluseason","asmr_esp",
"MWI","fluseason","asmr_esp",
"MYS","fluseason","asmr_esp",
"MYT","fluseason","asmr_esp",
"NAM","fluseason","asmr_esp",
"NCL","fluseason","asmr_esp",
"NER","fluseason","asmr_esp",
"NGA","fluseason","asmr_esp",
"NIC","fluseason","asmr_esp",
"NLD","fluseason","asmr_esp","5"
"NOR","fluseason","asmr_esp","12"
"NPL","fluseason","asmr_esp",
"NZL","fluseason","asmr_esp","6"
"OMN","fluseason","asmr_esp",
"PAK","fluseason","asmr_esp",
"PAN","fluseason","asmr_esp",
"PER","fluseason","asmr_esp",
"PHL","fluseason","asmr_esp",
"PLW","fluseason","asmr_esp",
"PNG","fluseason","asmr_esp",
"POL","fluseason","asmr_esp","5"
"PRI","fluseason","asmr_esp",
"PRK","fluseason","asmr_esp",
"PRT","fluseason","asmr_esp","7"
"PRY","fluseason","asmr_esp",
"PSE","fluseason","asmr_esp",
"PYF","fluseason","asmr_esp",
"QAT","fluseason","asmr_esp",
"REU","fluseason","asmr_esp",
"ROU","fluseason","asmr_esp",
"RUS","fluseason","asmr_esp","7"
"RWA","fluseason","asmr_esp",
"SAU","fluseason","asmr_esp",
"SDN","fluseason","asmr_esp",
"SEN","fluseason","asmr_esp",
"SGP","fluseason","asmr_esp",
"SLB","fluseason","asmr_esp",
"SLE","fluseason","asmr_esp",
"SLV","fluseason","asmr_esp",
"SMR","fluseason","asmr_esp",
"SOM","fluseason","asmr_esp",
"SRB","fluseason","asmr_esp","8"
"SSD","fluseason","asmr_esp",
"STP","fluseason","asmr_esp",
"SUR","fluseason","asmr_esp",
"SVK","fluseason","asmr_esp","6"
"SVN","fluseason","asmr_esp","5"
"SWE","fluseason","asmr_esp","7"
"SWZ","fluseason","asmr_esp",
"SXM","fluseason","asmr_esp",
"SYC","fluseason","asmr_esp",
"SYR","fluseason","asmr_esp",
"TCA","fluseason","asmr_esp",
"TCD","fluseason","asmr_esp",
"TGO","fluseason","asmr_esp",
"THA","fluseason","asmr_esp",
"TJK","fluseason","asmr_esp",
"TKL","fluseason","asmr_esp",
"TKM","fluseason","asmr_esp",
"TLS","fluseason","asmr_esp",
"TON","fluseason","asmr_esp",
"TTO","fluseason","asmr_esp",
"TUN","fluseason","asmr_esp",
"TUR","fluseason","asmr_esp",
"TUV","fluseason","asmr_esp",
"TWN","fluseason","asmr_esp","6"
"TZA","fluseason","asmr_esp",
"UGA","fluseason","asmr_esp",
"UKR","fluseason","asmr_esp",
"URY","fluseason","asmr_esp",
"USA","fluseason","asmr_esp","5"
"USA-AK","fluseason","asmr_esp","10"
"USA-AL","fluseason","asmr_esp","5"
"USA-AR","fluseason","asmr_esp","5"
"USA-AZ","fluseason","asmr_esp","5"
"USA-CA","fluseason","asmr_esp","5"
"USA-CO","fluseason","asmr_esp","5"
"USA-CT","fluseason","asmr_esp","5"
"USA-DC","fluseason","asmr_esp","5"
"USA-DE","fluseason","asmr_esp","5"
"USA-FL","fluseason","asmr_esp","5"
"USA-GA","fluseason","asmr_esp","6"
"USA-HI","fluseason","asmr_esp","5"
"USA-IA","fluseason","asmr_esp","6"
"USA-ID","fluseason","asmr_esp","5"
"USA-IL","fluseason","asmr_esp","5"
"USA-IN","fluseason","asmr_esp","5"
"USA-KS","fluseason","asmr_esp","5"
"USA-KY","fluseason","asmr_esp","5"
"USA-LA","fluseason","asmr_esp","7"
"USA-MA","fluseason","asmr_esp","5"
"USA-MD","fluseason","asmr_esp","5"
"USA-ME","fluseason","asmr_esp","5"
"USA-MI","fluseason","asmr_esp","5"
"USA-MN","fluseason","asmr_esp","5"
"USA-MO","fluseason","asmr_esp","6"
"USA-MS","fluseason","asmr_esp","5"
"USA-MT","fluseason","asmr_esp","7"
"USA-NC","fluseason","asmr_esp","5"
"USA-ND","fluseason","asmr_esp","5"
"USA-NE","fluseason","asmr_esp","6"
"USA-NH","fluseason","asmr_esp","5"
"USA-NJ","fluseason","asmr_esp","5"
"USA-NM","fluseason","asmr_esp","5"
"USA-NV","fluseason","asmr_esp","5"
"USA-NY","fluseason","asmr_esp","5"
"USA-OH","fluseason","asmr_esp","5"
"USA-OK","fluseason","asmr_esp","6"
"USA-OR","fluseason","asmr_esp","5"
"USA-PA","fluseason","asmr_esp","5"
"USA-RI","fluseason","asmr_esp","5"
"USA-SC","fluseason","asmr_esp","5"
"USA-SD","fluseason","asmr_esp","5"
"USA-TN","fluseason","asmr_esp","5"
"USA-TX","fluseason","asmr_esp","6"
"USA-UT","fluseason","asmr_esp","5"
"USA-VA","fluseason","asmr_esp","5"
"USA-VT","fluseason","asmr_esp","5"
"USA-WA","fluseason","asmr_esp","7"
"USA-WI","fluseason","asmr_esp","5"
"USA-WV","fluseason","asmr_esp","5"
"USA-WY","fluseason","asmr_esp","6"
"UZB","fluseason","asmr_esp",
"VCT","fluseason","asmr_esp",
"VEN","fluseason","asmr_esp",
"VGB","fluseason","asmr_esp",
"VIR","fluseason","asmr_esp",
"VNM","fluseason","asmr_esp",
"VUT","fluseason","asmr_esp",
"WSM","fluseason","asmr_esp",
"XKX","fluseason","asmr_esp",
"YEM","fluseason","asmr_esp",
"ZAF","fluseason","asmr_esp",
"ZMB","fluseason","asmr_esp",
"ZWE","fluseason","asmr_esp",
"ALB","fluseason","asmr_usa",
"ABW","fluseason","asmr_usa",
"AFG","fluseason","asmr_usa",
"AGO","fluseason","asmr_usa",
"AND","fluseason","asmr_usa","5"
"ARE","fluseason","asmr_usa",
"ARG","fluseason","asmr_usa",
"ARM","fluseason","asmr_usa",
"ASM","fluseason","asmr_usa",
"ATG","fluseason","asmr_usa",
"AUS","fluseason","asmr_usa",
"AUT","fluseason","asmr_usa","5"
"AZE","fluseason","asmr_usa",
"BDI","fluseason","asmr_usa",
"BEL","fluseason","asmr_usa","6"
"BEN","fluseason","asmr_usa",
"BES","fluseason","asmr_usa",
"BFA","fluseason","asmr_usa",
"BGD","fluseason","asmr_usa",
"BGR","fluseason","asmr_usa","6"
"BHR","fluseason","asmr_usa",
"BHS","fluseason","asmr_usa",
"BIH","fluseason","asmr_usa",
"BLR","fluseason","asmr_usa",
"BLZ","fluseason","asmr_usa",
"BMU","fluseason","asmr_usa",
"BOL","fluseason","asmr_usa",
"BRA","fluseason","asmr_usa",
"BRB","fluseason","asmr_usa",
"BRN","fluseason","asmr_usa",
"BTN","fluseason","asmr_usa",
"BWA","fluseason","asmr_usa",
"CAF","fluseason","asmr_usa",
"CAN","fluseason","asmr_usa","5"
"CHE","fluseason","asmr_usa","5"
"CHL","fluseason","asmr_usa",
"CHN","fluseason","asmr_usa",
"CIV","fluseason","asmr_usa",
"CMR","fluseason","asmr_usa",
"COD","fluseason","asmr_usa",
"COG","fluseason","asmr_usa",
"COK","fluseason","asmr_usa",
"COL","fluseason","asmr_usa",
"COM","fluseason","asmr_usa",
"CPV","fluseason","asmr_usa",
"CRI","fluseason","asmr_usa",
"CUB","fluseason","asmr_usa",
"CUW","fluseason","asmr_usa",
"CYM","fluseason","asmr_usa",
"CYP","fluseason","asmr_usa",
"CZE","fluseason","asmr_usa","10"
"DEU","fluseason","asmr_usa","6"
"DEU-BB","fluseason","asmr_usa","5"
"DEU-BE","fluseason","asmr_usa","11"
"DEU-BW","fluseason","asmr_usa","11"
"DEU-BY","fluseason","asmr_usa","11"
"DEU-HB","fluseason","asmr_usa","12"
"DEU-HE","fluseason","asmr_usa","11"
"DEU-HH","fluseason","asmr_usa","11"
"DEU-MV","fluseason","asmr_usa","12"
"DEU-NI","fluseason","asmr_usa","11"
"DEU-NW","fluseason","asmr_usa","11"
"DEU-RP","fluseason","asmr_usa","11"
"DEU-SH","fluseason","asmr_usa","8"
"DEU-SL","fluseason","asmr_usa","7"
"DEU-SN","fluseason","asmr_usa","12"
"DEU-ST","fluseason","asmr_usa","11"
"DEU-TH","fluseason","asmr_usa","9"
"DJI","fluseason","asmr_usa",
"DMA","fluseason","asmr_usa",
"DNK","fluseason","asmr_usa","5"
"DOM","fluseason","asmr_usa",
"DZA","fluseason","asmr_usa",
"ECU","fluseason","asmr_usa",
"EGY","fluseason","asmr_usa",
"ERI","fluseason","asmr_usa",
"ESH","fluseason","asmr_usa",
"ESP","fluseason","asmr_usa","6"
"EST","fluseason","asmr_usa","5"
"ETH","fluseason","asmr_usa",
"FIN","fluseason","asmr_usa","6"
"FJI","fluseason","asmr_usa",
"FLK","fluseason","asmr_usa",
"FRA","fluseason","asmr_usa","9"
"FRO","fluseason","asmr_usa",
"FSM","fluseason","asmr_usa",
"GAB","fluseason","asmr_usa",
"GBR","fluseason","asmr_usa",
"GBRTENW","fluseason","asmr_usa","5"
"GBR_NIR","fluseason","asmr_usa",
"GBR_SCO","fluseason","asmr_usa","5"
"GEO","fluseason","asmr_usa",
"GGY","fluseason","asmr_usa",
"GHA","fluseason","asmr_usa",
"GIB","fluseason","asmr_usa",
"GIN","fluseason","asmr_usa",
"GLP","fluseason","asmr_usa",
"GMB","fluseason","asmr_usa",
"GNB","fluseason","asmr_usa",
"GNQ","fluseason","asmr_usa",
"GRC","fluseason","asmr_usa",
"GRD","fluseason","asmr_usa",
"GRL","fluseason","asmr_usa",
"GTM","fluseason","asmr_usa",
"GUF","fluseason","asmr_usa",
"GUM","fluseason","asmr_usa",
"GUY","fluseason","asmr_usa",
"HKG","fluseason","asmr_usa",
"HND","fluseason","asmr_usa",
"HRV","fluseason","asmr_usa","12"
"HTI","fluseason","asmr_usa",
"HUN","fluseason","asmr_usa","12"
"IDN","fluseason","asmr_usa",
"IMN","fluseason","asmr_usa",
"IND","fluseason","asmr_usa",
"IRL","fluseason","asmr_usa",
"IRN","fluseason","asmr_usa",
"IRQ","fluseason","asmr_usa",
"ISL","fluseason","asmr_usa","10"
